Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,budo_indx
0.01,-0.14465994,0.58,0.06,0.26,0.38,19.38787451,0
0.07,-0.072720791,0.4,0.19,0.88,0.53,17.18008904,0
0.2,0.433873666,0.34,0.1,1.53,0.48,15.91777027,0
0.06,-0.145423927,0.87,0.04,0.23,0,16.57805646,0
0.05,-0.106869234,0.49,0.07,0.9,0.33,16.30541752,0
0.26,-0.150683001,0.51,0.04,0.39,0.12,16.73471038,0
0.12,-0.13975621,0.74,0.12,0.68,0.22,16.53322722,0
0.39,-0.146916367,0.83,0.01,0.31,0.05,16.82424291,0
0.23,-0.147715889,0.87,0,0.27,0.04,15.9598511,0
0.05,-0.139649607,0.92,0.14,0.37,-0.01,17.95472541,0
0.05,-0.136185015,0.45,0.54,1.3,0.34,16.08226638,0
0.39,-0.143682748,0.66,0.06,0.22,0.25,17.82911106,0
0,-0.135030151,0.83,0.05,0.44,0.09,16.59472342,0
0.1,-0.140076018,0.79,0.06,0.44,0.11,15.91933686,0
0.01,-0.140822238,0.63,0.04,0.42,0.25,18.82275087,0
0.03,-0.139436401,0.78,0.08,0.47,-0.02,16.59870806,0
0.14,-0.139809511,0.09,0.65,0.24,0.55,17.39305267,0
0,0.339761126,0.78,0.01,0.69,0.25,17.37443356,0
0.09,-0.128740583,0.6,0.37,0.35,0.38,16.43340627,0
0.12,-0.102338613,0.27,0.05,0.61,0.66,15.90229061,0
0.17,-0.138601346,0.73,0.21,0.65,-0.05,16.26736426,0
0.16,-0.112039472,0.48,0.38,0.71,0.05,18.08054343,0
0.32,-0.127017171,0.58,0,0.32,0.29,18.42538764,0
0.23,-0.14465994,0.5,0.23,0.14,0.38,16.05957239,0
0.22,-0.143078665,0.76,0.03,0.57,0.17,16.6995124,0
0.02,-0.14465994,0.1,0.26,0.43,-0.39,17.48746931,0
0.05,-0.150807371,0.66,0.17,0.35,0.02,18.22198813,0
0.24,0.189308986,0.46,0.32,0.51,0.02,16.72203461,0
0.28,-0.14863978,0.24,0.61,0.08,0.25,18.04028598,0
0.01,-0.142012637,0.65,0.05,0.52,0.31,16.02692487,0
0.1,-0.138157167,0.75,0.04,0.37,0.21,18.05521722,0
0.25,-0.12875835,0.61,0.1,0.49,0.23,15.95496183,0
0.13,0.065933968,0.4,0.42,0.22,0.53,18.13531118,0
0.02,-0.143718282,0.75,0,0.59,0.06,17.53106926,0
0,-0.08329224,0.43,0.7,0.45,0.51,16.87129025,0
0.01,-0.143949255,0.61,0.02,0.34,0.27,16.6641258,0
0.05,-0.145228489,0.9,0.09,1.23,-0.3,15.92578121,0
0.46,-0.154325265,0.93,0,0.22,-0.04,18.65191408,0
0.2,-0.148284437,0.99,0,0.12,-0.6,16.45371195,0
0.33,-0.145477229,0.56,0.06,0.25,0.01,16.17734606,0
0.08,-0.137428715,0.46,0.1,0.67,0.17,16.33371432,0
0.03,-0.131956436,0.6,0.1,0.57,0.25,16.58722896,0
0.18,-0.145086352,0.52,0.04,0.48,0.22,19.05329846,0
0.08,-0.127834459,0.43,0.05,0.73,0.28,21.45922037,0
0.1,-0.136220549,0.48,0.05,0.56,0.26,17.61215993,0
0.3,-0.13726881,0.62,0.04,0.82,0.29,16.08132699,0
0.02,0.063748609,0.46,0.11,0.86,0.45,16.96838285,0
0.06,-0.145743736,0.59,0.3,0.31,0.02,16.75292445,0
0.23,-0.146578792,0.76,0.01,0.19,0.02,17.11571414,0
0.21,-0.139418634,0.57,0.21,0.39,0.42,17.14039552,0
0.24,-0.139063291,0.69,0.04,0.55,0.25,16.37873004,0
0.09,-0.031732,0.42,0.22,0.39,0.45,16.94913777,0
0.19,-0.139614073,0.67,0.32,0.39,-0.04,16.23080003,0
0.42,-0.148248903,0.4,0.6,0.1,0.31,17.18553071,0
0.23,0.080911666,0.43,0.05,0.8,0.21,17.81255294,0
0.09,-0.136593659,0.5,0.03,0.32,0.36,15.97711095,0
0.01,-0.137553085,0.44,0.17,0.42,0.11,17.29863155,0
0.05,-0.146951902,0.74,0.02,0.11,0.14,15.94448508,0
0.04,3.211748207,0.34,0.14,0.34,0.49,18.70962347,0
0.1,-0.14764482,0.84,0.14,0,-0.15,19.51414313,0
0.01,-0.127336979,0.44,0.29,0.62,0.38,16.11381229,0
0.33,-0.130943709,0.54,0.06,0.23,0.14,17.29008144,0
0.2,-0.136806865,0.69,0,0.69,0.1,16.66217694,0
0.05,-0.144038091,0.53,0.1,0.21,0.19,17.01100876,0
0.38,-0.130268557,0.68,0.27,0.35,0.23,16.32365128,0
0.16,-0.140324758,0.75,0.18,0.44,0.02,16.12245175,0
0.03,-0.139312031,0.77,0.16,0.39,0.11,15.92744881,0
0.21,-0.144677708,0.4,0.23,0.29,-0.05,16.13589863,0
0.07,-0.127550185,0.61,0.36,0.5,0.24,16.82365641,0
0.14,-0.136575892,0.52,0.13,0.38,0.44,16.42067481,0
0.14,-0.143025364,0.43,0.36,0.22,0.27,19.30622614,0
0.32,-0.147182874,0.5,0.05,0.29,0.3,16.54114989,0
0.07,-0.14465994,0.31,0.3,0.46,0.46,18.71962984,0
0.34,-0.148781917,0.55,0,0.09,0.13,16.62107911,0
0.18,-0.115823873,0.24,0.22,0.27,-0.16,17.61875002,0
0.04,0.000515359,0.23,0.34,0.55,0.23,20.41399019,0
0.18,-0.135474329,0.77,0.03,0.33,0.16,18.29297388,0
0.1,-0.144357899,0.78,0.14,0.48,-0.02,16.17569717,0
0.02,-0.120212356,0.48,0.11,0.82,0.25,16.74736521,0
0.01,0.064477062,0.62,0.1,0.17,0.32,16.52913605,0
0.04,0.019792706,0.27,0.66,0.34,0.47,18.26060572,0
0.07,8.89E-05,0.27,0.14,0.68,0.72,16.10275051,0
0.13,-0.143682748,0.7,0.54,0.23,0.13,17.80815595,0
0.05,-0.141977102,0.76,0.13,0.38,0.08,18.10490856,0
0.11,-0.151393686,0.94,0,0.18,-0.09,16.40627887,0
0.02,-0.140342526,0.75,0.52,0.36,0.2,16.39812602,0
0.05,-0.133057998,0.73,0.12,0.4,0.17,15.97131713,0
0.45,-0.152228742,0.61,0.09,0.14,-0.2,15.90412366,0
0.06,-0.150185521,0.46,0.58,0.11,0.07,18.77021515,0
0.09,-0.144464502,0.85,0.06,0.24,0.14,15.91478573,0
0.1,-0.140591265,0.57,0.28,0.38,0.29,15.95629928,0
0.01,-0.1368957,0.56,0.17,0.54,0.39,16.29456034,0
0.15,-0.151695728,0.66,0.1,0.09,0.12,17.26484243,0
0.11,-0.142758857,0.62,0.1,0.33,0.29,16.26071871,0
0.14,-0.136060645,0.81,0.06,0.45,0.09,16.13592506,0
0.09,-0.142687788,0.64,0.14,0.32,0.28,16.71743746,0
0.17,-0.119466136,0.38,0.2,0.47,0.16,16.43853018,0
0.13,-0.088977724,0.15,0.33,0.3,0.32,17.57098209,0
0.26,-0.147182874,0.49,0.16,0.25,0.02,17.49552236,0
0.04,-0.159300064,0.47,0.4,0.4,-0.22,17.30427357,0
0.38,-0.144055858,0.64,0.5,0.2,0.07,17.32114618,0
0.09,-0.147289477,0.87,0.65,0.14,0.05,16.32872701,0
0.07,-0.126501924,0.66,0.15,0.03,0.31,16.02113784,0
0.06,-0.144269063,0.69,0.12,0.26,0.22,16.07002841,0
0.13,-0.150754069,0.21,0.19,0.29,0.76,16.73047151,0
0.17,-0.144837612,0.79,0.19,0.38,0.08,16.15785074,0
0.16,-0.144606639,0.58,0.01,0.53,-0.06,16.02552357,0
0.3,-0.099264898,0.71,0.06,0.84,0.21,17.06591086,0
0.06,-0.145335092,0.43,0.21,0.12,0.13,16.45807388,0
0.44,-0.14050243,0.68,0.01,0.25,0.28,17.34937679,0
0.11,-0.129771077,0.38,0.15,0.28,0.29,18.20646288,0
0.04,-0.11372735,0.57,0.01,0.44,0.24,16.64176095,0
0.07,1.207295029,0.17,0.45,0.28,0.62,19.44840107,0
0.66,-0.141088745,0.5,0.02,0.11,0.13,16.95752741,0
0.11,-0.136575892,0.69,0.4,0.45,-0.05,16.26783573,0
0.08,-0.146081312,0.72,0.44,0.18,0.15,17.60911615,0
0.18,-0.0292446,0.49,0.3,0.88,0.5,16.65501671,0
0.05,-0.136664728,0.72,0.31,0.28,0.1,16.14200552,0
0.14,-0.14000495,0.37,0.45,0.33,0.22,17.37511142,0
0.12,-0.137997263,0.64,0.27,0.46,0.27,16.12679817,0
0.03,-0.126111047,0.69,0.34,0.34,0.06,16.10018623,0
0.07,1.69976461,0.24,0.25,0.39,0.36,17.61237563,0
0.06,-0.14465994,0.3,0.47,0.45,0.48,17.97579491,0
0.29,-0.14465994,0.16,0.61,0.32,0.43,18.04218423,0
0.05,-0.139614073,0.63,0.29,0.45,0.06,16.14811153,0
0.02,0.023079626,0.71,0.05,0.15,0.05,15.93422281,0
0.03,-0.049303701,0.23,0.72,0.81,0.26,15.97423036,0
0.03,-0.146116846,0.38,0.78,0.26,0.6,16.57368115,0
0.31,-0.117334079,0.14,0.37,0.31,0.29,16.59307867,0
0.07,-0.143878186,0.77,0.18,0.73,0.05,16.40597673,0
0.17,-0.135421028,0.4,0.08,0.23,0.56,17.40751035,0
0.06,-0.141550691,0.5,0.12,0.24,0.09,16.43859478,0
0.04,-0.143309638,0.68,0.08,0.24,0.27,15.91402713,0
0.28,-0.142101472,0.96,0.03,0.8,0.03,17.68103712,0
0.05,-0.142705555,0.53,0.09,1.79,0.19,20.23713334,0
0.08,-0.141603992,0.63,0.04,0.2,0.33,16.53069194,0
0.08,-0.146010243,0.87,0.08,0.56,0.05,16.91463652,0
0.1,-0.145850339,0.82,0.1,0.26,0.04,16.69367905,0
0.04,-0.14465994,0.56,0.2,0.36,0.33,17.89421414,0
0.02,-0.12273529,0.31,0.59,0.36,0.41,17.89047979,0
0.06,-0.080609401,0.53,0.2,0.35,0.24,16.43424848,0
0.13,-0.106478357,0.36,0.25,0.41,0.47,16.01983377,0
0.03,-0.140076018,0.58,0.21,0.38,0.31,16.04432219,0
0.04,-0.141763897,0.51,0.12,0.34,0.18,16.06652211,0
0.11,-0.134852479,0.92,0,0.16,0.05,17.29200837,0
0.01,-0.165856138,0.61,0.09,0.14,-0.15,17.68333558,0
0.37,-0.146383353,0.78,0.07,0.13,0.11,17.00941149,0
0.08,-0.107064673,0.49,0.16,0.55,0.25,16.43961638,0
0.24,-0.142367979,0.59,0.15,0.18,0.05,17.04348887,0
0.08,-0.143967022,0.88,0.02,0.39,0.04,16.27214144,0
0.13,-0.144553338,0.58,0.27,0.29,0.34,17.97507319,0
0.09,-0.131014777,0.55,0.07,0.47,0,16.05944419,0
0.19,-0.148728615,0.9,0.02,0.55,0,15.9216645,0
0.05,-0.077624522,0.58,0.26,0.68,0.33,16.4449994,0
0.02,-0.139347566,0.94,0.02,0.23,-0.08,16.32946026,0
0.04,-0.127052705,0.36,0.2,0.46,0.42,17.32882357,0
0.09,-0.142758857,0.85,0.05,0.23,0.11,17.08404596,0
0.03,-0.14465994,0.84,0.18,0.2,-0.1,17.58079087,0
0.05,-0.055380063,0.27,0.25,0.2,0.7,16.82861437,0
0.16,-0.142741089,1,0.03,0.35,-0.11,15.95717004,0
0.48,-0.138992223,0.65,0.04,0.15,-0.1,15.91432902,0
0.33,-0.142705555,0.59,0.12,0.57,0.23,17.17818625,0
0.22,-0.055042487,0.47,0.38,0.49,0.46,16.01984966,0
0.07,-0.144482269,0.79,0.01,0.45,0.05,16.4251379,0
0.04,-0.147165107,0.79,0.14,0.6,0.07,16.08029347,0
0.32,0.980959435,0.79,0.35,0.21,0.09,15.9912796,0
0.4,-0.147058504,0.89,0.01,0.33,-0.07,16.92743531,0
0.1,-0.140342526,0.79,0.14,0.63,0.16,16.43348433,0
0.13,-0.140928841,0.54,0.09,0.84,0.38,15.91656277,0
0.16,-0.139596306,0.59,0.08,0.48,0.01,18.20986662,0
0.13,-0.14465994,0.21,0.69,0.48,-0.03,16.69002689,0
0.13,-0.123250537,0.47,0.22,1.49,0.5,18.50000059,0
0.04,-0.11962604,0.54,0.13,0.88,0.42,16.03921953,0
0.07,-0.139045524,0.72,0.03,0.51,0.21,16.39697577,0
0.1,1.003274962,0.25,0.47,0.27,0.63,18.92231536,0
0.14,-0.144038091,0.76,0.09,0.24,0.17,16.27753131,0
0.34,-0.146756463,0.71,0.14,0.33,-0.01,17.03994542,0
0.2,-0.115202023,0.35,0.31,0.34,0.13,17.26924558,0
0.13,-0.137624153,0.3,0.09,0.74,0.63,20.00971486,0
0.24,-0.14000495,0.77,0.02,0.65,0.2,17.83478785,0
0.11,-0.122557619,0.13,0.63,0.19,0.72,16.54686131,0
0.03,-0.10782866,0.73,0.14,0.43,0.21,15.97189092,0
0.08,-0.14913726,0.78,0.44,0.27,0.18,16.45033781,0
0.11,-0.142101472,0.62,0.02,0.25,0.14,18.20409111,0
0.07,-0.142883227,0.71,0.04,0.45,0.1,16.10588642,0
0.13,0.578267211,0.09,0.62,0.22,0.56,18.01002597,0
0.03,-0.139081059,0.71,0.1,0.44,0.17,16.30004681,0
0.07,0.335194971,0.2,0.48,0.9,0.72,16.99329089,0
0.06,-0.134124027,0.57,0.14,1.07,0.04,17.1305244,0
0.22,0.335958958,0.38,0.2,1.24,0.47,16.10756409,0
0.42,-0.144428968,0.7,0.01,0.24,0.2,17.27435055,0
0.08,-0.153223702,0.61,0.19,0.02,0,16.83704897,0
0.27,-0.144748776,0.38,0.11,0.23,0.3,16.84317973,0
0.17,-0.144055858,0.57,0.09,0.32,0.14,16.03136671,0
0.16,-0.147662587,0.66,0.14,0.27,0.24,15.90213437,0
0.07,-0.13751755,0.69,0.44,0.3,0.29,16.12548866,0
0.05,-0.144571105,0.79,0.01,0.43,0.11,16.00515212,0
0.18,-0.14075117,0.9,0.01,0.5,0.05,16.85568049,0
0.12,-0.141177581,0.7,0.05,0.26,0.19,16.0324054,0
0.19,-0.140076018,0.33,0.11,0.29,0.38,17.2274965,0
0.1,-0.144020323,0.77,0.07,0.22,0.06,16.426819,0
0.09,-0.142492349,0.52,0.37,0.15,0.25,16.80047967,0
0.16,-0.149474835,0.86,0.09,0.27,0.08,16.22690674,0
0.01,-0.126750664,0.64,0.08,0.76,0.29,16.22745809,0
0.48,-0.1393831,0.67,0.05,0.16,0.07,16.29628317,0
0.28,-0.155622266,0.53,0.01,-0.08,0.28,16.99576779,0
0.06,-0.144535571,0.5,0.12,0.68,0.18,16.38881461,0
0.42,-0.14652549,0.78,0.04,0.28,0.02,16.17537549,0
0.07,-0.14465994,0.28,0.24,0.55,0.68,16.53116987,0
0.09,-0.120265658,0.5,0.25,0.43,0.06,20.31983849,0
0.05,-0.146134613,0.42,0.38,0.87,0.56,16.39382399,0
0.1,-0.148550944,0.74,0.05,0.38,0.15,15.98052652,0
0.42,-0.149688041,0.71,0.09,0.28,0.2,16.23673059,0
0.16,-0.135954042,0.7,0.21,0.27,-0.01,16.67554515,0
0.11,-0.140218156,0.57,0.07,0.36,0.21,17.82358289,0
0.04,-0.09633332,0.32,0.17,0.39,0.46,15.98271489,0
0.25,-0.149368233,0.88,0,0.36,-0.04,16.14740918,0
0.18,-0.131654394,0.18,0.48,0.18,0.79,18.64726664,0
0.16,-0.143824885,0.71,0.06,0.4,0.1,18.158605,0
0.18,-0.145246256,0.69,0.02,0.49,0.1,17.21431962,0
0.04,-0.137322112,0.78,0.25,0.4,0.13,16.16734028,0
0.02,-0.137339879,0.77,0.15,1.29,0.1,17.26802447,0
0.22,-0.14050243,0.7,0.11,0.24,0.04,18.08588889,0
0.14,0.580719076,0.12,0.57,0.14,0.56,17.86737147,0
0.03,-0.136700262,0.83,0.06,0.32,0.02,17.00714147,0
0.15,-0.138619113,0.59,0.21,0.31,0.25,17.60203249,0
0.1,-0.144571105,0.65,0.15,0.34,0.28,16.62281998,0
0.07,-0.144197995,0.68,0.03,0.32,0.25,16.35406847,0
0.19,-0.13211634,0.63,0.11,0.71,0.34,16.12088236,0
0.07,-0.070961845,0.34,0.23,0.52,0.17,16.15805744,0
0.16,-0.139827278,0.6,0.15,0.37,0.1,21.68998368,0
0.09,-0.125204922,0.51,0.07,0.29,0.19,17.4905241,0
0.32,-0.139827278,0.58,0.05,0.29,0.14,15.94380524,0
0.22,-0.144055858,0.82,0.17,0.3,0.14,16.93160308,0
0.16,0.537971338,0.2,0.33,0.4,0.75,16.87653377,0
0.13,-0.143078665,0.67,0.18,0.11,0.05,23.12681,0
0.17,-0.146969669,0.62,0.09,0.34,0.14,17.2881907,0
0.1,-0.100952777,0.66,0.25,0.23,0.28,17.2099323,0
0.04,-0.14465994,0.23,0.41,0.17,0.17,17.21629859,0
0.19,-0.14951037,0.67,0.23,0.09,0.01,16.71321933,0
0.11,-0.152548551,0.76,0.11,0.06,0.22,17.04393128,0
0.14,-0.146561024,0.55,0.11,0.62,0.01,18.91094144,0
0.07,-0.144162461,0.8,0.11,0.36,0.11,16.64476596,0
0.09,-0.136984536,0.62,0.28,0.54,0.35,17.62023653,0
0.33,-0.147591519,0.67,0.01,0.27,-0.02,16.0248735,0
0.08,-0.142812158,0.74,0.22,0.33,0.17,16.31228575,0
0.09,-0.142794391,0.88,0,0.56,0.05,16.09760617,0
0.18,-0.143469542,0.53,0.11,0.63,0.38,16.54435283,0
0.1,0.025922369,0.3,0.05,0.39,0.55,17.1394463,0
0.08,-0.14465994,0.51,0.15,0.91,0.31,16.02713463,0
0.53,-0.14465994,0.08,0.71,0.02,0.26,16.9114391,0
0.02,-0.055255693,0.23,0.45,0.81,0.76,16.78342441,0
0.14,-0.144322365,0.56,0.07,0.39,0.15,17.20896464,0
0.16,-0.150309891,0.78,0.41,0.05,-0.1,16.05198801,0
0.14,-0.147538217,0.59,0.09,0.03,0.36,16.77598869,0
0.1,-0.142048171,0.69,0.04,0.35,0.26,16.05146417,0
0.11,-0.130233023,0.44,0.43,0.26,0.08,16.33499382,0
0.1,-0.079614442,0.36,0.51,0.46,0.51,16.56369375,0
0.03,-0.055948611,0.17,0.34,0.32,0.81,17.27595382,0
0,-0.127461349,0.53,0.49,0.49,0.4,15.96296209,0
0.1,-0.144553338,0.69,0.11,0.29,0.14,16.48901645,0
0.1,-0.13714444,0.68,0.14,0.2,0.05,16.03074269,0
0.11,6.131973072,0.33,0.17,0.53,0.51,17.15635407,0
0.11,-0.141923801,0.73,0.32,0.44,0.08,16.52302682,0
0,-0.150114452,0.22,0.08,0.4,0.78,16.31296787,0
0.04,-0.164985548,0.42,0.3,0.03,0.01,16.99974877,0
0.18,-0.148533177,0.81,0.14,0.16,0.08,17.50311685,0
0.08,3.33640246,0.3,0.69,0.9,0.37,16.4104217,0
0.37,-0.14465994,0.13,0.17,0.61,0.15,16.32076781,0
0.15,-0.13248945,0.23,0.49,0.76,0.47,19.13911236,0
0.12,0.58436134,0.17,0.66,0.44,0.59,17.7197721,0
0.27,-0.14465994,0.26,0.34,0.97,0.38,17.90392568,0
0.06,0.093224294,0.43,0.03,0.56,0.44,16.4543165,0
0.08,-0.116889901,0.49,0.03,0.57,0.37,17.86199262,0
0.25,-0.14627675,0.79,0.05,0.48,-0.11,17.53913339,0
0.32,-0.15379225,0.9,0.12,1.08,-0.06,16.43569658,0
0.08,-0.129202529,0.52,0.09,0.81,0.26,16.35352376,0
0.14,-0.123925688,0.42,0.07,0.59,0.34,17.46843693,0
0.01,-0.14465994,0.73,0.04,0.4,0.22,16.26447435,0
0.12,-0.136718029,0.48,0.14,0.53,0.43,16.24652967,0
0.12,-0.13851251,0.61,0.38,0.3,0.3,16.34614523,0
0.04,-0.122877427,0.64,0.12,0.51,0.17,17.63338111,0
0.01,-0.1406268,0.18,0.22,0.55,0.76,15.93218117,0
0.25,-0.122824126,0.41,0.04,0.52,0.35,16.13263455,0
0.12,-0.129557872,0.32,0.2,0.83,0.54,16.21565512,0
0.05,-0.133519944,0.67,0.26,0.61,0.19,16.81643175,0
0.24,-0.142154774,0.56,0.08,0.17,0.23,18.53013682,0
0.06,-0.142261377,0.87,0.06,1.53,0.08,16.71180822,0
0.11,0.108042089,0.59,0.33,0.4,0.3,19.13463713,0
0.13,-0.131050311,0.21,0.14,0.21,0.62,16.27876839,0
0.16,-0.125133854,0.31,0.65,0.19,0.43,20.18236259,0
0.14,-0.129238063,0.65,0.21,0.74,0.18,20.51270788,0
0.04,-0.1406268,0.75,0.08,0.3,0.19,17.31482185,0
0,-0.137979496,0.59,0.46,1.63,0.41,16.51762069,0
0.1,0.769583772,0.16,0.38,0.32,0.76,17.92052841,0
0.14,-0.14553053,0.68,0.07,0.81,0.17,17.50783761,0
0.15,-0.143629446,0.7,0.11,0.27,0.28,16.24934398,0
0.09,-0.140697868,0.41,0.37,1.22,0.21,17.15426322,0
0.05,-0.118151368,0.36,0.13,0.55,0.32,16.08370874,0
0.17,-0.151127179,0.44,0.43,0.05,0.11,17.9911998,0
0.31,-0.157168007,1.03,0.1,1.19,-0.05,17.103513,0
0.01,-0.143629446,0.62,0.39,0.65,0.19,16.09447476,0
0.04,-0.146880833,0.73,0.19,1.08,0.18,15.93617453,0
0.11,-0.14727171,0.83,0.14,0.3,0.06,16.00925564,0
0.39,-0.168876552,0.73,0,-0.02,0.08,16.94786249,0
0.07,10.28143527,0.43,0.22,1.05,0.56,18.38268649,0
0.19,0.12685749,0.28,0.41,0.51,0.32,18.9965846,0
0.05,-0.12950457,0.62,0.68,0.54,0.14,16.87139445,0
0.25,-0.147129573,0.92,0.04,0.48,-0.01,16.03811304,0
0.24,-0.027521188,0.36,0.21,0.23,0.07,17.08435928,0
0.01,-0.133413341,0.49,0.09,0.61,0.27,17.51360336,0
0.26,-0.14465994,0.3,0.49,0.31,0.63,18.82237843,0
0.07,-0.14465994,0.17,0.62,0.38,0.76,18.5752755,0
0.16,-0.137570852,0.54,0.18,0.63,0.39,16.01288635,0
0.1,-0.123055098,0.4,0.19,0.34,0.18,19.45330138,0
