Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,budo_indx
0.07,-0.130286324,0.88,0.32,0.26,0,15.98486696,0
0.28,-0.14888852,0.94,0.03,0.32,-0.01,16.37922323,0
0.11,-0.139969416,0.44,0.06,0.72,0.34,16.21718468,0
0.06,-0.149545904,0.74,0.12,0.15,-0.05,16.42495795,0
0.24,-0.148213368,0.73,0.5,0.21,0.12,16.24169905,0
0.02,-0.144695475,0.56,0.35,0.33,0.22,16.03507474,0
0.15,-0.007906265,0.27,0.17,0.25,0.36,17.77053479,0
0.2,-0.14702297,0.56,0.05,0.65,0.47,17.43423597,0
0.12,-0.147982396,0.39,0.37,0.1,0.01,17.92665001,0
0.15,-0.140271457,0.82,0.01,0.37,-0.04,16.89629627,0
0.21,-0.1468986,0.46,0.64,0.13,0.04,15.9227342,0
0.11,0.074515496,0.11,0.36,0.22,0.76,19.55301652,0
0.37,-0.173371638,0.57,0.11,-0.11,-0.46,16.85927695,0
0.04,-0.144126926,0.6,0.15,0.26,0.27,16.88347326,0
0.11,-0.14577927,0.63,0.15,0.75,0.29,17.02664203,0
0.12,-0.136877933,0.65,0.1,0.26,0.04,16.02064676,0
0,-0.133129067,0.53,0.08,0.53,0.33,16.56976937,0
0.12,-0.120354493,0.37,0.2,1.97,0.33,16.73070354,0
0.25,-0.14162176,0.36,0.13,0.42,0.41,16.27908768,0
0.13,-0.143824885,0.77,0.08,0.25,0.12,16.60910058,0
0.14,-0.142190308,0.53,0.11,0.59,0.4,17.65058798,0
0.01,0.395478877,0.5,0.73,0.73,0.47,16.66957805,0
0.01,-0.137108906,0.98,0.14,1.04,-0.02,16.31428946,0
0.17,0.040811232,0.15,0.4,0.33,0.49,17.34553923,0
0.32,-0.146365586,0.72,0.1,0.36,0.03,16.49488285,0
0.08,-0.140573498,0.67,0.3,1.05,0.2,17.18890972,0
0.03,0.089066784,0.76,0.49,0.16,0.04,16.02995873,0
0.04,-0.127425815,0.46,0.22,0.39,0.47,16.39494208,0
0.03,-0.152388646,0.75,0.48,0.49,0.17,16.18998785,0
0.03,-0.129948749,0.76,0.22,0.77,0.18,16.49101601,0
0.25,-0.13298693,0.38,0.19,0.48,0.46,16.68302512,0
0.12,-0.135776371,0.48,0.22,0.29,0.36,18.69610325,0
0.24,0.299909432,0.29,0.05,0.46,0.66,16.26467793,0
0.08,0.039798505,0.3,0.44,0.22,0.47,17.06112225,0
0.4,-0.147662587,0.94,0.02,0.29,-0.01,16.29505435,0
0.29,-0.143522844,0.8,0.01,0.17,0.02,16.47551769,0
0.3,-0.140520197,0.78,0.01,0.35,0.1,16.61184858,0
0.1,-0.14465994,0.14,0.27,1.03,0.6,16.29883462,0
0.16,-0.147840259,0.99,0.11,0.01,-0.49,17.34411524,0
0.13,-0.138210469,0.69,0.06,0.57,0.27,17.42013569,0
0.19,-0.146880833,0.73,0.25,0.16,0.14,17.24753173,0
0.03,-0.140022717,0.87,0.19,0.58,0.05,18.34437245,0
0.02,0.236587345,0.36,0.59,0.37,0.4,16.91999284,0
0.11,-0.137872893,0.71,0.05,0.4,0.24,17.79365108,0
0.04,-0.136789098,0.72,0.09,0.22,0.25,16.12702259,0
0.12,-0.136025111,0.63,0.04,0.9,0.36,16.92625849,0
0.03,4.464633605,0.19,0,0.52,0.02,16.03805909,0
0.18,-0.143558378,0.66,0,0.38,0.07,16.32802751,0
0.11,-0.134603739,0.46,0.07,0.55,0.18,16.22870914,0
0.19,-0.147733656,0.65,0.01,0.36,-0.03,17.98768005,0
0.03,-0.145477229,0.83,0.37,1.43,0.11,17.17278956,0
0.1,-0.155107019,0.69,0.1,0.15,-0.1,17.31443804,0
0.13,-0.13074827,0.39,0.43,0.3,0.31,19.3377531,0
0.06,-0.123819085,0.54,0.57,0.44,0.35,16.09056802,0
0.1,-0.134248397,0.7,0.12,0.37,-0.01,16.28789252,0
0.23,-0.141710595,0.7,0.13,0.67,-0.09,15.94087076,0
0.03,-0.120976343,0.44,0.06,0.37,0.51,15.91195903,0
0.1,1.211257101,0.21,0.17,0.83,0.63,17.82260217,0
0.08,-0.09645769,0.12,0.16,0.37,0.19,16.56026645,0
0.13,-0.17832867,0.22,0.48,-0.03,-0.19,17.4722503,0
0.12,-0.144926448,0.73,0.21,0.43,0.16,16.41719648,0
0.06,-0.121846933,0.75,0.21,0.47,0.23,16.42828889,0
0.14,-0.151144947,0.84,0.13,0.15,-0.01,16.26845059,0
0.23,-0.136913468,0.58,0.31,0.8,0.09,17.41605657,0
0.12,-0.166353618,0.24,0.15,0.02,0.39,16.89886558,0
0.12,-0.143931488,0.71,0.12,0.31,0.24,16.66278865,0
0.2,-0.147662587,0.78,0.06,0.28,0,15.90433952,0
0.15,-0.133964122,0.41,0,1.17,0.22,21.22553603,0
0.1,-0.144002556,0.58,0.01,0.63,0.31,16.04430023,0
0.14,-0.146987436,0.57,0.08,0.55,0.04,18.09338411,0
0.13,-0.119554972,0.2,0.07,0.41,0.47,19.3165727,0
0.2,-0.132542751,0.73,0.02,0.12,0.07,20.16732959,0
0.18,-0.027840996,0.16,0.15,0.17,0.19,16.21945604,0
0.17,-0.08794723,0.26,0.14,0.58,0.32,16.21387899,0
0.05,-0.146863066,0.84,0.31,0.59,0.1,16.43063959,0
0.05,-0.10006442,0.65,0.16,0.29,0.26,16.28356602,0
0.11,-0.129735543,0.59,0.26,0.45,0.23,16.88088927,0
0.14,-0.068136869,0.5,0.46,1.29,0.5,16.33517791,0
0.1,-0.147662587,1.12,0.11,0.25,-0.15,18.1556651,0
0.1,-0.148088998,0.69,0.05,0.15,0.21,16.67446549,0
0.07,-0.144624406,0.85,0.01,0.45,0.01,16.18352387,0
0,2.778425434,0.4,0.14,0.39,0.4,17.77721234,0
0.19,-0.145104119,0.71,0.09,0.25,0.01,16.30294734,0
0.31,-0.148622013,0.8,0.2,0.25,-0.05,16.95130816,0
0.08,-0.144375666,0.62,0.24,0.24,0.2,16.984365,0
0.15,-0.147360546,0.82,0.09,0.28,0.12,16.061881,0
0.11,-0.140982143,0.73,0.04,0.77,0.09,16.52967874,0
0.21,-0.139525237,0.63,0.07,1.52,0.32,16.19741936,0
0.47,-0.141568458,0.73,0.05,0.37,0.17,16.86185743,0
0.68,-0.149670274,0.46,0,0.04,-0.21,16.60874353,0
0.13,-0.146809764,0.59,0.4,0.24,0.06,16.2806038,0
0.02,-0.089599574,0.39,0.8,0.52,0.2,16.26858661,0
0.35,-0.145441695,0.67,0.17,0.83,0.18,18.85632349,0
0.06,-0.146081312,0.76,0.07,0.2,0.19,16.54425737,0
0.13,-0.108752551,0.24,0.47,0.16,0.69,15.9061158,0
0.42,0.116890125,0.95,0.03,0.22,-0.27,15.96681056,0
0.52,-0.142741089,0.77,0.04,0.64,0.03,16.16839296,0
0.02,-0.072027873,0.34,0.34,0.37,0.28,18.56509563,0
0.04,-0.108059632,0.3,0.74,0.13,0.63,18.87074664,0
0.24,-0.127710089,0.46,0.4,0.21,0.29,18.14516904,0
0.13,-0.144588872,0.74,0.11,0.51,0.22,16.31857535,0
0.12,-0.14465994,0.19,0.67,0.18,0.07,16.60805949,0
0.19,-0.133715382,0.42,0.03,0.47,0.28,17.40800622,0
0.05,-0.121189549,0.57,0.15,0.78,0.42,15.96427805,0
0.19,-0.11497105,0.2,0.39,0.28,0.79,15.91267941,0
0.24,-0.147058504,0.68,0.06,0.27,0.18,17.19766089,0
0.12,-0.148817451,0.76,0.04,0.13,0.15,16.04551162,0
0.19,-0.148799684,0.64,0.29,0.14,0.22,17.77505492,0
0.03,-0.137943962,0.38,0.63,1.19,0.65,17.23220993,0
0.05,-0.113176569,0.53,0.27,0.24,0.3,17.0062853,0
0.24,-0.138121633,0.39,0.01,0.3,0.18,21.06030643,0
0.14,-0.146756463,0.65,0,0.49,0.15,16.10196607,0
0.02,-0.094272332,0.19,0.85,0.36,0.7,18.39936814,0
0.19,-0.107562153,0.35,0.23,0.46,0.14,17.54170952,0
0.11,-0.142527884,0.64,0.27,0.53,0.16,17.73667313,0
0.46,-0.150061151,0.74,0.08,0.14,0.02,16.90377889,0
0.01,-0.133999657,0.79,0.22,0.76,0.14,16.90526709,0
0.14,-0.143291871,0.53,0.04,0.82,0.16,17.53088215,0
0.05,-0.142741089,0.73,0.1,0.56,0.1,16.2825726,0
0.01,-0.108859154,0.65,0.04,0.51,0.26,16.06251381,0
0.18,-0.143967022,0.84,0.12,0.31,-0.17,16.21820095,0
0.14,-0.140520197,0.68,0.07,0.67,0.24,15.91737409,0
0.07,-0.149688041,1.01,0.01,0.39,-0.11,16.06664466,0
0.14,-0.141106513,0.63,0.02,0.29,0.13,18.85738386,0
0.16,0.352109288,0.15,0.49,0.27,0.39,17.82899076,0
0.02,-0.136842399,0.65,0.05,0.7,0.07,16.78297838,0
0.09,-0.139098826,0.72,0.2,1.01,0.11,16.2255912,0
0.05,-0.122948496,0.49,0.61,0.81,0.22,23.89639665,0
0.18,-0.146170147,0.48,0.15,0.64,0.39,19.68442845,0
0,-0.143203035,0.72,0.6,0.11,0.26,16.09287835,0
0.36,-0.155799937,0.79,0.11,0.08,0.01,16.23712174,0
0.05,-0.136380453,0.74,0.05,0.39,0.11,16.94134176,0
0.06,-0.098092267,0.21,0.48,0.3,0.78,17.97340842,0
0.07,-0.147591519,0.78,0.04,0.09,0.06,16.96306175,0
0.08,-0.147680354,0.77,0.12,0.27,0.04,17.03042049,0
0.08,-0.142954295,0.82,0.02,0.32,0.16,16.21568913,0
0.04,-0.150718535,0.82,0.01,0.39,-0.02,16.46008116,0
0,-0.143807118,0.78,0.08,0.97,0.12,16.01684047,0
0.01,-0.150452028,0.94,0.29,0.62,-0.26,16.46710786,0
0.28,-0.143025364,0.83,0.22,0.4,0.08,16.99463207,0
0.05,0.03324243,0.29,0.38,0.34,0.32,17.33170609,0
0.01,-0.125506964,0.65,0.26,0.69,0.28,16.47656985,0
0.21,-0.146561024,0.54,0.01,0.18,0.27,18.12409831,0
0.1,0.003020526,0.19,0.62,0.09,0.6,17.05055402,0
0.18,-0.148355506,0.78,0.12,0.22,-0.04,17.85022731,0
0.08,-0.147786957,0.64,0.29,0.21,0.09,17.2992195,0
0.06,-0.13913436,0.7,0.04,0.72,0.22,16.25690166,0
0.09,-0.087751792,0.32,0.6,0.24,0.39,17.55555958,0
0.32,-0.128545145,0.31,0.11,0.4,0.19,19.31029763,0
0.17,-0.128953789,0.34,0.08,0.64,0.65,15.93124377,0
0.02,-0.143736049,0.9,0.21,0.29,0.06,16.10175873,0
0.28,-0.142012637,0.87,0.01,0.44,0.12,16.50763854,0
0.12,-0.133324505,0.8,0,0.3,0.09,17.75085224,0
0.01,-0.137606386,0.3,0.5,0.39,0.39,17.05044255,0
0.04,-0.035996113,0.27,0.48,0.18,0.2,17.33554139,0
0.13,-0.089866081,0.64,0.1,0.36,0.18,16.56630347,0
0.03,-0.14465994,0.26,0.51,0.06,0.73,17.1727137,0
0.13,-0.147111806,0.69,0.23,0.21,-0.03,16.10861828,0
0.07,-0.127319212,0.42,0.71,0.25,0.25,20.79100998,0
0.22,-0.140804471,0.8,0.02,0.38,-0.01,16.63042143,0
0.25,-0.134124027,0.5,0,1.54,-0.45,18.25846783,0
0.62,-0.14640112,0.39,0.05,0.19,0.11,16.48858,0
0.07,-0.112252677,0.72,0.18,0.89,0.14,18.11613643,0
0.02,-0.137695222,0.79,0.03,1.16,0.15,16.52824995,0
0.17,-0.14465994,0.42,0.06,0.41,0.22,17.12393066,0
0,-0.141657294,0.75,0.39,0.6,0.08,16.35654152,0
0.02,-0.135083452,0.67,0.09,0.35,0.25,17.09067174,0
0.07,0.335194971,0.2,0.48,0.9,0.72,16.99329089,0
0.07,-0.135225589,0.64,0.17,0.1,0.23,17.94529244,0
0.06,-0.122948496,0.31,0.18,0.44,0.46,18.16565172,0
0.03,-0.034343769,0.25,0.55,0.43,0.3,16.47033922,0
0.08,-0.086401489,0.37,0.07,0.67,0.62,15.96489494,0
0.05,-0.133200135,0.54,0.33,0.52,0.37,16.48362379,0
0.05,-0.14465994,0.37,0.29,0.29,0.39,16.75319901,0
0.18,-0.145708202,0.84,0.05,0.31,0.08,16.47866018,0
0.17,-0.146756463,0.71,0.07,0.21,0.01,17.18993259,0
0.18,-0.143824885,0.7,0.19,0.33,0.22,16.02129517,0
0.47,-0.135492096,0.89,0.07,0.37,-0.03,16.38705199,0
0.07,1.893319831,0.16,0.48,0.57,0.22,18.36796657,0
0.15,-0.140697868,0.88,0.05,0.84,0.06,16.62808316,0
0.13,-0.117565052,0.64,0.59,0.77,0.28,17.27173941,0
0.15,-0.126093279,0.66,0.02,1.84,0.31,17.94074811,0
0.3,-0.145121886,0.76,0,0.29,0.09,16.6524571,0
0.15,0.168983378,0.61,0.21,0.26,-0.09,16.97882665,0
0.26,-0.149670274,0.91,0.06,0.17,-0.1,18.33154529,0
0.16,-0.145672667,0.76,0,0.27,0.09,16.00649392,0
0.09,-0.118080299,0.5,0.06,0.28,0.41,17.19899234,0
0.01,-0.14640112,0.7,0.22,0.37,-0.04,16.40515816,0
0.13,-0.142119239,0.71,0.2,1.57,0.28,16.31775241,0
0.09,-0.14789356,0.52,0.37,0.28,0.32,17.01051639,0
0.08,-0.142776624,0.58,0.3,0.41,0.23,15.9247872,0
0,-0.14776919,0.86,0.2,0.71,-0.12,19.2479032,0
0.15,-0.141817198,0.33,0.03,0.33,0.52,16.39779101,0
0.05,-0.102800559,0.47,0.04,1.33,0.48,17.18165407,0
0.03,-0.142918761,0.68,0.27,0.43,0,18.79440186,0
0.04,-0.141142047,0.57,0.06,0.47,0.21,19.62366978,0
0.06,-0.119110793,0.46,0.13,1.09,0.53,16.53049923,0
0.02,-0.152850592,0.94,0.76,0.18,-0.31,16.42112035,0
0.25,-0.143291871,0.81,0.04,0.33,0.07,17.95932526,0
0.12,-0.142314678,0.66,0.29,0.23,0.17,15.99114666,0
0.28,-0.157701021,0.98,0.19,0.07,-0.12,17.23588452,0
0.04,3.713510002,0.27,0.54,0.5,0.6,18.73301455,0
0.09,-0.146507723,0.77,0.01,0.27,0.07,16.22174884,0
0.06,-0.119732643,0.46,0.1,0.82,0.5,17.58513703,0
0.11,-0.114882214,0.48,0.15,0.68,0.51,17.33898575,0
0.1,-0.143682748,0.79,0.05,1.43,0.16,16.00648967,0
0.18,3.124031838,0.07,0.41,0.31,0.17,16.32977915,0
0,-0.12248655,0.67,0.25,0.59,0.2,16.19021452,0
0.01,-0.164186027,0.11,0.56,0.01,0.34,18.19350083,0
0.6,-0.14465994,0.63,0.13,0.23,0.17,18.62117895,0
0.09,-0.141284184,0.41,0.01,0.38,0.39,16.00034649,0
0.15,-0.135296658,0.86,0.33,0.45,0.11,18.65970763,0
0.33,-0.026330789,0.08,0.32,0.3,0.5,16.41831305,0
0.06,-0.134923548,0.56,0.15,1.53,0.18,23.36492264,0
0.13,-0.135492096,0.62,0.27,0.85,0.15,16.00688606,0
0.14,-0.114740077,0.63,0.07,0.7,0.24,17.19824178,0
0.12,-0.146561024,0.38,0.21,0.4,0.19,19.18961813,0
0.02,-0.140342526,0.75,0.52,0.36,0.2,16.39812602,0
0.05,-0.144411201,0.79,0.08,0.46,0.01,15.97399789,0
0.05,-0.145050818,0.5,0.68,0.17,0.35,17.32463722,0
0.01,0.029191523,0.42,0.61,0.49,0.57,18.53135757,0
0.13,0.036866927,0.46,0.45,0.28,0.2,16.10054147,0
0.1,-0.14465994,0.2,0.64,0.53,0.77,16.43448135,0
0,-0.144073625,0.65,0.35,1.24,0.18,16.05755499,0
0.31,-0.139454169,0.81,0.02,0.58,0.15,16.03933942,0
0.02,0.001794593,0.4,0.58,0.24,0.59,17.16463434,0
0.08,-0.144109159,0.7,0.03,0.54,0.05,15.92911026,0
0.24,-0.027521188,0.36,0.21,0.23,0.07,17.08435928,0
0.04,-0.149616972,0.93,0.2,1.03,-0.04,16.65249256,0
0.09,-0.180638399,0.37,0.02,0.07,0.63,16.19935356,0
0.15,0.582478023,0.38,0.11,1.39,0.58,18.11659931,0
0.04,-0.122184509,0.59,0.04,0.53,0.22,16.15595939,0
0.53,-0.122273344,0.68,0.02,0.23,0.24,16.28824568,0
0.15,0.468253081,0.18,0.36,0.23,0.32,18.08814708,0
0.08,-0.142065938,0.73,0.01,0.45,0.02,16.90160904,0
0.25,-0.113407542,0.29,0.46,0.36,0.48,16.19562579,0
0.07,-0.139489703,0.53,0.09,0.15,0.46,16.41346699,0
0.1,-0.1393831,0.55,0.15,0.29,0.43,16.05854977,0
0.19,-0.14465994,0.07,0.63,0.12,-0.23,17.54892188,0
0.15,-0.143505076,0.85,0.03,0.4,-0.06,16.23801587,0
0.12,-0.143878186,0.66,0.09,0.29,0.17,16.14200542,0
0.07,0.28631757,0.1,0.48,0.36,0.78,16.82350223,0
0.06,-0.127585719,0.29,0.11,0.94,0.26,20.70615297,0
0.04,-0.137926194,0.71,0.34,0.38,0.22,17.71047015,0
0.01,-0.100579667,0.28,0.56,0.45,0.15,18.80436363,0
0.07,-0.132222943,0.68,0.07,0.89,0.28,18.27222767,0
0.05,-0.1393831,0.25,0.22,0.24,0.42,18.59937017,0
0.07,-0.14503305,0.57,0.15,0.44,0.04,21.41591307,0
0.11,-0.152104372,0.83,0.34,1,-0.06,17.06331885,0
0.08,-0.146418887,0.78,0.04,0.54,0.04,16.59278161,0
0.12,-0.043884724,0.32,0.26,0.59,0.58,16.21253072,0
0.12,-0.098500911,0.23,0.1,0.06,0.07,17.44194445,0
0.08,-0.146863066,0.87,0.17,0.28,0.04,16.86715496,0
0.12,-0.142332445,0.88,0.03,0.42,-0.05,16.86083796,0
0.07,-0.057192311,0.23,0.41,0.28,0.68,16.00863084,0
0.34,-0.125826772,0.52,0.1,0.3,0.31,17.90409707,0
0.44,-0.142350212,0.53,0.08,0.15,0.01,16.14690126,0
0.15,-0.147040737,0.87,0.03,0.2,-0.09,18.03062146,0
0.14,-0.118044765,0.45,0.38,0.69,0.3,16.86691587,0
0.03,-0.110209456,0.46,0.32,0.74,0.45,16.19012213,0
0.34,-0.1544141,0.73,0.12,0.01,0.1,15.98800371,0
0.02,-0.13211634,0.39,0.15,0.39,0.5,17.61930558,0
0.06,-0.144375666,0.75,0.14,0.37,0.11,16.13478284,0
0.23,-0.108876921,0.31,0.08,0.53,0.44,17.28834269,0
0.05,-0.131689928,0.48,0.45,0.2,0.22,22.01780123,0
0.05,-0.151518056,1.05,0.04,0.14,-0.32,16.46677063,0
0.23,-0.140537964,0.77,0.08,0.29,0.03,16.08561977,0
0.18,-0.145619366,0.73,0.12,0.42,0.08,17.30202493,0
0.05,0.515300468,0.2,0.7,0.59,0.57,15.98709078,0
0.07,-0.134035191,0.59,0.08,0.21,0.19,15.90858315,0
0.03,-0.131654394,0.61,0.34,1.78,0.28,16.32614465,0
0.01,-0.135047918,0.67,0.22,0.91,0.28,16.96809956,0
0.14,-0.132311778,0.74,0.12,0.44,0.19,15.9065811,0
0.19,-0.145939175,0.58,0.06,0.53,-0.07,16.00757741,0
0.05,-0.138850086,0.79,0.41,0.4,0.07,16.22494859,0
0.06,-0.130357393,0.5,0.41,1.28,0.23,18.63950383,0
0.13,-0.147236176,0.8,0.05,0.35,0.07,16.17393293,0
0.17,6.146702031,0.2,0.25,0.29,0.71,16.34136351,0
0.12,-0.146614326,0.55,0.04,0.85,0.15,17.55559635,0
0.02,-0.14124865,0.78,0.2,0.41,0.12,16.20887312,0
0.16,-0.141213115,0.61,0.05,0.32,0.17,16.94191235,0
0.12,-0.131565558,0.8,0.24,1.39,0.03,16.48262806,0
0.04,-0.145192955,0.74,0.28,0.63,0.2,16.35337724,0
0.17,-0.14465994,0.39,0.15,0.27,0.49,16.08505745,0
0.31,-0.149901247,0.83,0.05,0.11,0.15,16.5663386,0
0.22,-0.144766543,0.65,0.04,0.22,0.28,16.7246634,0
0.1,-0.145797037,0.83,0.04,0.79,0.1,16.51823179,0
0.03,-0.145512763,0.82,0.33,0.48,0.07,16.04593477,0
0.09,-0.145690435,0.72,0.04,0.46,0.03,15.96417693,0
0.03,-0.103067066,0.72,0.27,0.46,0.22,17.37560485,0
0.02,-0.14465994,0.49,0.1,0.27,0.35,18.60547116,0
0.01,-0.138707949,0.81,0.34,0.14,0.14,17.16687866,0
0.09,-0.13988058,0.67,0.23,0.44,0.25,16.97162092,0
0.02,-0.122166741,0.65,0.42,0.35,0.24,17.14857209,0
0.12,3.170208634,0.32,0.34,0.63,0.15,17.03427898,0
0.09,-0.046478726,0.59,0.01,0.68,0.35,16.27276128,0
0.02,-0.151251549,0.44,0.35,0.27,0.2,17.60322731,0
0.05,-0.141888267,0.67,0.06,0.35,0.29,18.02076754,0
0.11,-0.147005203,0.76,0.42,0.39,0.14,16.10333758,0
