Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,budo_indx
0.06,-0.14465994,0.18,0.38,0.81,0.29,18.65911287,0
0.1,0.02107194,0.26,0.2,0.37,0.66,16.2875686,0
0.05,-0.135598699,0.65,0.02,0.43,0.32,16.36660312,0
0.17,-0.137712989,0.37,0.2,0.49,0.49,16.5891531,0
0.27,-0.142581185,0.81,0.16,0.61,0.11,16.42292079,0
0.11,0.025833533,0.63,0.17,1.02,0.26,16.70438776,0
0.21,-0.146365586,0.9,0.01,0.46,0.02,17.89855281,0
0.1,-0.134248397,0.7,0.12,0.37,-0.01,16.28789252,0
0.12,-0.144322365,0.76,0.3,0.04,-0.06,16.84334195,0
0.12,-0.141142047,0.59,0.01,0.32,0.09,18.17107284,0
0.22,-0.01185057,0.43,0.07,0.55,0.3,15.9305633,0
0.1,-0.136931235,0.5,0.28,0.57,0.16,19.95652878,0
0.01,-0.129433502,0.77,0.28,1.16,0.14,16.86091542,0
0.86,-0.140680101,0.75,0.02,0.39,0.15,16.34765641,0
0.13,-0.147342779,0.83,0.08,0.19,-0.01,16.24124665,0
0.05,-0.008599184,0.49,0.55,0.91,0.4,17.3478921,0
0.2,-0.147573751,0.86,0.49,0.07,-0.06,16.93332749,0
0.18,-0.131654394,0.18,0.48,0.18,0.79,18.64726664,0
0.07,-0.118950889,0.46,0.38,0.22,0.25,17.30190378,0
0.09,-0.141728362,0.69,0.06,0.52,0.18,17.60715687,0
0.11,-0.149243863,0.65,0.02,1.42,0.15,17.38760316,0
0.13,-0.153579045,0.81,0.16,0.12,0.16,16.85446883,0
0.14,-0.140964375,0.69,0.02,0.4,0.02,16.61644509,0
0.02,-0.104204163,0.4,0.13,0.42,0.51,17.16428169,0
0.13,-0.14099991,0.42,0.34,0.2,0.19,20.25011538,0
0.05,-0.143789351,0.79,0.02,0.6,-0.04,16.02148364,0
0.28,-0.131458956,0.67,0.12,0.88,0.18,18.84227019,0
0.13,-0.144428968,0.63,0.14,0.29,0.31,17.4235876,0
0.05,-0.129060392,0.58,0.2,0.47,0.17,18.02117472,0
0,-0.123268304,0.78,0.56,0.43,0.2,16.53878114,0
0.26,-0.143878186,0.65,0.1,1.42,0.31,18.50913861,0
0.12,-0.141177581,0.7,0.05,0.26,0.19,16.0324054,0
0.25,-0.146916367,0.85,0.07,0.4,-0.02,16.56258152,0
0.23,-0.149705808,0.94,0.05,1.15,-0.06,19.36239859,0
0.01,-0.120940809,0.59,0.45,0.75,0.36,16.33982588,0
0.2,-0.147218409,0.97,0,0.43,-0.2,15.93593976,0
0.03,-0.137197742,0.84,0.03,0.43,0.08,16.26901933,0
0.1,-0.141142047,0.55,0.44,0.41,0.5,15.97516479,0
0.05,-0.131441188,0.51,0.41,0.38,0.48,16.68343327,0
0.55,-0.159069091,0.53,0.12,0.05,0.04,16.81962044,0
0.17,-0.142190308,0.55,0.09,0.39,0.09,17.68567743,0
0.06,-0.10422193,0.34,0.42,0.48,0.18,17.27388928,0
0.1,-0.116037078,0.19,0.3,0.46,0.33,16.84960736,0
0.5,-0.14727171,0.69,0.03,0.19,0.03,17.51789866,0
0.03,-0.124991717,0.45,0.36,0.25,0.5,16.05114901,0
0.45,-0.132347313,0.62,0.17,0.28,0.19,18.43509176,0
0.07,-0.140306991,0.47,0.21,0.8,0.4,15.94566553,0
0.11,-0.143078665,0.58,0.23,0.14,0.16,16.22592047,0
0.08,-0.14162176,0.8,0.12,0.32,0.04,16.19002414,0
0.13,-0.156226348,0.46,0.2,0.22,0.1,17.23868637,0
0.07,-0.132969162,0.56,0.23,0.58,0.33,15.98662237,0
0.05,-0.147555984,0.73,0.31,0.4,0.22,16.96588439,0
0.04,-0.124902881,1.2,0.21,0.7,-0.31,16.79969435,0
0.18,-0.119181862,0.24,0.06,0.27,0.61,16.28020021,0
0.2,-0.154733909,0.43,0.04,-0.06,0.11,17.51365996,0
0.33,-0.114171529,0.09,0.19,0.33,0.09,17.11555154,0
0.25,-0.140697868,0.61,0.03,0.13,0.32,17.45708441,0
0.01,-0.134923548,0.45,0.01,0.76,0.36,17.02557354,0
0.02,-0.146703162,0.8,0.15,0.59,0.11,16.28127661,0
0.1,-0.131796531,0.33,0.01,0.44,-0.02,18.86618953,0
0.09,-0.078370742,0.16,0,0.23,-0.07,16.08522312,0
0.17,-0.141923801,0.65,0.16,0.44,0.33,16.43355983,0
0.3,-0.147662587,0.68,0.21,0.4,0.29,16.33544911,0
0.22,1.766053808,0.53,0.43,0.24,0.45,16.09723252,0
0.05,-0.145441695,0.66,0.09,0.08,-0.04,16.44835872,0
0.37,-0.144766543,0.84,0,0.21,-0.57,16.12934375,0
0.04,-0.148728615,0.87,0.16,0.29,0.07,15.93456396,0
0.03,0.018620074,0.32,0.35,0.67,0.39,17.46085361,0
0.13,-0.14652549,0.81,0.13,0.44,0.09,16.29303889,0
0.14,-0.143203035,0.65,0.07,0.35,0.11,17.63455788,0
0.37,-0.150043384,0.62,0.02,0.13,0.03,19.10177869,0
0.17,-0.134639274,0.55,0.21,0.34,0.43,16.21407334,0
0.14,-0.063730619,0.28,0.29,0.45,0.22,16.13802043,0
0.08,-0.14465994,0.44,0.71,0.43,0.26,16.44960753,0
0.13,-0.148533177,0.58,0.78,0.15,0.02,16.41325545,0
0.13,-0.124138894,0.4,0.32,0.7,0.56,16.42441872,0
0.14,-0.140786704,0.57,0.1,0.51,0.31,15.95303691,0
0.11,-0.08378972,0.54,0.08,0.5,0.31,18.72671833,0
0.34,-0.124547538,0.39,0.01,0.61,0.33,16.37786224,0
0.14,-0.037470786,0.19,0.46,0.38,0.6,18.63297315,0
0.03,-0.136558125,0.74,0,0.44,0.11,15.98341491,0
0.13,-0.144411201,0.87,0.12,0.19,0.03,16.23998358,0
0.1,-0.039318569,0.4,0.17,0.55,0.36,16.43407614,0
0.01,-0.145708202,0.75,0.05,0.46,0.11,17.21505013,0
0.07,-0.143718282,0.75,0.15,0.28,0.18,16.2262753,0
0.07,-0.147573751,0.76,0,0.63,0.14,16.82391757,0
0.08,-0.08130232,0.43,0.34,0.58,0.46,17.84051471,0
0.11,-0.130481763,0.55,0.08,0.52,0.38,17.47633392,0
0.06,-0.144748776,0.77,0.03,0.42,0.04,16.22016322,0
0.07,-0.138850086,0.86,0.01,0.16,0,16.23481181,0
0.09,-0.139845046,0.53,0.02,0.33,0.45,16.61831345,0
0.13,-0.144837612,0.78,0.26,0.32,-0.04,22.08812477,0
0.14,-0.133182368,0.39,0.27,0.51,0.17,16.50936609,0
0.32,-0.143736049,0.79,0.05,0.19,0.07,17.0865513,0
0.03,-0.122877427,0.51,0.12,0.39,0.32,16.64425399,0
0.11,-0.148977355,0.95,0.21,0.37,-0.12,16.90620195,0
0.14,-0.1406268,0.48,0.01,0.31,0.28,17.4672374,0
0.11,-0.077322481,0.44,0.24,0.38,0.4,19.66919598,0
0.41,-0.139916114,0.57,0.06,0.19,0.32,16.46523183,0
0.03,-0.13789066,0.49,0.32,0.33,0.41,16.49481459,0
0.09,-0.150061151,0.51,0.05,0.15,0.04,16.14231293,0
0.11,0.254247882,0.18,0.13,0.37,0.63,17.10930794,0
0.02,3.185364004,0.3,0.44,0.31,0.4,16.77065763,0
0.01,-0.146685394,0.78,0.17,0.32,0.15,16.03467817,0
0.06,-0.142492349,0.84,0.09,0.1,0.04,15.92511933,0
0.08,-0.154254196,0.89,0.08,0.23,-0.12,15.92109671,0
0.12,-0.151464755,0.31,0.09,0.53,0.36,18.31627478,0
0.19,-0.146880833,0.44,0.11,0.44,0.05,17.91257956,0
0.12,-0.145175188,0.62,0.18,0.69,0.03,21.2906935,0
0.03,-0.136931235,0.59,0.25,0.21,0.21,16.42102263,0
0.06,-0.154129826,0.85,0.6,0.05,-0.19,17.06085276,0
0.35,-0.144162461,0.62,0.06,0.46,0,17.36246103,0
0.15,-0.14465994,0.18,0.25,0.29,0.49,16.38940349,0
0.02,-0.146383353,0.87,0.14,0.67,0.06,15.97805535,0
0.13,-0.148995123,0.7,0.05,0.36,0.02,16.40478908,0
0.22,-0.152513016,0.7,0.14,1.19,0.05,17.78222413,0
0.04,-0.134159561,0.53,0.01,0.31,0.44,17.47222768,0
0.14,-0.139596306,0.64,0.06,0.33,0.15,17.66685283,0
0.18,-0.043031901,0.12,0.25,0.36,0.52,17.35685404,0
0.15,0.121527348,0.28,0.34,0.23,0.36,16.33246304,0
0.03,-0.137410947,0.47,0.61,0.55,0.52,17.78788878,0
0.18,0.16617617,0.6,0.2,0.37,0.34,17.32847728,0
0.03,-0.140022717,0.87,0.19,0.58,0.05,18.34437245,0
0.15,-0.128438542,0.48,0.15,0.28,0.31,17.49026898,0
0.11,-0.142847692,0.61,0.07,0.38,0.07,19.21972114,0
0.02,0.086437247,0.29,0.48,0.31,0.63,18.79025231,0
0.07,-0.14528179,0.86,0.04,0.58,-0.05,16.57068624,0
0.01,-0.145192955,0.72,0.22,0.39,0.11,16.3266971,0
0.79,-0.145477229,0.79,0.01,0.19,0.05,17.28611901,0
0.04,-0.012863297,0.25,0.41,0.63,0.45,16.08204662,0
0.14,1.019300922,0.18,0.25,0.34,0.55,17.3528971,0
0.06,-0.154396333,0.57,0.19,0.04,0.22,17.13809848,0
0.01,-0.144322365,0.75,0.59,0.34,-0.07,18.35462717,0
0.09,-0.146561024,0.71,0.5,0.2,0.11,16.72481785,0
0.17,-0.151127179,0.44,0.43,0.05,0.11,17.9911998,0
0.15,-0.145246256,0.56,0.07,0.53,-0.04,16.02200526,0
0.16,-0.125809005,0.67,0,0.31,0.07,17.99299286,0
0.21,-0.101272585,0.53,0.06,0.63,0.3,16.49329713,0
0.11,-0.138690182,0.56,0.28,0.57,0.37,17.38964841,0
0.07,-0.134674808,0.66,0.26,0.62,0.26,16.00434123,0
0.11,-0.131796531,0.48,0.19,0.78,0.27,16.36191243,0
0.38,-0.144748776,0.92,0.01,0.3,-0.03,17.3520393,0
0.25,0.198370228,0.3,0.26,0.48,0.66,16.03200767,0
0.04,-0.134674808,0.78,0.6,0.26,0.15,15.93430213,0
0.03,-0.145121886,0.68,0.08,0.38,0.2,16.11048285,0
0.04,-0.121047412,0.38,0.01,0.37,0.19,17.14474896,0
0.06,0.289870998,0.24,0.6,0.27,0.52,19.8565351,0
0.18,-0.13373315,0.29,0.04,0.73,0.5,18.76447746,0
0.05,-0.14528179,0.79,0.07,0.43,0.11,16.17949682,0
0.14,-0.14465994,0.27,0.28,0.5,0.36,16.49788583,0
0.39,-0.140893307,0.49,0.11,0.35,0.12,15.93333039,0
0.02,-0.144233529,0.72,0.07,0.54,0.11,15.96697434,0
0.32,-0.144713242,0.76,0.02,0.49,-0.04,18.10446677,0
0.04,-0.137837359,0.65,0.1,0.33,0.1,16.27959092,0
0.14,-0.10621185,0.31,0.45,0.34,0.29,17.73899647,0
0.04,-0.134266164,0.56,0.11,0.44,0.37,16.47617735,0
0.59,-0.140697868,0.66,0.06,0.3,0.2,17.21287604,0
0.02,-0.155355759,0.94,0.02,-0.13,-0.04,16.34722779,0
0.01,-0.145583832,0.6,0.04,0.53,0.21,15.90376713,0
0.05,-0.129078159,0.48,0.11,0.41,0.46,17.74175703,0
0.23,0.359500419,0.34,0.09,0.85,0.63,18.15762524,0
0.51,-0.113212103,0.71,0,0.54,0.22,15.98176469,0
0.49,-0.14465994,0.9,0,0.17,0.09,16.73766502,0
0.37,-0.125649101,0.56,0.05,0.8,0.39,16.78275868,0
0.11,-0.147094039,1.03,0.29,0.39,-0.41,16.2260317,0
0.04,-0.129273597,0.72,0.17,0.48,0.11,16.65909633,0
0.07,-0.136611426,0.67,0.16,0.54,0.2,17.40769757,0
0.17,-0.147111806,0.77,0.01,0.18,0.01,17.1137921,0
0.43,-0.146205682,0.72,0.06,0.24,0.17,16.37464582,0
0.12,-0.148053464,0.8,0.24,0.12,0.06,15.93371874,0
0.05,-0.144571105,0.79,0.01,0.43,0.11,16.00515212,0
0.02,-0.133804218,0.86,0.03,0.87,0.11,16.03274885,0
0.08,-0.058311641,0.77,0.36,0.31,0.19,16.79128112,0
0.01,-0.137570852,0.74,0.09,1.13,0.16,16.10002699,0
0,-0.145939175,0.55,0.07,0.42,0.18,16.86409516,0
0.13,-0.145974709,0.8,0.22,0.19,0.13,15.97567757,0
0.02,-0.13211634,0.39,0.15,0.39,0.5,17.61930558,0
0.14,-0.019277235,0.62,0,0.42,0.26,16.48314458,0
0.02,-0.118009231,0.75,0.45,1.69,0.16,16.30533833,0
0.01,-0.141266417,0.66,0.05,0.28,0.32,16.32994308,0
0.03,-0.141088745,0.76,0.62,0.94,-0.09,17.69632973,0
0.01,-0.109818579,0.47,0.42,0.33,0.5,18.35207081,0
0.13,-0.144197995,0.6,0.27,0.35,0.12,17.12867419,0
0.01,-0.139969416,0.81,0.21,0.74,0.12,15.98625289,0
0.06,-0.140893307,0.69,0.22,0.89,0.2,18.05619162,0
0.06,-0.114757844,0.5,0.27,0.86,0.4,17.17377281,0
0.12,-0.1331113,0.37,0.09,0.25,0.53,16.08685882,0
0.11,-0.142403514,0.69,0.12,0.4,-0.06,19.79584469,0
0.38,-0.151642426,0.91,0.05,0.14,0.02,16.42890203,0
0.09,-0.143451775,0.31,0.3,0.63,0.1,16.54171359,0
0.08,-0.133999657,0.78,0.14,0.89,0.15,16.13653676,0
0.26,-0.14199487,0.81,0.12,0.61,0.17,16.04955907,0
0.26,-0.143149734,0.39,0.03,0.18,0.31,17.54719559,0
0.04,-0.143611679,0.86,0.03,1.04,-0.01,16.37261623,0
0.05,-0.061225452,0.11,0.58,0.29,0.33,16.87721379,0
0.67,-0.148799684,0.75,0.22,0.3,0.11,17.179512,0
0.08,-0.137286577,0.52,0.44,0.31,0.32,17.53236319,0
0.1,-0.14664986,0.61,0.01,0.72,0.01,21.07063852,0
0.01,-0.138352606,0.63,0.08,0.55,0.28,16.00158453,0
0.07,-0.143487309,0.79,0.15,0.83,0.12,16.08315777,0
0.06,-0.128367473,0.44,0.26,0.51,0.49,16.37631688,0
0.18,-0.143149734,0.33,0.23,0.19,0.15,20.4963874,0
0.07,-0.146347819,1.04,0.04,1.03,-0.18,16.38203913,0
0.3,-0.145601599,0.54,0.23,0.38,0.05,16.48443455,0
0.13,-0.140182621,0.41,0.5,0.25,0.28,19.29317507,0
0.11,-0.142527884,0.66,0.02,1.44,0.17,19.17492235,0
0.35,-0.145619366,0.83,0.17,0.23,-0.01,16.05005811,0
0.02,-0.135669768,0.32,0.07,0.47,0.73,17.09182514,0
0.18,-0.146667627,0.72,0.11,0.32,0.14,17.15263793,0
0.13,-0.137624153,0.63,0.26,0.39,0.09,16.15175342,0
0.1,-0.136113946,0.28,0.18,0.49,0.22,18.89367055,0
0.04,0.156581915,0.4,0.38,0.41,0.55,16.6269436,0
0.06,-0.145139653,0.68,0.13,0.22,0.27,16.04801025,0
0.13,-0.141213115,0.79,0.07,0.61,0.16,16.01300166,0
0.06,-0.125187155,0.48,0.11,0.95,0.34,16.07870919,0
0.03,-0.14465994,0.07,0.81,0.31,0.72,16.24888002,0
0.17,-0.127230376,0.58,0.04,0.38,0.12,16.11540092,0
0.18,-0.146241216,0.68,0.18,0.29,0.18,16.16530457,0
0.01,-0.138814551,0.73,0.3,0.68,0.22,16.30961817,0
0.1,-0.135598699,0.47,0.1,0.5,0.43,16.7450276,0
0.06,-0.152672921,0.5,0.64,0.03,0.03,18.77354913,0
0.07,-0.140342526,0.67,0.15,0.81,0.29,16.96383752,0
0.05,-0.138281537,0.89,0,0.61,-0.03,17.09344977,0
0.07,-0.142616719,0.82,0.13,0.31,0.01,16.13985499,0
0.11,-0.145583832,0.75,0.04,0.25,0.12,17.37136115,0
0.01,-0.093295139,0.48,0.22,0.47,0.22,16.00142711,0
0.3,-0.14553053,0.57,0.08,0.22,0.1,17.65241845,0
0.17,-0.142350212,0.62,0.05,0.53,-0.46,16.15850009,0
0.01,-0.136078412,0.8,0.01,0.35,0.09,15.99116403,0
0.47,-0.128687282,0.29,0.12,0.26,0.37,18.24833349,0
0.04,-0.14465994,0.15,0.11,0.34,0.8,17.3357303,0
0.14,-0.143913721,0.57,0.12,0.91,0.06,19.3884307,0
0.05,-0.139169894,0.34,0.31,0.35,0.17,19.04926392,0
0,0.487334989,0.37,0.07,0.97,0.39,16.05354646,0
0.12,-0.141834965,0.96,0.12,0.26,-0.07,16.29860891,0
0.03,0.020059213,0.21,0.54,0.88,0.21,17.19804215,0
0.14,-0.139987183,0.42,0.13,0.39,0.32,18.9552282,0
0.22,-0.145885873,0.63,0.13,0.55,0.07,21.08289846,0
0.06,-0.117476217,0.56,0.34,0.4,0.37,16.46815312,0
0.06,-0.135723069,0.63,0.33,0.89,0.32,15.97073826,0
0.14,-0.146934134,0.55,0.19,0.29,0.42,16.24949832,0
0.08,-0.139027757,0.57,0.02,0.19,0.12,16.53021371,0
0.12,-0.144482269,0.65,0.13,0.21,0.18,17.34946012,0
0.03,-0.122912961,0.55,0.26,1.49,0.11,16.86610282,0
0.01,-0.143629446,0.62,0.39,0.65,0.19,16.09447476,0
0.07,-0.127265911,0.67,0.46,0.3,0.28,16.3490903,0
0.05,-0.14465994,0.35,0.41,0.35,0.53,17.71551094,0
0.13,0.130304315,0.36,0.27,0.34,0.6,15.9080856,0
0.01,-0.14465994,0.17,0.75,0.55,0.81,16.17466047,0
0.17,-0.063481879,0.32,0.41,0.22,0.65,16.14393765,0
0.27,-0.118240204,0.51,0.27,0.29,0.03,17.10058007,0
0.01,-0.143682748,0.51,0.33,0.64,0.19,16.08673893,0
0.14,-0.137091139,0.57,0.46,0.46,0.2,17.52113606,0
0.42,-0.145850339,0.7,0.07,0.22,0.19,16.01512051,0
0.27,-0.145015283,0.68,0.09,0.41,0.08,17.21709663,0
0.02,-0.148604246,0.82,0.06,0.25,0.14,16.21289279,0
0.16,-0.143256336,0.59,0.02,0.26,0.13,19.15520833,0
0.05,0.03324243,0.29,0.38,0.34,0.32,17.33170609,0
0.15,-0.14465994,0.16,0.68,0.56,0.69,18.44215064,0
0.16,-0.146045777,0.68,0.06,0.28,0.11,15.99149584,0
0.23,-0.150629699,0.27,0.01,0.3,0.7,15.95331063,0
0.06,-0.139862813,0.54,0.18,0.69,0.38,18.84360815,0
0.08,-0.147378313,0.67,0.14,0.17,0.11,17.96652805,0
0.17,-0.139223196,0.85,0.5,1.04,0.03,15.90427922,0
0.05,-0.147378313,0.63,0.01,0.76,0.33,15.96543142,0
0.09,-0.142261377,0.45,0.41,0.33,0.19,20.74413597,0
0.09,0.126910791,0.41,0.32,0.36,0.55,17.6280959,0
0.02,-0.12024789,0.46,0.13,0.61,0.52,16.13377223,0
0.11,-0.144357899,0.91,0.18,0.28,-0.01,16.69306024,0
0.09,-0.13286256,0.25,0.25,0.37,0.47,17.80484008,0
0.15,-0.146241216,0.7,0.57,0.13,0.2,16.96644718,0
0.05,-0.146738696,0.69,0.06,0.58,0.07,16.01255134,0
0.04,-0.14465994,0.34,0.36,0.18,0.02,17.15127458,0
0.16,-0.147005203,0.31,0.2,0.24,0.15,17.24862051,0
0.19,-0.096155649,0.24,0.33,0.67,0.73,17.14254559,0
0.11,-0.145210722,0.94,0.26,0.33,-0.11,16.26848105,0
0.17,-0.139294264,0.49,0.12,0.38,0.05,16.52722517,0
0.03,-0.037701759,0.33,0.31,0.37,0.22,16.59153001,0
0.09,-0.144588872,0.48,0.09,0.83,0.44,17.49286371,0
0.11,-0.136025111,0.73,0.13,0.25,0.17,17.28777367,0
0.1,-0.139223196,0.69,0.11,0.47,0.25,17.3205906,0
0.01,-0.14465994,0.85,0.49,0.01,0.06,17.55591102,0
0.05,-0.139614073,0.77,0.26,1.34,0.09,20.06961066,0
0.15,-0.061598562,0.18,0.65,0.23,0.64,18.80204173,0
0.06,-0.149421534,0.79,0.61,0.26,0.12,17.47031864,0
0.11,-0.099655775,0.35,0.25,0.42,0.61,17.17015515,0
0.17,-0.146507723,0.81,0.09,0.3,0.14,16.23887083,0
0.11,-0.145459462,0.75,0.04,0.33,0.19,16.28248437,0
0.05,-0.142972062,0.43,0.04,0.17,0.02,16.21627816,0
0.08,-0.119928082,0.71,0.18,0.6,0.21,16.33504639,0
0.51,-0.154360799,0.73,0,0.17,-0.05,17.16866651,0
0.03,-0.142883227,0.8,0.41,0.38,0.18,16.53089546,0
0.05,-0.144286831,0.65,0.12,0.3,0.29,16.77699729,0
0.02,-0.137695222,0.79,0.03,1.16,0.15,16.52824995,0
0.35,-0.14503305,0.78,0.05,0.27,0.13,16.54845647,0
0.02,-0.144890913,0.77,0.13,0.6,0.11,16.24739321,0
0.01,-0.150452028,0.94,0.29,0.62,-0.26,16.46710786,0
0.04,0.737851661,0.62,0.68,0.47,0.34,16.39415744,0
0.26,-0.142439048,0.39,0.29,0.2,0.1,17.19391583,0
0.15,0.054172121,0.21,0.41,0.27,0.36,17.76337318,0
0.13,-0.186288349,0.26,0.64,0.61,0.71,17.09141071,0
0.1,-0.139454169,0.42,0.09,0.67,0.33,16.46953349,0
0.04,-0.120692069,0.63,0.16,0.51,0.18,16.36888449,0
0.33,-0.146703162,0.8,0.52,0.2,0.06,17.29763546,0
0.09,0.166584815,0.13,0.67,0.33,0.58,18.15912336,0
0.26,-0.127052705,0.17,0.12,0.35,0.43,16.79305804,0
0.19,-0.137926194,0.64,0.04,0.15,0.07,18.91801506,0
0.19,-0.146703162,0.68,0.04,0.62,0.12,16.50610957,0
0.07,-0.126484156,0.58,0.02,0.27,0.32,17.6070188,0
0.32,-0.138565812,0.71,0.09,0.46,0.25,15.90241047,0
0.21,-0.14615238,0.76,0.04,0.25,0.1,18.49656928,0
0.03,-0.140573498,0.6,0.01,0.26,-0.01,17.67416532,0
0.12,-0.148000163,0.74,0.14,0.57,0.15,16.8976283,0
0.14,-0.12975331,0.51,0.03,0.5,0.43,17.44842802,0
0.08,-0.14465994,0.33,0.27,0.74,0.63,16.93461444,0
0.09,-0.14037806,0.74,0.8,0.05,0.14,16.61366706,0
0.13,-0.151038344,1.15,0.37,0.1,-0.46,16.33350803,0
0.11,-0.100970544,0.36,0.18,0.7,0.22,21.5514269,0
0.03,-0.139418634,0.34,0.16,0.44,0.56,16.51494145,0
0.2,-0.146703162,0.61,0.35,0.14,-0.01,18.33152137,0
0.14,-0.137375413,0.45,0.57,0.35,0.27,17.39538121,0
0.14,-0.117440682,0.82,0.22,0.3,0.07,16.00400245,0
0.08,-0.13273819,0.66,0.13,0.78,0.3,16.22035237,0
0.07,-0.138281537,0.9,0.08,0.94,0.07,16.36830916,0
0.03,-0.142794391,0.72,0.07,0.3,0.19,16.67589402,0
0.2,-0.143362939,0.59,0.03,0.6,0.39,18.17912311,0
0.24,0.247905013,0.22,0.38,0.31,-0.12,17.09892552,0
0.04,-0.153881086,0.33,0.63,0.22,0.47,16.15195703,0
0.18,-0.14863978,0.63,0.68,0.1,-0.18,16.30338721,0
0.08,-0.14752045,0.63,0.12,0.46,0.01,21.002501,0
0.24,-0.144322365,0.7,0.18,0.29,0.14,17.58376797,0
0.08,-0.136469289,0.68,0.01,0.97,0.27,16.44661312,0
0.19,-0.142137007,0.71,0.02,0.48,0.18,16.26009457,0
0.16,-0.14465994,0.17,0.52,0.29,0.18,16.86777107,0
0.36,-0.125666868,0.11,0.23,0.32,0.31,16.57809705,0
0.43,-0.123765784,0.49,0.18,0.42,-0.09,15.94969191,0
0,-0.110280525,0.28,0.16,1.28,0.63,16.65873032,0
0.49,-0.144588872,0.69,0.11,0.86,0.27,18.02347659,0
0.07,-0.138174934,0.41,0.11,0.6,0.25,17.897537,0
0.1,0.334697491,0.24,0.34,0.32,0.74,17.79234401,0
0.54,-0.152068838,0.54,0.07,-0.12,-0.19,16.75096997,0
0.03,-0.139649607,0.76,0.04,0.54,0.18,17.76769126,0
0.1,0.979786803,0.15,0.52,0.37,0.55,20.2591608,0
0.04,-0.142083705,0.6,0.13,0.93,0.34,16.35206835,0
0.03,-0.137979496,0.75,0.12,0.75,0.19,16.67390357,0
0.2,-0.14465994,0.17,0.28,0.54,0.22,16.88397848,0
0.13,-0.143345172,0.82,0.07,0.12,0.15,17.21384648,0
0.04,0.243996243,0.46,0.51,0.66,0.46,16.31349614,0
0.12,-0.081195717,0.36,0,0.99,0.37,17.47217907,0
0.05,-0.121971303,0.43,0.4,0.41,0.47,16.09638078,0
0.08,-0.146099079,0.81,0.22,0.26,0.13,16.66825602,0
0.3,-0.143043131,0.68,0.12,0.37,0.22,17.43881968,0
0.1,-0.145601599,0.73,0.1,0.31,0.13,15.98402171,0
0.05,-0.140271457,0.67,0.15,0.34,0.15,17.23590597,0
0,-0.154485169,0.28,0.8,-0.02,0.53,15.98792432,0
0.13,-0.135243356,0.8,0.4,0.38,0.11,16.9012019,0
0.11,-0.144748776,0.77,0.1,0.32,0.11,17.64626145,0
0.05,-0.11975041,0.35,0.2,0.48,0.36,16.59930445,0
0.28,-0.146347819,0.93,0.16,0.49,-0.03,16.08203771,0
0.05,0.593333746,0.57,0,1.01,0.37,15.93123111,0
0.12,-0.146134613,0.53,0.2,0.46,0.12,16.42441143,0
0.15,-0.1544141,0.9,0.25,-0.12,0.01,16.26489866,0
0.43,-0.144215762,0.75,0.01,0.24,0.15,15.94502204,0
0.09,-0.144819845,0.75,0.04,0.43,0.21,16.59205756,0
0.01,0.910654862,0.18,0.59,1.18,0.55,15.93116879,0
0.01,-0.1243521,0.83,0.39,0.26,0.05,16.48128577,0
0.03,-0.163599712,0.78,0.3,0.03,0.1,17.34490858,0
0.15,-0.146312284,0.86,0.01,0.31,0.1,16.18289489,0
0.02,-0.14465994,0.26,0.34,0.01,0,17.60779475,0
0.06,-0.14465994,0.36,0.54,0.33,0.52,17.79288188,0
0.06,-0.113034432,0.45,0.59,0.21,0.51,18.63519081,0
0.25,-0.126182115,0.63,0.11,0.3,0.29,16.18092819,0
0,2.178908836,0.36,0.24,0.46,0.32,17.33749863,0
0.05,-0.143540611,0.86,0.01,1.85,-0.01,16.55154901,0
0.62,-0.142652254,0.52,0.03,0.2,-0.19,16.71078865,0
0.2,-0.14112428,0.67,0.09,0.34,0.22,16.89369359,0
0.01,-0.126253184,0.74,0.09,0.72,0.24,17.45449337,0
0.08,-0.120478863,0.28,0.27,0.5,0.47,19.02828151,0
0.04,0.576810306,0.51,0.83,0.42,0.44,16.34758502,0
0.08,-0.096280019,0.49,0.23,0.37,0.48,16.7692172,0
0.21,-0.145548297,0.39,0.06,0.29,0.36,16.55200101,0
0.12,-0.14727171,0.72,0.07,0.55,-0.05,18.73308913,0
0.1,-0.145192955,0.74,0.15,0.3,0.15,15.98310182,0
0.05,-0.091820467,0.48,0.38,0.2,0.27,18.05171962,0
0.07,-0.019739181,0.09,0.64,0.43,0.46,17.1005098,0
0.17,-0.109143428,0.29,0.49,0.19,0.58,15.92401576,0
0.16,-0.156723828,0.21,0.32,0.04,0.4,16.50201021,0
0.18,-0.144126926,0.77,0.1,0.47,0.1,16.28763452,0
0.1,-0.142581185,0.72,0.27,0.37,0.2,17.03029274,0
0.16,-0.134195095,0.51,0.1,0.25,0.29,17.61454946,0
0.16,1.065602089,0.07,0.42,0.22,0.58,17.15415582,0
0.06,-0.131689928,0.48,0.3,0.57,0.2,16.10480928,0
0.21,-0.145121886,0.88,0.1,1.9,0.11,17.20863669,0
0.15,-0.14465994,0.16,0.51,0.14,0.61,17.05862683,0
0.32,-0.110849073,0.43,0.12,0.65,0.33,16.48648756,0
0.08,-0.13074827,0.81,0.3,0.41,0,16.54332443,0
0.05,-0.118986423,0.48,0.19,0.13,0.43,16.32701435,0
0.37,-0.145104119,0.53,0.02,0.37,0.04,15.91065036,0
0.08,-0.131512257,0.67,0.74,0.38,-0.06,16.14805767,0
