Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,budo_indx
0.08,-0.134052958,0.69,0.08,0.29,0.28,16.31720664,0
0.12,-0.145761503,0.96,0.06,0.33,-0.02,16.06916535,0
0.16,-0.142936528,0.51,0.42,0.24,0.26,17.77274006,0
0.21,-0.145832572,0.82,0.04,0.41,0.09,16.1550991,0
0.06,-0.126182115,0.66,0.19,0.87,0.18,16.71265709,0
0.25,-0.151606892,0.87,0.04,0.17,-0.35,17.1768536,0
0.1,-0.134479369,0.49,0.03,0.24,0.35,17.17752114,0
0.05,-0.142421281,0.61,0.12,0.54,0.17,18.39946344,0
0.02,-0.145939175,0.87,0.12,0.33,0.05,18.37114607,0
0.14,-0.129682242,0.73,0.07,0.27,0.04,16.31592386,0
0.06,-0.14465994,0.15,0.47,0.53,0.6,16.59921144,0
0.1,-0.144411201,0.5,0.11,0.47,0.42,16.21215669,0
0.15,-0.158589378,0.92,0,0.01,0.05,17.02750814,0
0.2,-0.137606386,0.6,0.15,0.39,0.26,17.27463509,0
0.02,-0.138068332,0.35,0.79,0.2,0.36,17.82598741,0
0.09,-0.143345172,0.49,0.07,0.27,0.24,18.15123558,0
0.21,-0.14478431,0.9,0.06,0.48,-0.02,16.3915263,0
0.36,-0.147929094,0.63,0,0.15,0.24,19.02558953,0
0,0.004957144,0.21,0.42,0.42,0.75,16.18165263,0
0.14,-0.148053464,0.73,0.04,0.35,0.03,17.00147568,0
0.22,-0.147360546,0.68,0.01,0.32,0.03,16.3243025,0
0.03,-0.148941821,0.92,0.13,0.45,-0.05,16.24771819,0
0.07,-0.14627675,0.61,0.06,0.49,-0.07,15.9953907,0
0.06,-0.126004444,0.56,0.33,0.41,0.26,16.8958651,0
0.08,-0.142101472,0.81,0.01,0.31,-0.04,15.97536816,0
0.02,-0.053443445,0.58,0.37,0.58,0.32,16.72822572,0
0.02,-0.13801503,0.8,0.06,0.52,0.05,15.95004072,0
0.12,-0.134337232,0.37,0.13,0.21,0.2,17.30660988,0
0.2,-0.131832066,0.71,0.18,0.54,0.23,16.63753364,0
0.1,-0.132684888,0.58,0.03,0.57,0.17,16.7275228,0
0.11,-0.133164601,0.54,0.34,0.29,0.44,18.82508418,0
0.42,-0.14112428,0.7,0.04,0.55,0.17,16.09146662,0
0.1,-0.137126673,0.71,0.05,0.28,0.25,16.25268458,0
0.36,-0.141532924,0.46,0.05,0.36,0.09,17.75748198,0
0.02,-0.130304092,0.58,0.03,0.86,0.28,16.11519425,0
0.12,-0.14465994,0.1,0.65,0.34,0.66,17.45853739,0
0.05,-0.149439301,1.22,0,0.56,-0.36,16.24005599,0
0.07,-0.132898094,0.71,0.09,0.88,0.18,16.18182922,0
0.08,-0.129451269,0.49,0.13,1.38,0.47,16.14883114,0
0.14,-0.142225842,0.69,0.63,1.04,0.19,17.59777889,0
0.12,-0.143558378,0.73,0.04,0.35,0.15,17.41476963,0
0.29,-0.147129573,0.76,0.04,0.25,0.02,16.02661656,0
0.04,-0.1406268,0.75,0.08,0.3,0.19,17.31482185,0
0.09,-0.135687535,0.72,0.09,0.37,0.21,16.80947858,0
0.03,-0.089048793,0.2,0.24,1.21,0.78,17.69436121,0
0.02,-0.094254565,0.56,0.5,0.14,0.38,16.44768526,0
0.12,18.51353746,0.21,0.25,0.4,0.72,18.96948093,0
0.35,-0.154645073,0.87,0,0.06,-0.08,15.89648218,0
0.06,-0.054633843,0.35,0.29,0.37,0.58,16.06318403,0
0.02,-0.134088492,0.33,0.54,0.34,0.65,17.47060202,0
0.24,-0.14465994,0.16,0.16,0.4,0.27,18.22439245,0
0.09,-0.142670021,0.82,0.03,0.35,0.08,16.0563245,0
0.02,-0.112323746,0.48,0.39,0.5,0.51,16.94310737,0
0.16,0.912751385,0.33,0.21,0.76,0.44,16.13599883,0
0.02,-0.077358015,0.42,0.6,0.72,0.51,17.83102682,0
0.05,-0.129451269,0.55,0.13,0.92,0.37,18.64347651,0
0.1,-0.014409039,0.49,0.44,0.37,0.2,16.96016254,0
0.02,-0.133768684,0.54,0.2,0.73,0.27,16.2002901,0
0.14,-0.098003431,0.2,0.22,0.65,0.61,20.70607031,0
0.12,-0.155444594,0.63,0.23,0.12,0.32,16.71880106,0
0.64,-0.147005203,0.67,0.04,0.18,0.02,17.88151717,0
0.14,6.659141878,0.08,0.26,0.67,0.52,16.55655011,0
0.11,-0.14465994,0.17,0.55,0.52,0.51,16.72809239,0
0.1,-0.14465994,0.15,0.39,0.64,0.33,17.51091018,0
0.13,-0.143256336,0.68,0.25,0.31,0.16,18.24574939,0
0.07,-0.141568458,0.6,0,1.21,0.18,17.84750086,0
0.06,0.053212696,0.25,0.59,1.04,0.62,24.39202883,0
0.14,-0.101698996,0.34,0.21,1.7,0.51,17.53774613,0
0.13,-0.126839499,0.47,0.3,0.55,0.5,16.33592712,0
0.23,-0.120905275,0.61,0.12,0.28,0.24,16.12232629,0
0.06,0.051116173,0.2,0.26,0.32,0.23,18.47304836,0
0.13,-0.147591519,0.78,0.1,0.49,0.09,16.50745611,0
0.04,-0.14465994,0.2,0.38,0.35,0.71,17.62224065,0
0.18,-0.14776919,0.77,0.02,0.18,0.11,17.91728943,0
0.05,-0.115326393,0.7,0.34,0.92,0.2,16.60320197,0
0.09,-0.143842652,0.62,0.23,1.62,0.03,19.4612909,0
0.15,-0.130321859,0.26,0.21,0.77,0.12,15.92326425,0
0.19,2.718923283,0.1,0.79,0.13,0.81,17.01452101,0
0.2,-0.143789351,0.6,0.1,0.28,0.2,17.19103294,0
0.06,-0.129095926,0.51,0.09,0.69,0.28,16.41924658,0
0.12,-0.14863978,0.89,0.26,0.51,-0.07,16.017134,0
0.08,-0.137428715,0.46,0.1,0.67,0.17,16.33371432,0
0.29,-0.143167501,0.94,0.01,0.17,0.02,16.44330549,0
0.07,-0.14465994,0.62,0.48,0.6,0.32,15.94039608,0
0.12,-0.146081312,0.66,0.03,0.39,0.04,16.68620764,0
0.07,0.335194971,0.2,0.48,0.9,0.72,16.99329089,0
0.08,-0.14465994,0.25,0.11,0.57,0.54,18.13994559,0
0.14,-0.140520197,0.38,0.4,0.32,0.04,16.23931331,0
0.01,-0.106549426,0.49,0.04,1.73,0.41,16.46034467,0
0.17,-0.147467149,0.65,0.05,0.23,0.06,16.62315182,0
0.03,7.360801763,0.33,0.3,0.54,0.66,17.89388975,0
0.13,-0.14199487,0.64,0.12,1.63,0,15.93184185,0
0.02,-0.115397461,0.59,0.13,0.75,0.22,16.35056748,0
0.76,6.781895046,0.68,0.44,0.18,0.32,16.36787101,0
0.04,-0.14465994,0.27,0.15,0.37,0.46,16.27030167,0
0.12,-0.142261377,0.76,0.51,0.52,0.19,16.14455353,0
0.02,-0.129024857,0.58,0.26,0.32,0.34,17.45138673,0
0.05,-0.121189549,0.57,0.15,0.78,0.42,15.96427805,0
0.11,-0.14528179,0.71,0.2,0.22,0.07,16.8968696,0
0.01,-0.157754323,0.4,0.64,-0.04,0.23,16.95113803,0
0.06,-0.143682748,0.94,0.01,0.5,0.03,15.94864605,0
0.13,-0.153507976,1.11,0,0.03,-0.26,16.12488306,0
0.04,0.019792706,0.27,0.66,0.34,0.47,18.26060572,0
0.23,-0.132720423,0.75,0.01,0.55,0.12,16.33859876,0
0.37,-0.142137007,0.75,0,0.26,-0.02,16.27718671,0
0,-0.143558378,0.76,0.1,0.57,0.17,16.43359331,0
0.12,-0.133875287,0.7,0.33,0.34,0.25,18.78865623,0
0.13,-0.136966769,0.58,0.28,0.37,0.33,16.43109709,0
0.06,-0.125915608,0.65,0.08,0.69,0.26,15.973305,0
0.04,-0.143380706,0.6,0.25,0.25,0.19,22.31375575,0
0.11,-0.148550944,0.82,0.7,0.37,0.02,17.24162544,0
0.15,-0.145477229,0.72,0.23,0.3,0.13,15.99539692,0
0.03,0.080467488,0.48,0.38,0.89,0.47,17.51002965,0
0.37,-0.148924054,0.49,0.15,0.36,0.11,17.82148883,0
0.01,-0.14112428,0.65,0.11,0.43,0.14,18.09920735,0
0.13,-0.13639822,0.87,0,1,0,17.4535529,0
0.05,-0.141888267,0.67,0.06,0.35,0.29,18.02076754,0
0.09,-0.136042878,0.48,0.16,0.47,0.16,16.96875777,0
0.07,-0.145850339,0.9,0.15,0.49,-0.06,16.72781671,0
0.16,-0.135243356,0.69,0.12,0.85,0.19,17.05670748,0
0.07,-0.14075117,0.51,0.08,0.36,0.19,21.53856782,0
0.21,-0.142900994,0.74,0.09,0.38,0.12,16.87834511,0
0.12,-0.034734647,0.22,0.21,0.41,0.47,17.8360974,0
0.07,-0.144073625,0.7,0.02,0.36,0.07,16.58563982,0
0.18,-0.14162176,0.43,0.11,0.34,0.35,16.76037266,0
0.03,-0.151713495,0.73,0.14,0.25,0.18,17.48383273,0
0.16,-0.145121886,0.47,0.1,0.22,0.24,18.53106745,0
0.01,-0.01371612,0.65,0.4,0.45,0.33,17.76747144,0
0.26,-0.147325011,0.75,0.05,0.59,0.04,16.53690315,0
0.12,-0.136131713,0.94,0,0.58,-0.1,19.07523062,0
0.03,-0.099975584,0.31,0.52,0.43,0.48,18.2216824,0
0.21,-0.148426574,0.74,0.42,0.43,0.01,15.9089694,0
0.22,-0.146223449,0.96,0.05,0.21,-0.03,17.17246468,0
0.41,-0.17783119,0.13,0.01,0.14,0.37,16.59598591,0
0.25,-0.148799684,0.73,0.17,0.08,0.22,17.3728398,0
0.52,-0.145708202,0.69,0.02,0.24,0.18,16.35032381,0
0.02,-0.122042372,0.41,0.2,0.39,0.47,20.14631651,0
0.13,-0.142510117,0.73,0.03,0.39,0.16,18.22485922,0
0.13,-0.141426321,0.41,0.47,0.23,0.2,16.76180371,0
0.08,-0.123463743,0.45,0.26,0.63,0.1,18.36177057,0
0.04,-0.146809764,0.7,0.13,0.39,0.29,16.35496568,0
0.04,-0.139489703,0.53,0.16,0.47,0.35,16.30018977,0
0.32,-0.142474582,0.71,0.02,0.45,0.19,16.12929253,0
0.12,-0.140520197,0.71,0.26,0.79,0.12,16.01743142,0
0.14,-0.142350212,0.69,0.01,0.49,-0.02,16.1152118,0
0.17,-0.14752045,0.57,0.35,0.27,0.28,15.92496784,0
0.28,-0.138423674,0.82,0.05,0.17,0.13,17.27655271,0
0.3,-0.150043384,0.49,0.22,0.16,-0.23,16.53173546,0
0.03,-0.005969647,0.76,0.09,1.28,0.22,16.6436967,0
0.04,-0.078797153,0.46,0.04,0.36,0.29,18.99320147,0
0.06,-0.12086974,0.48,0.1,0.59,0.26,17.43007487,0
0.14,-0.14851541,0.7,0.11,-0.03,-0.12,16.06661276,0
0.13,-0.040047021,0.21,0.63,0.24,0.53,17.62366334,0
0.34,-0.162196107,0.76,0.37,-0.11,-0.44,17.05563408,0
0.11,-0.100952777,0.24,0.19,0.58,0.6,16.50063612,0
0.09,-0.156119746,0.81,0.28,0,-0.06,17.39180762,0
0.01,-0.134479369,0.61,0.27,0.23,0.23,17.15861488,0
0.07,-0.147342779,0.98,0.02,0.11,0.06,16.46532525,0
0.14,-0.112696856,0.37,0.37,0.35,0.55,17.5476632,0
0.07,-0.146703162,0.64,0.02,0.19,-0.04,16.56619941,0
0.12,-0.144109159,0.83,0.19,0.59,-0.08,16.346342,0
0.24,-0.13714444,0.43,0.29,1.27,0.51,17.26933328,0
0.23,-0.134959082,0.44,0.33,0.2,0.33,16.14838225,0
0.13,-0.122753057,0.61,0.28,0.45,0.36,16.83806887,0
0.08,-0.082723691,0.22,0.12,1.41,0.35,18.57333129,0
0.14,-0.142563418,0.89,0.01,0.26,0.06,16.04155936,0
0.07,-0.14465994,0.16,0.63,0.5,0.62,19.62665936,0
0.12,-0.147502683,0.5,0.24,0.37,0.24,16.01853153,0
0.35,-0.150114452,0.98,0.01,0.42,-0.13,16.51167338,0
0.14,-0.14050243,0.58,0.1,0.5,0.29,18.53103348,0
0.11,-0.135278891,0.59,0.05,0.41,0.23,18.36162364,0
0.25,-0.112554719,0.35,0.11,0.48,0.64,16.92316244,0
0.01,-0.127710089,0.57,0.22,0.44,0.37,16.31277298,0
0.16,-0.022759594,0.27,0.12,0.82,0.43,17.37544588,0
0.05,-0.13801503,0.59,0.16,0.5,0.31,16.1585313,0
0.03,0.042410275,0.15,0.69,0.33,0.81,16.05880828,0
0.03,-0.109267798,0.66,0.17,1.17,0.23,15.98178153,0
0.04,-0.134319465,0.6,0.29,0.61,0.3,16.74932881,0
0.11,0.391889914,0.56,0.39,0.46,0.15,18.14095179,0
0.04,-0.117813792,0.63,0.03,0.52,0.29,17.19067182,0
0.12,-0.133893054,0.38,0.08,0.42,0.29,18.22359412,0
0.08,-0.13702007,0.94,0.04,0.41,0.01,16.56175338,0
0.09,-0.140093786,0.66,0.18,0.34,0.06,15.92353008,0
0.07,-0.123748017,0.48,0.47,0.83,0.28,19.20022269,0
0.1,-0.137730756,0.57,0.01,0.2,0.15,19.71926905,0
0.07,-0.141479622,0.67,0.11,0.38,0.1,17.6627252,0
0.15,-0.054918117,0.4,0.23,0.54,0.57,17.65266996,0
0.02,-0.146134613,0.79,0.17,0.51,0.12,16.21536654,0
0.08,-0.04614115,0.42,0.35,0.41,0.37,17.76133895,0
0.18,-0.148604246,0.9,0.11,0.35,0,15.91339842,0
0.28,-0.143949255,0.78,0.01,0.37,0.03,17.04238804,0
0.05,-0.14839104,0.87,0.38,0.12,0.04,16.94315767,0
0.14,-0.117369614,0.45,0.32,0.55,0.18,16.71711571,0
0.32,-0.144251296,0.74,0.06,0.24,0.08,16.57557278,0
0.19,-0.133040231,0.21,0.08,0.11,0.02,16.73206044,0
0.03,-0.111097813,0.56,0.72,0.61,0.32,16.14936687,0
0.04,0.121847157,0.4,0.38,0.8,0.55,17.62639233,0
0.03,-0.14465994,0.17,0.75,0.35,0.79,16.26327074,0
0.27,0.06827923,0.4,0.41,0.06,0.56,18.09678605,0
0.01,-0.118098066,0.65,0.22,0.6,0.22,16.09649023,0
0.17,-0.145050818,0.69,0.18,0.38,0.06,16.85729783,0
0.35,-0.105661069,0.49,0.13,0.59,0.49,17.01381095,0
0.01,-0.103688916,0.57,0.6,0.53,0.4,16.40029934,0
0.13,-0.151820098,0.81,0.08,0.2,0.01,16.25519684,0
0,-0.14465994,0.65,0.41,0.2,0.3,16.56192848,0
0.13,-0.122895194,0.53,0.03,0.55,0.29,16.28920837,0
0.11,-0.140928841,0.47,0.08,0.56,0.17,17.85642094,0
0.14,-0.134301698,0.54,0.19,0.8,0.25,16.04792519,0
0.15,-0.144961982,0.69,0.1,0.27,0.06,17.17358009,0
0.06,-0.14465994,0.37,0.8,0.47,0.62,16.08236909,0
0.23,-0.143753816,0.53,0.04,0.35,0.2,17.03075652,0
0.47,-0.135563165,0.29,0.3,0.76,0.1,15.89521756,0
0.08,-0.137784057,0.54,0.29,1.09,0.37,16.43863789,0
0.06,-0.150309891,0.83,0.11,0.65,0.06,16.80458899,0
0.62,-0.148479876,0.66,0.01,0.14,0.3,16.0490136,0
0.05,-0.133288971,0.61,0.25,1.37,0.34,16.15476118,0
0.1,-0.140076018,0.79,0.06,0.44,0.11,15.91933686,0
0.13,-0.131938668,0.53,0.08,0.56,0.28,16.72537825,0
0.04,-0.143700515,0.68,0.14,0.88,0.15,16.24203499,0
0.2,-0.149066191,0.62,0.1,0.12,0.29,18.11436669,0
0.14,-0.136256083,0.44,0.07,0.29,0.49,17.69578344,0
0.03,-0.126324252,0.6,0.24,0.38,0.34,16.47110939,0
0.63,-0.150825138,1,0.28,0.06,-0.04,16.96873403,0
0.06,5.002480461,0.08,0.78,0.27,0.72,16.28396986,0
0.01,-0.072738559,0.58,0.09,0.48,0.18,16.6353479,0
0.15,-0.143185268,0.72,0.18,0.46,0.1,15.91869182,0
0.03,-0.117867094,0.67,0.24,0.42,0.09,15.91861821,0
0.12,-0.141461855,0.72,0.46,0.39,0.15,17.07384645,0
0.16,-0.124778511,0.42,0,0.43,0.47,18.67412532,0
0.09,-0.039904884,0.5,0.15,1.99,0.32,16.39235671,0
0.07,-0.14465994,0.22,0.37,0.48,0.58,18.78706268,0
0.13,-0.024909418,0.41,0.49,1.05,0.58,16.41451338,0
0.18,-0.157487815,0.16,0.25,0.79,0.33,18.908728,0
0.06,-0.147094039,0.87,0.06,0.41,0.04,16.33384199,0
0.32,-0.14764482,0.77,0.03,0.21,-0.04,16.55845591,0
0.12,-0.143025364,0.34,0.08,0.61,0.35,18.36485456,0
0.16,-0.142741089,1,0.03,0.35,-0.11,15.95717004,0
0.23,-0.139845046,0.82,0.02,1.36,0.14,16.58916371,0
0.16,-0.142847692,0.51,0.18,0.23,0.03,17.31101007,0
0.15,-0.060639136,0.17,0.29,0.33,0.8,16.94802111,0
0.18,-0.145548297,0.74,0.16,0.49,0.04,16.93067047,0
0.13,0.209527992,0.26,0.34,0.47,0.35,20.36982808,0
0.12,-0.127639021,0.47,0.13,0.45,0.16,16.04980193,0
0.08,-0.135065685,0.7,0.09,0.68,0.2,16.15985621,0
0.1,0.913177796,0.14,0.57,0.25,0.15,16.75898939,0
0.13,0.043209796,0.42,0.41,0.96,0.53,16.17195779,0
0.21,-0.115148721,0.41,0.01,0.65,0.58,16.36614635,0
0.23,-0.145619366,0.74,0.05,0.23,0.17,17.79018887,0
0.14,-0.142847692,0.69,0.13,0.54,0.21,16.07464458,0
0.12,-0.141888267,0.63,0.02,0.27,0.12,18.77736155,0
0.13,-0.146507723,0.71,0.02,0.25,0.15,18.09864964,0
0.08,-0.143789351,0.76,0.03,0.73,-0.01,16.57853797,0
0.02,-0.129966516,0.48,0.79,0.56,0.5,16.03850262,0
0.38,-0.150842905,0.63,0.07,0.19,0.26,15.97557864,0
0.15,0.259631326,0.15,0.2,0.76,0.75,17.39000448,0
0.08,-0.120425562,0.29,0.5,0.35,0.42,17.18634055,0
0.03,-0.141923801,0.72,0.1,0.1,0.01,17.15053024,0
0.04,-0.149457068,0.51,0.3,0.3,0.28,18.02239811,0
0.12,-0.126430855,0.61,0.01,0.34,-0.1,16.60292207,0
0.09,0.144606863,0.16,0.35,0.11,0.25,19.7335474,0
0.04,-0.106016411,0.31,0.44,0.5,0.47,16.70550825,0
0.08,-0.142492349,0.72,0.39,0.19,-0.11,16.69740739,0
0.03,-0.136735796,0.49,0.3,0.67,0,16.43717457,0
0.06,-0.143416241,0.44,0.04,0.9,0.13,16.38092081,0
0.29,-0.141195348,0.8,0.03,0.2,0.05,16.83033192,0
0.37,-0.143469542,0.92,0,0.17,0.03,16.74074724,0
0.08,-0.147129573,0.67,0.39,0.14,0.02,18.52798765,0
0.12,-0.13639822,0.83,0.08,0.29,0.11,17.24909162,0
0.01,-0.136149481,0.74,0.19,0.7,0.25,16.48302164,0
0.38,-0.149670274,0.67,0.06,0.12,0.04,16.95890997,0
0.11,-0.086934503,0.66,0.08,1.92,0.22,16.35151249,0
0.12,-0.13298693,0.4,0,0.77,-0.02,18.96373248,0
0.07,-0.145512763,0.41,0.68,0.44,0.57,16.797276,0
0.06,-0.137677455,0.41,0.55,0.32,0.56,16.23167395,0
0.06,-0.112057239,0.5,0.33,1.56,0.45,17.46836599,0
0.29,-0.088515779,0.17,0.26,0.62,0.78,17.70134138,0
0.07,-0.147058504,0.88,0.22,1.52,0.09,16.78195387,0
0.67,-0.149083958,0.66,0.02,0.12,0.03,17.86235265,0
0.32,-0.149670274,0.47,0.07,0.37,0.11,17.06386227,0
0.17,-0.054083062,0.3,0.46,0.57,0.22,16.9350617,0
0.08,-0.140520197,0.51,0.23,0.56,0.2,16.00252676,0
0.15,-0.140271457,0.82,0.01,0.37,-0.04,16.89629627,0
0.1,-0.141319718,0.58,0.26,0.22,0.32,18.37276689,0
0.13,-0.125897841,0.6,0.02,0.37,0.38,16.6073932,0
0.14,-0.131778764,0.31,0.1,0.29,0.67,16.32845916,0
0.09,-0.123179468,0.42,0.23,0.99,0.22,21.34477819,0
0.11,-0.14577927,0.83,0.02,0.25,0.1,16.34163368,0
0.4,-0.144233529,0.32,0.19,0.4,0.4,18.76847047,0
0.01,-0.120052452,0.92,0.6,0.99,0.03,16.06892967,0
0.04,-0.145743736,0.83,0.09,0.45,0.08,16.64117222,0
0.23,-0.145388393,0.71,0.01,0.23,0.08,16.05345707,0
0.06,-0.130019817,0.58,0.5,0.9,0.32,16.57682989,0
0.02,-0.144695475,0.62,0.07,0.39,0.29,16.5052555,0
0.05,-0.130641667,0.9,0.01,0.1,0.04,16.60988218,0
0.01,-0.117298545,0.72,0.25,0.16,0.19,17.57526572,0
0.19,-0.140609033,0.71,0.11,0.26,0.22,16.49755567,0
0.21,-0.124387634,0.71,0.24,0.4,0.12,17.8708356,0
0.08,-0.142758857,0.76,0.07,0.33,0.14,17.62905204,0
0.14,-0.020947346,0.29,0.12,0.45,0.67,16.76040443,0
0.06,-0.138938921,0.77,0.24,0.4,0.07,16.11721646,0
0.04,-0.13826377,0.63,0.49,0.3,0.2,16.58253508,0
0.01,8.878612982,0.15,0.68,0.18,0.34,16.64219173,0
0.01,-0.106922536,0.6,0.14,0.69,0.29,15.9753331,0
0.04,-0.14752045,0.76,0.22,0.37,0,18.26808108,0
0.07,-0.117422915,0.52,0.27,0.97,0.46,16.4556157,0
0.06,-0.133395574,0.46,0.04,0.55,0.47,16.49093019,0
0.13,-0.134461602,0.33,0.07,0.51,0.39,17.55338061,0
0.1,-0.104257465,0.39,0.34,1.41,0.35,16.23828964,0
0.11,-0.143345172,0.54,0.05,0.31,0.27,17.23013572,0
0.09,-0.145317325,0.81,0.01,0.55,0.11,18.06605614,0
0.2,-0.14602801,0.72,0.16,0.2,0.02,16.39669132,0
0.07,0.668009034,0.24,0.63,0.75,0.74,17.06377636,0
0.26,-0.080040853,0.3,0.19,0.47,0.46,17.42895069,0
0.03,-0.147555984,0.77,0.09,0.14,0,15.94686512,0
0.21,0.077251636,0.72,0.06,0.99,0.24,16.17440358,0
0.03,-0.138956689,0.51,0.58,0.48,0.45,17.8184205,0
0.01,-0.050032154,0.61,0.5,0.58,0.39,16.2619383,0
0.59,-0.151073878,0.5,0.14,0.34,-0.14,17.76569497,0
0.06,-0.14465994,0.1,0.75,0.59,0.11,19.20006406,0
0,-0.143203035,0.72,0.6,0.11,0.26,16.09287835,0
0.19,-0.14727171,0.88,0.02,0.58,0.02,15.9154426,0
0.11,-0.143185268,0.73,0.02,0.13,0.13,16.49562599,0
0.08,-0.124494237,0.56,0.07,0.86,0.12,16.04914453,0
0.29,-0.142598952,0.62,0.18,0.43,0.15,16.04290335,0
0.07,-0.106691563,0.32,0.43,0.88,0.45,19.22713002,0
0,-0.101752298,0.33,0.36,0.7,0.49,16.77858394,0
0.04,-0.122184509,0.59,0.04,0.53,0.22,16.15595939,0
0.18,-0.146489956,0.73,0.08,0.36,0.03,17.22097443,0
0.05,-0.152974962,0.86,0.03,0.8,0,17.41472793,0
0.05,-0.121953536,0.54,0.27,0.19,0.24,17.61579504,0
0.14,-0.155462361,0.64,0.06,0.6,0.13,15.89538188,0
0.07,-0.139454169,0.68,0.03,0.46,0.04,20.00692675,0
0.16,-0.122166741,0.8,0.1,0.12,-0.03,17.11798774,0
0.08,-0.115752804,0.3,0.18,0.76,0.64,15.95155287,0
0.16,-0.134248397,0.51,0,0.69,-0.01,16.52344375,0
0.18,-0.150398727,0.45,0.41,0.08,-0.05,17.77625022,0
0.13,-0.138103866,0.7,0.18,0.39,0.19,17.03112483,0
0.75,-0.150931741,0.91,0.05,0.07,0.04,17.26290245,0
0.11,5.599562961,0.13,0.39,0.64,0.56,17.97715517,0
0.24,-0.145832572,0.8,0.02,0.31,0.16,16.3354545,0
0.09,-0.147449381,0.82,0.18,0.14,0.05,16.02619755,0
0.07,-0.144624406,0.85,0.01,0.45,0.01,16.18352387,0
0.21,0.258103352,0.32,0.36,0.3,0.2,17.26808415,0
0.45,-0.147573751,0.77,0.14,0.23,0,18.36425213,0
0.02,-0.145512763,0.88,0.01,0.64,0.03,16.93523954,0
0.28,-0.150114452,0.81,0.02,0.11,0,16.08415441,0
0.04,-0.14465994,0.16,0.49,0.44,0.73,16.71449253,0
0.06,-0.056801434,0.11,0.32,0.37,0.77,16.85855056,0
0.01,-0.134532671,0.74,0.03,0.25,-0.01,16.42329163,0
0.09,-0.155995376,0.74,0.55,0.17,-0.32,15.90691538,0
0.02,-0.153579045,0.33,0.07,0.22,0.64,16.43436263,0
0.22,-0.130463996,0.86,0.01,0.5,0.09,16.12816518,0
0.02,-0.13975621,0.63,0.28,0.49,0.18,16.7108897,0
0.09,-0.142545651,0.69,0.06,0.47,0.16,16.06598455,0
0.12,-0.15516032,0.4,0.49,0.19,0.54,15.97719972,0
0.05,6.315294421,0.55,0.14,0.27,0.41,16.21514713,0
0.02,-0.128793885,0.57,0.26,0.36,0.28,16.65340575,0
0.04,-0.14652549,0.46,0,0.21,0.02,16.83400685,0
0.05,15.9113977,0.24,0.66,0.46,0.76,17.23425286,0
