,Unnamed: 0,k,year,Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,budo_indx
0,3981,3982,2003,0.16833333333333333,-0.14073784437165227,0.6966666666666667,0.11833333333333335,0.5575,0.12500000000000003,16.40509835551173,0
1,14509,14510,2003,0.05916666666666667,2.353395474212969,0.37916666666666665,0.1791666666666667,0.32833333333333337,0.185,16.770156426038056,0
2,19383,19384,2003,0.1390909090909091,-0.13909074975206942,0.6881818181818182,0.14909090909090908,0.5627272727272727,0.1709090909090909,16.602060342886524,0
3,9335,9336,2003,0.177,-0.1262549603601958,0.661,0.146,0.32999999999999996,0.00599999999999995,16.13268049350714,0
4,1367,1368,2003,0.049166666666666664,-0.0751208358844894,0.5608333333333333,0.08166666666666668,0.5475,0.3458333333333333,16.672240285741545,0
5,11795,11796,2003,0.14272727272727273,-0.13524174119265192,0.6590909090909091,0.21363636363636365,0.4127272727272727,0.24454545454545457,17.083740737732143,0
6,6398,6399,2003,0.1576923076923077,-0.13279149109418933,0.7615384615384616,0.06923076923076923,0.3161538461538462,0.13538461538461535,16.34705348095504,0
7,21267,21268,2003,0.20363636363636362,-0.0881071344864323,0.48454545454545456,0.3481818181818182,0.8518181818181819,0.2827272727272727,16.87657198475817,0
8,17097,17098,2003,0.1125,1.5079861026910009,0.65375,0.28375,0.485,0.17375000000000002,16.926713580355944,0
9,7887,7888,2003,0.08416666666666667,-0.13895816920125717,0.5891666666666666,0.15500000000000003,0.3266666666666667,0.14083333333333334,16.6049020690589,0
10,13433,13434,2003,0.29333333333333333,0.036954282000890806,0.4091666666666667,0.18,0.43,0.38666666666666666,17.580360746804196,0
11,10403,10404,2003,0.147,-0.14178344054913397,0.783,0.10300000000000001,0.892,0.08399999999999999,17.291129965123957,0
12,2768,2769,2003,0.139,-0.12845986240990653,0.548,0.29500000000000004,0.435,0.252,16.874281872716793,0
13,15862,15863,2003,0.08499999999999999,-0.13743937486698826,0.589,0.184,0.47300000000000003,0.221,16.625420816676602,0
14,5301,5302,2003,0.14454545454545453,-0.0712041237544541,0.71,0.1263636363636364,0.4627272727272727,0.01818181818181816,17.22482049522851,0
15,298,299,2003,0.10250000000000001,-0.14294393089735,0.7691666666666667,0.047500000000000014,0.4741666666666667,0.11249999999999999,16.463993776429387,0
16,18216,18217,2003,0.024444444444444463,-0.04020495144745619,0.45111111111111113,0.41000000000000003,0.5911111111111111,0.2811111111111111,17.227165614204154,0
17,8649,8650,2003,0.27636363636363637,-0.13179976165420515,0.7145454545454546,0.11545454545454546,0.4990909090909091,0.015454545454545443,16.67520575300414,0
18,12430,12431,2003,0.08454545454545453,-0.14021815553237718,0.5490909090909091,0.20545454545454547,0.5281818181818182,0.22090909090909092,17.27192416731309,0
19,21755,21756,2003,0.15384615384615385,-0.14491551395601568,0.6984615384615385,0.09769230769230768,0.3853846153846154,0.03846153846153841,16.36665662695841,0
20,20306,20307,2003,0.12666666666666668,-0.1419075144087672,0.6908333333333333,0.26416666666666666,0.6325,0.22666666666666666,16.198346067407947,0
21,7364,7365,2003,0.12333333333333334,-0.13366405507124382,0.45222222222222225,0.26,0.47,0.43777777777777777,16.330575754699797,0
22,2067,2068,2003,0.17416666666666666,-0.13113766649740785,0.45,0.16166666666666668,0.3166666666666667,0.255,16.749217997747934,0
23,11133,11134,2004,0.08,-0.13705398945268818,0.7890909090909091,0.13818181818181818,0.4127272727272727,0.13181818181818183,16.554844093762558,0
24,15140,15141,2003,0.166,-0.06657869118558969,0.532,0.187,0.405,0.247,16.797504901724558,0
25,3377,3378,2003,0.15000000000000002,-0.13553086101310333,0.5545454545454546,0.18454545454545454,0.3463636363636364,0.1709090909090909,16.353940811265897,0
26,4806,4807,2003,0.06363636363636363,-0.13267196669914239,0.6181818181818182,0.2927272727272727,0.5672727272727273,0.19,16.80570030975011,0
27,16162,16163,2003,0.075,-0.14205261271716874,0.66,0.14250000000000002,0.505,0.024999999999999967,18.406159250521426,0
28,9832,9833,2003,0.20625,-0.10638063777513133,0.70875,0.2025,0.7150000000000001,0.1925,17.48739058578095,0
29,18735,18736,2003,0.122,-0.12206546879434718,0.553,0.15,0.644,0.329,16.243457145131256,0
30,17713,17714,2003,0.255,-0.142834366868557,0.605,0.0875,0.55625,0.08124999999999999,16.49921098702065,0
31,5908,5909,2004,0.15785714285714286,-0.12421630797579639,0.6921428571428572,0.19785714285714287,0.6264285714285714,0.19357142857142856,16.69093093415853,0
32,460,461,2003,0.18625,0.41665730735308143,0.30374999999999996,0.43999999999999995,0.30625,0.46499999999999997,16.41302518178763,0
33,6893,6894,2004,0.18,-0.1439457014633145,0.748,0.21300000000000002,0.389,0.03799999999999998,16.090262433544535,0
34,13962,13963,2003,0.126,-0.12337490699792245,0.463,0.085,0.7310000000000001,0.148,18.784845323770252,0
35,20743,20744,2003,0.12454545454545454,-0.12891986981138456,0.6545454545454545,0.1990909090909091,0.3118181818181818,0.2390909090909091,16.47536682913017,0
36,19873,19874,2003,0.133,-0.09717725935651582,0.585,0.10600000000000001,0.393,0.247,17.09305496550092,0
37,13072,13073,2003,0.1688888888888889,-0.14923596604637027,0.5955555555555556,0.12000000000000001,0.3244444444444444,0.14,17.09199087304923,0
38,16616,16617,2003,0.11272727272727273,2.0050444514390406,0.2836363636363637,0.1881818181818182,0.31272727272727274,0.4754545454545454,17.62975602786395,0
