,0
train_ACC,0.8617
train_GEOACC,0.8668477374948844
train_AUROC,0.9281065972222222
test_ACC,0.871
test_GEOACC,0.8668477374948844
test_AUROC,0.9319437500000001
Ths,[0.43022176672469975]
