,fold,train/test,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6,ratio7,target,predict,estm 0 proba 0,estm 0 proba 1,estm 1 proba 0,estm 1 proba 1,estm 10 proba 0,estm 10 proba 1,estm 11 proba 0,estm 11 proba 1,estm 12 proba 0,estm 12 proba 1,estm 13 proba 0,estm 13 proba 1,estm 14 proba 0,estm 14 proba 1,estm 15 proba 0,estm 15 proba 1,estm 16 proba 0,estm 16 proba 1,estm 17 proba 0,estm 17 proba 1,estm 18 proba 0,estm 18 proba 1,estm 19 proba 0,estm 19 proba 1,estm 2 proba 0,estm 2 proba 1,estm 3 proba 0,estm 3 proba 1,estm 4 proba 0,estm 4 proba 1,estm 5 proba 0,estm 5 proba 1,estm 6 proba 0,estm 6 proba 1,estm 7 proba 0,estm 7 proba 1,estm 8 proba 0,estm 8 proba 1,estm 9 proba 0,estm 9 proba 1
0,1,train,0.1291428571428571,-0.0897757227303368,0.6068571428571429,0.1977142857142857,0.4722857142857143,0.2037142857142857,16.561543717125907,0,1,0.5,0.5,0.47812222756210376,0.5218777724378963,0.4630523152753584,0.5369476847246417,0.42976596474843315,0.570234035251567,0.4505450085119078,0.5494549914880923,0.4836254883563691,0.5163745116436308,0.49187954732497974,0.5081204526750203,0.4781491981756477,0.5218508018243524,0.47814422445001303,0.5218557755499871,0.47264482634837124,0.5273551736516289,0.4726396111948592,0.5273603888051408,0.4809019399616468,0.5190980600383533,0.48152697675757683,0.5184730232424231,0.4808850027941809,0.5191149972058191,0.4726182404662138,0.5273817595337862,0.4698420097336186,0.5301579902663814,0.48154342584809556,0.5184565741519045,0.46709436399721205,0.5329056360027881,0.47813267377632196,0.5218673262236782,0.5,0.5
1,1,train,0.1282,-0.0164451527998608,0.644,0.2232,0.423,0.1684,16.898386360781803,0,1,0.5,0.5,0.47811451462335874,0.5218854853766413,0.4630423230291534,0.5369576769708465,0.42974688366973124,0.5702531163302689,0.4505246094278241,0.5494753905721759,0.4836118183061032,0.5163881816938967,0.49187274545251863,0.5081272545474813,0.4781400172516574,0.5218599827483427,0.478134999843962,0.5218650001560381,0.47263322949282,0.52736677050718,0.47262796749200076,0.5273720325079991,0.48089378113563,0.5191062188643699,0.4815135520089355,0.5184864479910646,0.48087794838745457,0.5191220516125455,0.4726079376332276,0.5273920623667726,0.46983046479688567,0.5301695352031145,0.4815290071431096,0.5184709928568905,0.4670814402051628,0.5329185597948373,0.47812397166181086,0.5218760283381892,0.5,0.5
2,1,train,0.06,-0.1747219410322834,0.91,0.15,0.25,-0.47,17.42031724042819,1,1,0.5,0.5,0.478132457229075,0.5218675427709248,0.463060795438265,0.536939204561735,0.4297817403122101,0.57021825968779,0.45056147731077567,0.5494385226892244,0.48363628852936824,0.5163637114706318,0.4918848154362668,0.5081151845637332,0.4781561778147163,0.5218438221852838,0.47815111999393345,0.5218488800060666,0.47265336369614314,0.5273466363038568,0.4726480651926359,0.5273519348073641,0.4809077899748228,0.5190922100251771,0.48154359022284215,0.5184564097771579,0.4808932097647388,0.5191067902352613,0.472629536965998,0.527370463034002,0.4698539926793473,0.5301460073206525,0.48155777221490553,0.5184422277850945,0.4671067359601811,0.532893264039819,0.47814064926276084,0.5218593507372392,0.5,0.5
3,1,train,0.12,-0.1619118332333996,0.33,0.75,0.05,-0.6,17.17609352772608,1,1,0.5,0.5,0.4781260503813066,0.5218739496186934,0.4630543714355269,0.536945628564473,0.4297696394574346,0.5702303605425653,0.45054869833222766,0.5494513016677721,0.4836278188833778,0.5163721811166223,0.49188064512457463,0.5081193548754253,0.4781506091542449,0.5218493908457551,0.47814557878646224,0.521854421213538,0.4726464579535757,0.5273535420464245,0.47264118574717956,0.5273588142528206,0.48090300342367476,0.5190969965763252,0.4815328832217353,0.5184671167782647,0.4808878005838558,0.5191121994161443,0.47262191409534926,0.5273780859046507,0.4698457196929061,0.530154280307094,0.48154768757098354,0.5184523124290165,0.4670978915994117,0.5329021084005884,0.4781348296449816,0.5218651703550186,0.5,0.5
4,1,train,0.1392682926829268,-0.1266319270654577,0.7121951219512196,0.1104878048780487,0.4478048780487805,0.0719512195121951,16.467494144167134,0,1,0.5,0.5,0.47813349798727567,0.5218665020127243,0.46306547589305647,0.5369345241069436,0.4297909673835898,0.5702090326164102,0.45057161616941815,0.5494283838305819,0.4836432462539234,0.5163567537460767,0.49188834989744945,0.5081116501025505,0.47816103605955246,0.5218389639404477,0.4781560797063346,0.5218439202936653,0.4726596867109903,0.5273403132890099,0.4726544924596143,0.5273455075403859,0.4809123428696646,0.5190876571303354,0.48154623324486723,0.5184537667551329,0.48089496564906403,0.5191050343509359,0.4726325832038213,0.5273674167961788,0.4698578775235082,0.5301421224764916,0.48156305890732265,0.5184369410926776,0.4671118164324586,0.5328881835675414,0.4781443164502892,0.5218556835497107,0.5,0.5
5,1,train,0.05,-0.1440380905902968,0.66,0.19,0.32,0.16,16.74459296305476,1,1,0.5,0.5,0.4781228656692812,0.5218771343307188,0.4630523816858278,0.5369476183141721,0.4297660326847639,0.570233967315236,0.45054502529916896,0.5494549747008309,0.48362546635815135,0.5163745336418487,0.4918795222879084,0.5081204777120918,0.47814914941262743,0.5218508505873726,0.4781441620586857,0.5218558379413144,0.47264473289516024,0.5273552671048397,0.4726395039068215,0.5273604960931787,0.48090185636064803,0.519098143639352,0.4815278967304594,0.5184721032695406,0.48088540584818534,0.5191145941518148,0.4726187186148456,0.5273812813851546,0.46984243609434473,0.5301575639056554,0.4815438608585165,0.5184561391414834,0.4670946772609285,0.5329053227390714,0.4781328270519011,0.521867172948099,0.5,0.5
6,1,train,0.0851162790697674,0.0101753114499578,0.7411627906976743,0.2076744186046511,0.4006976744186046,0.157906976744186,16.441462850474828,0,1,0.5,0.5,0.47812949580017716,0.5218705041998231,0.4630610551025776,0.5369389448974223,0.42978259102324085,0.570217408976759,0.4505627233335944,0.5494372766664055,0.48363732390395897,0.5163626760960413,0.4918854186452988,0.508114581354701,0.47815709566940523,0.5218429043305948,0.4781521349891041,0.521847865010896,0.4726547437108719,0.527345256289128,0.47264954397811004,0.5273504560218901,0.4809088845049189,0.5190911154950809,0.48153945701998196,0.5184605429800181,0.4808914929015323,0.5191085070984676,0.4726276218503444,0.5273723781496557,0.4698524249583659,0.5301475750416342,0.4815563549430096,0.5184436450569904,0.46710589075291603,0.5328941092470838,0.4781403793813829,0.5218596206186171,0.5,0.5
7,1,train,0.09,-0.1400404841343344,0.73,0.25,0.39,0.24,16.58169739429184,1,1,0.5,0.5,0.4781251652518904,0.5218748347481095,0.4630556061120289,0.5369443938879712,0.42977220905786984,0.5702277909421303,0.4505516463728035,0.5494483536271962,0.48362991409409967,0.5163700859059002,0.49188173970935667,0.5081182602906433,0.478152146313465,0.521847853686535,0.4781471767117074,0.5218528232882926,0.47264852672960445,0.5273514732703954,0.47264331657614816,0.5273566834238517,0.4809045301206128,0.5190954698793872,0.48153196211898625,0.5184680378810138,0.48088756796902277,0.5191124320309773,0.47262191136474485,0.5273780886352551,0.46984604830747906,0.5301539516925209,0.481548403708022,0.518451596291978,0.4670987738690881,0.5329012261309118,0.47813560417645673,0.5218643958235434,0.5,0.5
8,1,train,0.19,-0.1449619818601192,0.89,0.08,0.43,0.02,16.8839978173701,1,1,0.5,0.5,0.47812973770885075,0.5218702622911494,0.4630596888396238,0.5369403111603762,0.4297798376689251,0.5702201623310748,0.4505596428796509,0.5494403571203492,0.4836351780876651,0.516364821912335,0.49188431584036774,0.5081156841596324,0.4781555680420488,0.5218444319579513,0.478150565101748,0.5218494348982521,0.47265273087664195,0.527347269123358,0.47264748786166594,0.527352512138334,0.48090742176809487,0.5190925782319052,0.4815394630660851,0.5184605369339149,0.4808913042590254,0.5191086957409746,0.4726271023602926,0.5273728976397074,0.46985160605466425,0.5301483939453357,0.48155510269235624,0.5184448973076439,0.4671045878808522,0.5328954121191477,0.47813938408861395,0.5218606159113861,0.5,0.5
9,1,train,0.1,-0.1481778341646934,0.65,0.23,0.15,0.15,16.39605278915321,1,1,0.5,0.5,0.47813555002891545,0.5218644499710844,0.4630680843159854,0.5369319156840147,0.4297959549484547,0.5702040450515454,0.4505769544835588,0.5494230455164412,0.4836468273141421,0.516353172685858,0.49189013433934675,0.5081098656606533,0.4781634507671631,0.5218365492328371,0.478158511387407,0.521841488612593,0.4726627498870928,0.5273372501129072,0.4726575735193719,0.5273424264806281,0.4809145052359907,0.5190854947640092,0.4815497817327101,0.5184502182672898,0.4808968370696638,0.5191031629303362,0.472635310410891,0.5273646895891091,0.4698609237262291,0.530139076273771,0.4815668639516581,0.5184331360483417,0.4671152274334009,0.532884772566599,0.4781466038264409,0.521853396173559,0.5,0.5
