,0
train_ACC,0.8078
train_GEOACC,0.8139256722821808
train_AUROC,0.8823032222222222
test_ACC,0.805
test_GEOACC,0.8139256722821808
test_AUROC,0.8724412500000001
Ths,[0.5287861494521572]
