,0
train_ACC,0.8983
train_GEOACC,0.8897752525216691
train_AUROC,0.9573166666666668
test_ACC,0.89
test_GEOACC,0.8897752525216691
test_AUROC,0.9577249999999999
Ths,[0.5187790272897809]
