,0
0,0.09768285078558275
1,0.08549653726316596
2,0.0842784648618172
3,0.0766651271327418
4,0.05239940566986488
5,0.07317224167856701
6,0.05590977412659855
7,0.05808550919935357
8,0.04760498640905137
9,0.0592235881419219
10,0.05413420163526951
11,0.04366719124740691
12,0.04334203119461501
13,0.04565570124470863
14,0.007104747717761747
15,0.041244723071228104
16,0.031716502366958756
17,0.007409826677562868
18,0.01364551487247586
19,0.021561074703347533
