,0
train_ACC,0.6517
train_GEOACC,0.6806247130394253
train_AUROC,0.6516666666666666
test_ACC,0.6975
test_GEOACC,0.6806247130394253
test_AUROC,0.6974999999999999
Ths,[0.620584195430717]
