,0
train_ACC,0.7837
train_GEOACC,0.7911558000798579
train_AUROC,0.8590109722222223
test_ACC,0.7745
test_GEOACC,0.7911558000798579
test_AUROC,0.8577074999999998
Ths,[0.5323614657813605]
