,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.368789814881075,0.1911756893270081,0.1526222520181186,0.10169105341167066,0.11458896758232529,0.07113222277980238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.20600617437459964,0.0869916322688606,0.055245499662389876,0.0487579782708941,0.036400911642716374,0.07549785011110774,0.03935936776123802,0.06002528700744442,0.055646309813530595,0.027354012019808024,0.00858345108296627,0.01685096090510123,0.014262983925039375,0.03204280177280803,0.030381040109206246,0.03480527119627871,0.04053143532839078,0.051598783262907615,0.03322010257283257,0.04643814691187976
2,0.22508472789193246,0.07919360258667298,0.04877501256928524,0.06763257669170865,0.11383282081255809,0.07668585545765831,0.044165627628379625,0.05307199616707334,0.07092907107738196,0.029783625947499955,0.015182510205241782,0.0339374339361066,0.013485547728590255,0.04778952169668489,0.027693815876713507,0.028714346788862404,0.02404190693764998,0.0,0.0,0.0
3,0.22364371749601208,0.08936132564683756,0.06325224962503764,0.1165585292575057,0.04026761694240846,0.06076001207907093,0.07498006832548966,0.05709032661769597,0.02889987306714177,0.01222879404074847,0.000207132153142761,0.025733488768776083,0.044275356236666216,0.019102968496135818,0.03264576840845234,0.02959092333436304,0.009622991087615355,0.030845663018153776,0.015505329625116493,0.025427865773630005
4,0.21760457056227894,0.09514125908583058,0.09932786949146914,0.06799750604715124,0.051394575990374815,0.09108381561585227,0.046239358091642445,0.04688296945777495,0.020224610310307235,0.05752494390288571,0.01940072980033084,0.058880634429108,0.02711853037899676,0.044478783849482485,0.007672594474358981,0.01789960801108661,0.031127640501068924,0.0,0.0,0.0
5,0.2070611272908556,0.1082931474807552,0.10085401287793397,0.06458907994758509,0.11113470659249614,0.02472983557999933,0.017447423957630246,0.026138975283364545,0.03657219433736192,0.03709913232216433,0.037697128177770364,0.025216709329972248,0.059931266310252355,0.020295428147487433,0.02551364478264745,0.02350122015197873,0.02813501509390109,0.045789952335844,0.0,0.0
6,0.29362147942699046,0.12547849284521728,0.09014148983776805,0.10326055486295449,0.06117507541312721,0.11718095195263485,0.0909717584147548,0.03416516116948036,0.06456235044610238,0.019442685630970076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.18787024746311345,0.0837987135533937,0.040965166911135,0.05488822587589742,0.11632529956269741,0.03955110519843961,0.05608781616631593,0.013440463098153707,0.04692365767918645,0.06344211749080905,0.049976029235713176,0.02122937341778653,0.04830142013835006,0.02695779192222405,0.026590866000780054,0.022798580335361498,0.03929754736163359,0.018792347286714983,0.024172808080808347,0.018590423221486095
8,0.2004660191399303,0.093606540262333,0.09215904970778495,0.03387660845722237,0.06129881833177446,0.08868070574242284,0.06210166509194135,0.032638952135810625,0.02837203506895243,0.03881221699430678,0.022778604525719524,0.05390639787324844,0.03185624134499818,0.002092699757681132,0.03491032003193788,0.03685856568998193,0.004475925895170847,0.04128954783571145,0.01806342890041351,0.021755657212657604
9,0.22089103445774558,0.08999607327005363,0.08609538417618835,0.04358274682718142,0.09046243027957122,0.04967786212925654,0.06653589030087209,0.058825287634479854,0.05186194528342345,0.027910936641404552,0.03339232965781172,0.019172111358280085,0.018460188886775454,0.001197903119409857,0.036335844404938734,0.03062475095223397,0.021826328119469652,0.027203462721649398,0.009749807750262424,0.016197682028992078
10,0.19282311850416803,0.076751894825263,0.11622790792936154,0.07007229443492445,0.06512587809199646,0.06109358084474029,0.05142553182050441,0.05838923509836518,0.03172006296442045,0.01788390209304178,0.04110076863521691,0.02216895005338193,0.016151268061898236,0.039664072097494625,0.0245862921662024,0.017430954090022762,0.011869421469989571,0.02607173790632635,0.025960810810851352,0.03348231810183034
11,0.21722968204694418,0.09711413702055757,0.12134681656538601,0.06407677719969353,0.0485475883929839,0.06314975729319239,0.06365588755100725,0.018883271335061083,0.0069052998545496135,0.04714992923341739,0.051720882783358645,0.022752184292400335,0.035440329708286346,0.027884667197915547,0.018789541411898175,0.03520942390635879,0.02128316062032311,0.021755522756261313,0.017105140830404757,0.0
12,0.1921951230642314,0.07655457273406141,0.053609473604836776,0.09460053415128264,0.051353940035581844,0.035413142035113525,0.05222342161471139,0.03120059447340684,0.050795854293496576,0.028194494382372124,0.05111227816281147,0.04848494697455722,0.0322044066303898,0.05478804698964144,0.021076066773173183,0.02166962009628985,0.019611771613125002,0.03422236575305653,0.022634840737995446,0.028054505879865344
