,fold,train/test,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6,ratio7,target,predict,total_proba,estm 0 proba 0,estm 0 proba 1,estm 1 proba 0,estm 1 proba 1,estm 2 proba 0,estm 2 proba 1,estm 3 proba 0,estm 3 proba 1,estm 4 proba 0,estm 4 proba 1,estm 5 proba 0,estm 5 proba 1,estm 6 proba 0,estm 6 proba 1,estm 7 proba 0,estm 7 proba 1,estm 8 proba 0,estm 8 proba 1,estm 9 proba 0,estm 9 proba 1,estm 10 proba 0,estm 10 proba 1,estm 11 proba 0,estm 11 proba 1,estm 12 proba 0,estm 12 proba 1,estm 13 proba 0,estm 13 proba 1,estm 14 proba 0,estm 14 proba 1,estm 15 proba 0,estm 15 proba 1,estm 16 proba 0,estm 16 proba 1
0,3.0,train,-0.6278067927093324,-0.10167372825898431,-0.4291860861165319,-0.09175079989738974,-0.27618788924022314,0.6818116425813586,0.0648530454620089,0.0,0.0,0.43946713076314897,0.8328764805302097,0.16712351946979034,0.6677164574219326,0.33228354257806736,0.6315910828402342,0.3684089171597658,0.6395779197139103,0.3604220802860897,0.4081248381266577,0.5918751618733423,0.3425501460056485,0.6574498539943515,0.44113503386858266,0.5588649661314173,0.5939327969185817,0.4060672030814183,0.31241576707092766,0.6875842329290723,0.5255059754296412,0.4744940245703588,0.5805819028452537,0.41941809715474626,0.5007187970846565,0.4992812029153435,0.4952048063634964,0.5047951936365036,0.25752667178034405,0.742473328219656,0.43546143424469164,0.5645385657553084,0.4747907549229402,0.5252092450770598,0.586325514372577,0.41367448562742304
1,3.0,train,0.43883925258601986,-0.1195085575130474,-0.18056938744357848,-0.8113649167396619,-0.30737206943294665,0.14034113403095325,0.8967468343631394,0.0,0.0,0.4991779313916743,0.5719590504432122,0.4280409495567879,0.540250223958759,0.45974977604124107,0.46177578588808155,0.5382242141119185,0.6487503579903211,0.35124964200967884,0.3836080660261483,0.6163919339738517,0.293580423695324,0.706419576304676,0.45553595013142534,0.5444640498685747,0.5881992221468848,0.41180077785311525,0.3029977725889492,0.6970022274110508,0.48008827540444243,0.5199117245955576,0.5684945696156798,0.43150543038432015,0.5584563813790286,0.4415436186209714,0.6075789009889098,0.39242109901109024,0.781244431647601,0.21875556835239893,0.4626159407931132,0.5373840592068868,0.44846177026182665,0.5515382297381733,0.44882042001206857,0.5511795799879314
2,3.0,train,-0.4500324518267737,-0.08082069781422253,-0.5534944354530087,0.9876703753660183,3.4970979140793443,1.2954782189384846,0.28373053907881574,0.0,0.0,0.2803179742047954,0.8928286752589497,0.10717132474105026,0.6403457783502264,0.3596542216497736,0.9562191874208905,0.04378081257910949,0.50131846474435,0.49868153525564995,0.9037071846004712,0.09629281539952889,0.799389626746123,0.200610373253877,0.621802344671581,0.378197655328419,0.7037741838916647,0.29622581610833526,0.4877649663077226,0.5122350336922774,0.7181558103804115,0.2818441896195885,0.5566886821413294,0.4433113178586706,0.5320989985135396,0.46790100148646047,0.6145464142550909,0.385453585744909,0.41833060934033006,0.5816693906596699,0.5690531345191558,0.4309468654808442,0.5674506206660914,0.4325493793339085,0.6508893144834125,0.3491106855165876
3,3.0,train,-0.5092905654542933,0.8132872792586031,-1.3407806479173605,1.5873488060679115,0.752890057119659,1.5481644562620072,-0.787585048888721,0.0,0.0,0.11124282301041731,0.9945113961717685,0.005488603828231475,0.968808656078397,0.031191343921603103,0.9949035454817637,0.005096454518236207,0.984229847286613,0.015770152713387012,0.8899024857694783,0.11009751423052173,0.9162141736792037,0.08378582632079636,0.9931965654511784,0.006803434548821607,0.6557946419468454,0.34420535805315455,0.7689588176884039,0.2310411823115961,0.8253719027285805,0.17462809727141948,0.6603147082872021,0.3396852917127979,0.9584820348882094,0.041517965111790636,0.5595143243545677,0.44048567564543223,0.776784681085601,0.223215318914399,0.5886028862386491,0.4113971137613509,0.8016964610089424,0.1983035389910576,0.7152334734811554,0.28476652651884454
4,3.0,train,-0.5092905654542933,-0.10112496475711244,-0.263441620334563,0.6878311600150717,-0.30737206943294665,0.3930273713544757,0.05528700189799953,0.0,0.0,0.46041931126116836,0.7304039583416269,0.2695960416583731,0.5629543653556797,0.4370456346443203,0.5209155473575878,0.4790844526424122,0.6129595248400445,0.38704047515995554,0.35601014377993,0.64398985622007,0.43123274569500236,0.5687672543049976,0.400811703952656,0.599188296047344,0.5792338797646012,0.42076612023539883,0.3748733394169286,0.6251266605830714,0.5051284227456473,0.4948715772543527,0.5338068173153896,0.46619318268461046,0.5950536192179752,0.40494638078202483,0.460458853226444,0.539541146773556,0.4507097256086606,0.5492902743913394,0.4208720184324204,0.5791279815675796,0.6301852500221938,0.3698147499778061,0.5931641814278017,0.4068358185721983
5,3.0,train,-0.4500324518267737,-0.10640681877123856,-0.7192389012349772,1.467413119927533,-0.3697404298183941,0.3930273713544757,0.10770684371922692,0.0,0.0,0.4589395120508505,0.6573312133321652,0.3426687866678349,0.5750096206223947,0.42499037937760537,0.6789691040122346,0.32103089598776535,0.3556115314805194,0.6443884685194806,0.57082679493927,0.42917320506073003,0.40796818033069504,0.592031819669305,0.42866906778109426,0.5713309322189057,0.49943784319780593,0.5005621568021941,0.3231034912582875,0.6768965087417125,0.5140820800556641,0.48591791994433586,0.5365565539387392,0.46344344606126076,0.7116952069910252,0.2883047930089748,0.5106785140627215,0.48932148593727853,0.6210216618590979,0.3789783381409021,0.4869389401095827,0.5130610598904173,0.5367808209977983,0.46321917900220166,0.5284964586343905,0.4715035413656094
6,3.0,train,-0.33151622457173463,0.021763864496000637,-1.1336000656898995,0.3879919446641249,-0.40092461001111784,1.3676742867452054,-0.26250428629697287,0.0,0.0,0.319742131006043,0.958674903666821,0.041325096333179004,0.8201138658421521,0.17988613415784793,0.6515985712655855,0.3484014287344145,0.7178102335210482,0.2821897664789518,0.7140620540040535,0.28593794599594646,0.5027110573281914,0.4972889426718086,0.5861110829948526,0.41388891700514735,0.5744425639610138,0.42555743603898627,0.3282062295693793,0.6717937704306207,0.6736917565207684,0.3263082434792316,0.6383039545923404,0.3616960454076596,0.5312260188897758,0.46877398111022417,0.5465501511436406,0.45344984885635936,0.3959845664232079,0.6040154335767921,0.4393066441806982,0.5606933558193018,0.6226031305858977,0.37739686941410233,0.6483936387099715,0.35160636129002854
7,3.0,train,-1.0426135881019694,0.321629069813451,-1.7965779288177746,1.8871880214188583,0.565784975963317,1.6925565918754486,1.3644703338393467,0.0,0.0,0.12702192044927138,0.9867315222278726,0.013268477772127397,0.979731077828929,0.020268922171071044,0.9810268041674337,0.01897319583256631,0.9180212171375849,0.08197878286241515,0.9445483714613546,0.05545162853864543,0.945433012343686,0.05456698765631393,0.9320928670441533,0.06790713295584672,0.7619631490242903,0.2380368509757097,0.8911073135302054,0.10889268646979458,0.747172986326824,0.25282701367317595,0.6141605602131575,0.38583943978684254,0.9405661327039899,0.05943386729601011,0.6116098463423889,0.38839015365761115,0.22461168829209743,0.7753883117079026,0.6104773221554611,0.38952267784453887,0.7312317934787559,0.2687682065212441,0.7544033257215982,0.24559667427840182
8,3.0,train,-0.8055811335918911,-0.06586687984059193,-0.014824921661609949,-0.7513970736694725,0.6905216967342116,0.4652234391611965,-0.8303226735624014,0.0,0.0,0.43423026772277884,0.6952878564338385,0.3047121435661615,0.643877382246892,0.356122617753108,0.5420003333130058,0.4579996666869942,0.4887521797945792,0.5112478202054208,0.3568743232975181,0.6431256767024819,0.6647545292306792,0.33524547076932076,0.7330428569031177,0.26695714309688234,0.5287835929841032,0.47121640701589684,0.3421589753948866,0.6578410246051134,0.5185280967315266,0.48147190326847344,0.5720736007193002,0.42792639928069975,0.4876395756475044,0.5123604243524956,0.6278692011654886,0.3721307988345114,0.68866683903373,0.3113331609662699,0.5498811855035574,0.45011881449644264,0.4544256872648903,0.5455743127351097,0.5051922384939084,0.4948077615060916
9,3.0,train,0.2018067980759415,-0.10849898034602634,-0.3048777367800552,0.1481205723833675,0.2851273542288034,-0.004051001582488155,3.5703960710741645,0.0,0.0,0.36471262010670974,0.7957303033567101,0.20426969664328984,0.6860621918184799,0.3139378081815201,0.3049394613211792,0.6950605386788208,0.8278865463673242,0.1721134536326758,0.3132854743275203,0.6867145256724797,0.9041185915145953,0.0958814084854047,0.8753968535831423,0.12460314641685763,0.5574124193613277,0.4425875806386723,0.43552011712631844,0.5644798828736816,0.42480488918139325,0.5751951108186067,0.5254719670401871,0.474528032959813,0.6464876995435946,0.3535123004564053,0.6099281682509781,0.390071831749022,0.8365850821329854,0.16341491786701454,0.39760310881292515,0.6023968911870748,0.39726373441723706,0.6027362655827629,0.5680807009423039,0.43191929905769605
