,fold,train/test,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6,ratio7,target,predict,total_proba,estm 0 proba 0,estm 0 proba 1,estm 1 proba 0,estm 1 proba 1,estm 2 proba 0,estm 2 proba 1,estm 3 proba 0,estm 3 proba 1,estm 4 proba 0,estm 4 proba 1,estm 5 proba 0,estm 5 proba 1,estm 6 proba 0,estm 6 proba 1,estm 7 proba 0,estm 7 proba 1,estm 8 proba 0,estm 8 proba 1,estm 9 proba 0,estm 9 proba 1,estm 10 proba 0,estm 10 proba 1,estm 11 proba 0,estm 11 proba 1,estm 12 proba 0,estm 12 proba 1,estm 13 proba 0,estm 13 proba 1,estm 14 proba 0,estm 14 proba 1,estm 15 proba 0,estm 15 proba 1,estm 16 proba 0,estm 16 proba 1,estm 17 proba 0,estm 17 proba 1,estm 18 proba 0,estm 18 proba 1,estm 19 proba 0,estm 19 proba 1
0,10.0,train,-0.6416982667831302,-0.10855925432635337,-0.4122902622922494,-0.10953549804622825,-0.26569844367815615,0.6540656947656762,0.09078036853042698,0.0,0.0,0.44879182321058164,0.704076357215348,0.295923642784652,0.46476334765705174,0.5352366523429483,0.6831670490483953,0.3168329509516047,0.5908768787987726,0.40912312120122746,0.4127764602039148,0.5872235397960852,0.29504761853696027,0.7049523814630397,0.5938244593953733,0.4061755406046267,0.4474329325309524,0.5525670674690476,0.46564822320423893,0.5343517767957611,0.4655581391417971,0.5344418608582029,0.5792035402231784,0.42079645977682156,0.42075387123355434,0.5792461287664457,0.4448756288856398,0.5551243711143602,0.4842454111235607,0.5157545888764393,0.43525947364653583,0.5647405263534642,0.6189322732122718,0.38106772678772816,0.5713999237799003,0.4286000762200997,0.6193915933962075,0.38060840660379247,0.612909140840492,0.387090859159508,0.49683348586072706,0.5031665141392729
1,10.0,train,0.4602215892574372,-0.12569760522662926,-0.16389492408203546,-0.8230357265741334,-0.2966135825676635,0.12259302837969877,0.9589302872449669,0.0,0.0,0.49710138261537373,0.41063325201265866,0.5893667479873413,0.5818906602981446,0.4181093397018553,0.7592837077958661,0.2407162922041339,0.4958880201841628,0.5041119798158372,0.3428928917329782,0.6571071082670218,0.5916653237490064,0.4083346762509936,0.6443377071612233,0.35566229283877676,0.619893531475906,0.380106468524094,0.3703998806082308,0.6296001193917692,0.5700999324026917,0.42990006759730826,0.5225902862454967,0.4774097137545033,0.365367844913452,0.634632155086548,0.42851216684103466,0.5714878331589653,0.5261681392538172,0.4738318607461828,0.41524079428287863,0.5847592057171214,0.5360631068956027,0.46393689310439734,0.4783203453946443,0.5216796546053557,0.34350031843820494,0.6564996815617951,0.5275584287579027,0.47244157124209735,0.5274394045395916,0.47256059546040835
2,10.0,train,-0.45804495744303564,-0.08852056777626799,-0.5364879313973564,0.9607148447456292,3.4750333619522498,1.2564013833364507,0.3191971217590732,0.0,0.0,0.24168430939070568,0.9441666436692647,0.05583335633073529,0.8920275852855164,0.10797241471448366,0.7181708539551275,0.2818291460448725,0.6323032874777008,0.36769671252229924,0.8075544124252956,0.1924455875747044,0.7772030194777146,0.2227969805222854,0.7322952837373284,0.2677047162626716,0.623479785255963,0.376520214744037,0.7878489618661706,0.21215103813382943,0.6304004585397147,0.36959954146028523,0.7147724420247619,0.2852275579752381,0.5262927132522728,0.47370728674772716,0.33454470873708875,0.6654552912629113,0.41493063413158826,0.5850693658684117,0.6459673591186431,0.3540326408813569,0.7058355728133725,0.29416442718662744,0.3941712079125037,0.6058287920874963,0.6542247241488963,0.3457752758511036,0.4321679135627734,0.5678320864372266,0.5086824717846228,0.4913175282153773
3,10.0,train,-0.5192627272230672,0.7706710754697107,-1.3230731690630329,1.5552983685188835,0.754501139675591,1.50442196098324,-0.798809230758812,0.0,0.0,0.17069488658399823,0.9972006477750128,0.002799352224987209,0.9912881584051774,0.008711841594822625,0.9958909776183821,0.004109022381617923,0.9659103644499832,0.03408963555001671,0.868873229147179,0.13112677085282096,0.8600376977959948,0.13996230220400518,0.8812567870144733,0.11874321298552666,0.6223715284062613,0.3776284715937387,0.7696081672821966,0.23039183271780345,0.6301355213469966,0.3698644786530034,0.5826508440429768,0.41734915595702315,0.6141437849825819,0.3858562150174181,0.3990613234843753,0.6009386765156247,0.5148472718788039,0.48515272812119614,0.6535838267476923,0.3464161732523076,0.4880627227305089,0.5119372772694911,0.4036420052465084,0.5963579947534916,0.6027977473972452,0.39720225260275477,0.6792512355319018,0.32074876446809825,0.5043317494496916,0.4956682505503084
4,10.0,train,-0.5192627272230672,-0.10803192090911858,-0.24669337015210677,0.6634230828590022,-0.2966135825676635,0.37061360602648824,0.0807974115071699,0.0,0.0,0.44969338063826114,0.6410783521462475,0.3589216478537524,0.5083772396842916,0.4916227603157084,0.7421150990048215,0.25788490099517847,0.5018039904048912,0.49819600959510874,0.4801136816909366,0.5198863183090634,0.3178657192658021,0.6821342807341979,0.5516275356097399,0.44837246439026013,0.5370877336292263,0.4629122663707736,0.5374713830099966,0.4625286169900033,0.36330837288571727,0.6366916271142827,0.49734077040470226,0.5026592295952977,0.47535663644705994,0.5246433635529401,0.5848795805180688,0.41512041948193124,0.4592309577521074,0.5407690422478926,0.4524276919004018,0.5475723080995982,0.6336160223197517,0.36638397768024833,0.5156106331414421,0.48438936685855793,0.4343224313030759,0.5656775686969241,0.666541895010112,0.33345810498988804,0.5660732528353178,0.4339267471646822
5,10.0,train,-0.45804495744303564,-0.11310751015130331,-0.7020848235374985,1.4363816637642326,-0.3584438603466785,0.37061360602648824,0.13550184856786804,0.0,0.0,0.3992890310166257,0.8531968124199053,0.14680318758009467,0.5911400900891997,0.4088599099108003,0.5911749837055703,0.4088250162944297,0.45533234250832033,0.5446676574916797,0.6057167734249367,0.3942832265750633,0.40527202580015764,0.5947279741998424,0.3764637899953841,0.6235362100046159,0.6120200533753889,0.3879799466246111,0.616738073216567,0.3832619267834329,0.36360860474938206,0.6363913952506179,0.5206897562566929,0.4793102437433071,0.4421284792282215,0.5578715207717785,0.5935431466090291,0.40645685339097093,0.48208117099942493,0.5179188290005751,0.4713707394151231,0.5286292605848769,0.5494000210088905,0.45059997899110943,0.4236516467457242,0.5763483532542758,0.5080288046849784,0.4919711953150216,0.6669389254147609,0.3330610745852392,0.5724656024642198,0.42753439753578015
6,10.0,train,-0.3356094178829726,0.010057904760736468,-1.1160770538878548,0.366131320972375,-0.38935899923618605,1.3272644055212477,-0.2508440608724771,0.0,0.0,0.29070176486845495,0.9704751807053644,0.029524819294635615,0.8015396844845422,0.1984603155154578,0.789788735930086,0.21021126406991394,0.7412232052584904,0.2587767947415096,0.805965888852179,0.19403411114782096,0.4619063712098276,0.5380936287901724,0.711802624576918,0.288197375423082,0.48925626777676967,0.5107437322232303,0.5840962093933266,0.41590379060667343,0.4926882465934066,0.5073117534065934,0.38760486329484356,0.6123951367051564,0.35022707362606487,0.6497729263739351,0.4239214748426644,0.5760785251573356,0.5012552159054233,0.4987447840945767,0.44875612586738,0.55124387413262,0.6306223689023958,0.3693776310976043,0.3968254424592971,0.6031745575407029,0.7420381526373427,0.2579618473626572,0.6970959489054342,0.30290405109456575,0.4386263399357091,0.5613736600642909
7,10.0,train,-1.070222655243351,0.2982128984701908,-1.7784646224484246,1.8525901304055101,0.5690103063385462,1.6461480053528341,1.4470384129078795,0.0,0.0,0.21121322178240798,0.9858014103851103,0.014198589614889763,0.9642589752193658,0.03574102478063423,0.8807467679182807,0.11925323208171935,0.5262744850539,0.47372551494610005,0.9447060339497849,0.05529396605021509,0.878739367572854,0.12126063242714599,0.7828328259865212,0.21716717401347882,0.43569235926687466,0.5643076407331253,0.5562907451097014,0.44370925489029855,0.4997629863777956,0.5002370136222044,0.5797411943285066,0.42025880567149343,0.4470292227198218,0.5529707772801782,0.7864917436083368,0.21350825639166318,0.5003288264243395,0.49967117357566054,0.5296010664519339,0.4703989335480661,0.7116726085360547,0.2883273914639453,0.600089772201649,0.39991022779835095,0.7442478596307567,0.25575214036924326,0.8048805720122296,0.19511942798777043,0.6532433426877302,0.3467566573122698
8,10.0,train,-0.8253515761232247,-0.07415072009900199,0.001701968058106679,-0.7635773741968079,0.6926708618965759,0.44147662821128525,-0.8434094740609264,0.0,0.0,0.4236563309996972,0.8093620823005148,0.19063791769948527,0.47835275707667535,0.5216472429233246,0.6072196798811762,0.39278032011882386,0.7202521857508626,0.2797478142491374,0.28137334197034136,0.7186266580296586,0.6005449679847301,0.39945503201526983,0.44568292575009083,0.5543170742499092,0.48390256243233487,0.5160974375676651,0.5003703594985927,0.49962964050140735,0.6920719058265585,0.3079280941734414,0.5614098721277484,0.4385901278722516,0.4071865523133431,0.5928134476866569,0.5363829231078575,0.4636170768921425,0.533674747690199,0.46632525230980104,0.5365177457450305,0.4634822542549694,0.5250684322477291,0.47493156775227086,0.46180345002182244,0.5381965499781776,0.6549536992429146,0.3450463007570854,0.4311336413398287,0.5688663586601713,0.45689340687020463,0.5431065931297954
9,10.0,train,0.21535051013731107,-0.11511796950014277,-0.2880925931871424,0.1282979114630733,0.2907740563329786,-0.019133015989895197,3.749104223496979,0.0,0.0,0.36009370633165855,0.925946645768015,0.07405335423198499,0.5692168416449422,0.43078315835505776,0.6719013675804947,0.3280986324195053,0.6507947835173258,0.3492052164826742,0.3548596142037721,0.6451403857962279,0.42497027285961464,0.5750297271403854,0.6155913527042385,0.3844086472957616,0.6954532081939704,0.30454679180602956,0.6811063687688892,0.31889363123111075,0.6434574455541748,0.3565425544458252,0.5642630022724289,0.4357369977275711,0.45193090199522956,0.5480690980047704,0.37667026837331286,0.6233297316266871,0.3478401181229245,0.6521598818770755,0.5406068194351408,0.4593931805648592,0.6913064088749971,0.30869359112500294,0.5894799772249435,0.41052002277505645,0.3512175467275901,0.6487824532724099,0.48488887957549054,0.5151111204245095,0.41550676141886245,0.5844932385811376
