,fold,train/test,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6,ratio7,target,predict,total_proba,estm 0 proba 0,estm 0 proba 1,estm 1 proba 0,estm 1 proba 1,estm 2 proba 0,estm 2 proba 1,estm 3 proba 0,estm 3 proba 1,estm 4 proba 0,estm 4 proba 1,estm 5 proba 0,estm 5 proba 1
0,1.0,train,1.8415824037365596,-0.11298625172997272,0.029928661659490312,-0.8735350178521014,-0.4898852161551538,0.43383644650063485,-0.8170286876804165,0.0,1.0,0.5499246150437683,0.2819506107079789,0.7180493892920211,0.6011408226258412,0.3988591773741588,0.5331640768177703,0.4668359231822297,0.3319820892081564,0.6680179107918436,0.6864398740695975,0.3135601259304025,0.5255088605032854,0.47449113949671456
1,1.0,train,-0.4600591036377401,-0.11061603368677178,-1.9683992884022985,0.08962763582862282,-0.054769346737774956,0.03958448942735734,0.6625224179731561,0.0,0.0,0.2452239995729845,0.9843312235676478,0.01566877643235219,0.553290229686819,0.4467097703131811,0.9166468252173421,0.08335317478265795,0.759596889354651,0.24040311064534897,0.2517574087062556,0.7482425912937444,0.5622697551557094,0.4377302448442905
2,1.0,train,0.5696226233454993,-0.11022099672862443,0.11319232624539825,-0.6929420202869656,0.03846976813737774,-0.13962094560595062,-0.8561519086167634,0.0,1.0,0.5644954290457758,0.19872310467278287,0.8012768953272171,0.5959030283552442,0.4040969716447558,0.4682830122998274,0.5317169877001726,0.6016891055854185,0.3983108944145814,0.6470936528028627,0.3529063471971373,0.5832622633462876,0.41673773665371244
3,1.0,train,-0.3389200769338297,-0.11463223658513125,0.40461515229607603,-0.7531396861420109,-0.4277258062383854,0.0037434024206957684,-0.6918682112171595,0.0,1.0,0.5205632503052724,0.3971058947856364,0.6028941052143636,0.5398981103566576,0.4601018896433425,0.5336729673039831,0.4663270326960169,0.48052413269582994,0.5194758673041701,0.5109906655611915,0.4890093344388085,0.5750344512054822,0.42496554879451776
4,1.0,train,-0.5206286169896954,-0.11348004700123611,-0.01170317063346366,0.4508136309588944,-0.02368964177939072,0.07542557643401891,0.07861519249826542,0.0,0.0,0.43281856607971486,0.7709608775756868,0.22903912242431324,0.4238263866301927,0.5761736133698073,0.5065909948295401,0.49340900517045994,0.3911923474352931,0.6088076525647069,0.44177607275801656,0.5582239272419834,0.47957349266333626,0.5204265073366637
5,1.0,train,2.0232909437924254,-0.13665551272427684,-0.7610761519066342,-0.4521513568667846,-0.7696025607806116,-0.6413961636992129,0.6237704086888329,0.0,0.0,0.48449581409755776,0.3210499636364561,0.6789500363635439,0.49671453073556915,0.5032854692644309,0.85634451150039,0.14365548849961,0.5497550326972351,0.4502449673027648,0.6193158304222,0.3806841695778,0.6266545151258243,0.3733454848741757
6,1.0,train,-0.2783505635818744,-0.11239369629275164,0.23808782312426016,2.1363482749001617,2.928882329267109,0.5413597075206196,1.6627533271970565,0.0,0.0,0.26540072260952147,0.9399098941026115,0.06009010589738855,0.8411784682575281,0.1588215317424719,0.17775710537129719,0.8222428946287028,0.7169000501331135,0.2830999498668865,0.7015728587976514,0.2984271412023486,0.6569833698529786,0.3430166301470214
7,1.0,train,-1.0051847238053373,-0.11028683560403506,-1.3855536363009433,3.460696923711157,4.234229937519245,0.18294883745400367,-0.3268435963861335,0.0,0.0,0.25029019407147796,0.8280205276180123,0.17197947238198774,0.7936191317252241,0.20638086827477584,0.5362182240070803,0.4637817759929197,0.8590932451471684,0.14090675485283155,0.6305679695960775,0.3694320304039224,0.7193156580075547,0.2806843419924453
8,1.0,train,-0.0360725101740533,-0.03141124401293048,-1.635344630058667,-0.09096536173651296,0.13170888301253025,2.11836753581373,0.5880347024240221,0.0,0.0,0.1589241995082589,0.9856583563390415,0.01434164366095851,0.949677621659783,0.05032237834021706,0.5547422126236756,0.44525778737632443,0.7191470057752701,0.28085299422472987,0.8184408417902375,0.18155915820976257,0.6247330475890736,0.3752669524109264
9,1.0,train,-0.2783505635818744,-0.1130520906053834,0.11319232624539825,-0.4521513568667846,0.9397812119305198,-0.1754620326126122,1.0463631209653224,0.0,0.0,0.3452426823185947,0.8833400118572622,0.11665998814273786,0.48816536970809554,0.5118346302919045,0.714925340200836,0.285074659799164,0.3680705271925996,0.6319294728074004,0.40916604488553354,0.5908339551144665,0.5937710896972093,0.4062289103027908
10,1.0,train,1.7204433770326488,-0.10890420995620256,0.1964559908313062,0.6916042943790754,-0.4898852161551538,0.2187899244606653,2.723472612706542,0.0,1.0,0.5750121165973251,0.2034290029888549,0.7965709970111451,0.4833560608452032,0.5166439391547968,0.5372848338869658,0.46271516611303426,0.7512439942129343,0.24875600578706564,0.626948516966988,0.37305148303301205,0.3840961537340214,0.6159038462659786
11,1.0,train,1.8415824037365596,-0.10923340618609764,0.23808782312426016,-0.7531396861420109,0.0073900631789935115,0.5772007945272811,-0.9046364740041842,0.0,1.0,0.5464246650395312,0.20925822066190924,0.7907417793380908,0.6538009705753727,0.3461990294246274,0.6507052123875966,0.3492947876124034,0.4838602544754622,0.5161397455245378,0.5880432037058174,0.4119567962941826,0.49924723813446314,0.5007527618655369
12,1.0,train,-0.8234761837494716,0.1646913898148715,-1.635344630058667,2.2567436066102524,0.5357450474715251,1.4732279696938209,0.18972098679445637,0.0,0.0,0.18569434937621748,0.9885333246858902,0.011466675314109836,0.957498646650769,0.04250135334923098,0.7667083070121383,0.23329169298786162,0.37888260868164114,0.6211173913183589,0.616755556649814,0.3832444433501861,0.5690116361287114,0.43098836387128864
13,1.0,train,0.5696226233454993,-0.09965377384733615,-0.6361806550277723,-0.5725466885768752,-0.14800846161292747,1.1506581866338668,2.044748950683639,0.0,0.0,0.233419069822711,0.9706822767550927,0.02931772324490731,0.43181280097035046,0.5681871990296495,0.8343236082525045,0.16567639174749554,0.7432713035881435,0.25672869641185647,0.7980053263324757,0.20199467366752435,0.44548146528810584,0.5545185347118942
14,1.0,train,0.8724701901052755,0.1486265782214336,-2.4263494436247917,1.2333832870744825,0.4114262276379882,1.0072938386072203,-0.344817464364552,0.0,0.0,0.24657658070980926,0.9364168029916154,0.06358319700838456,0.922839127737765,0.07716087226223496,0.5982734740495939,0.4017265259504062,0.8028583567033337,0.19714164329666628,0.1500670076260765,0.8499329923739235,0.583542189746537,0.41645781025346296
15,1.0,train,-0.5206286169896954,22.3643193339438,-1.9683992884022985,1.77516227976989,-0.14800846161292747,1.0431349256138818,-0.8083908531335393,0.0,0.0,0.01383463233041557,0.9995785548956473,0.00042144510435267966,0.999019083158624,0.0009809168413760759,0.9997333822377267,0.00026661776227332164,0.9983782320463026,0.0016217679536973935,0.9974758998910945,0.002524100108905415,0.8172862510588411,0.1827137489411589
16,1.0,train,-0.3389200769338297,-0.1001146496808942,-0.34475782897709495,-0.33175602515669406,0.3492668177212197,0.8280884035739123,-0.5414463691323369,0.0,0.0,0.31965438955561615,0.9275363223818425,0.07246367761815747,0.639774471422596,0.360225528577404,0.4841226182455488,0.5158773817544512,0.5503143185989157,0.4496856814010844,0.4883151179374291,0.5116848820625709,0.42406778273143964,0.5759322172685604
17,1.0,train,-0.3389200769338297,-0.09356362969796544,-0.1365986675123251,-0.4521513568667846,0.2560277028460672,0.8280884035739123,-0.7044806144016501,0.0,0.0,0.3211043457984216,0.8990100867125443,0.10098991328745563,0.6510025778688097,0.34899742213119034,0.5451386726408305,0.4548613273591695,0.5614670949418893,0.4385329050581107,0.461635737363125,0.538364262636875,0.41752089620564026,0.5824791037943597
18,1.0,train,-0.4600591036377401,-0.10939800522746596,-0.34475782897709495,-0.6327443544319203,0.1627885879709145,0.03958448942735734,-0.9105755709966699,0.0,0.0,0.3989162814545364,0.7482340099406257,0.25176599005937433,0.5956147723259104,0.4043852276740895,0.36361914145951857,0.6363808585404814,0.6119395984635141,0.38806040153648586,0.4533356161547142,0.5466643838452858,0.5848707571783043,0.4151292428216958
19,1.0,train,0.2667750565857229,-0.11028683560403506,-2.5096131082107,1.714964613914845,1.1573391466392091,0.9356116645938972,-0.18355914242797913,0.0,0.0,0.26213898095895494,0.9538930889476891,0.04610691105231091,0.977081923458621,0.022918076541379048,0.5630203569618113,0.4369796430381887,0.5966408894620545,0.4033591105379455,0.12701921457606125,0.8729807854239388,0.5359480638293261,0.4640519361706739
20,1.0,train,-0.7023371570455612,-0.11443471810605754,0.8625653075185693,0.4508136309588944,3.208599673892566,0.0037434024206957684,-0.12936282011232586,0.0,0.0,0.32120258292224835,0.7016598031857841,0.2983401968142158,0.8526714812203748,0.14732851877962516,0.5038610178281044,0.4961389821718956,0.623572477862377,0.3764275221376229,0.609713752615014,0.39028624738498596,0.6585447958554775,0.3414552041445225
21,1.0,train,-0.3994895902857849,-0.10999055881184537,-0.09496683521937115,0.029429969973577504,0.06954947309576197,-0.42634964165924333,-0.6706637149694384,0.0,0.0,0.49169287883986923,0.506294691633949,0.4937053083660509,0.33641167752624357,0.6635883224737564,0.5053548208404569,0.4946451791595431,0.5740266468647384,0.4259733531352616,0.6800219354062869,0.3199780645937131,0.6164897250817212,0.3835102749182789
22,1.0,train,-0.7629066703975164,-0.11028683560403506,-2.343085779038884,2.015952943190071,-0.1790881665713117,1.6882744917337906,-0.5584713034340075,0.0,0.0,0.21291867326569522,0.9713237887862809,0.02867621121371906,0.9671916370094503,0.0328083629905497,0.5703926239744732,0.4296073760255268,0.7236278498392639,0.2763721501607361,0.34672692133327854,0.6532730786667215,0.6128209097908695,0.3871790902091306
23,1.0,train,-0.5811981303416507,-0.11107690952032984,0.23808782312426016,-0.09096536173651296,-0.39664610128000116,-0.032097684585965854,-0.4882280242895119,0.0,0.0,0.4928468264337477,0.5684829351275564,0.4315170648724435,0.36163131155242223,0.6383686884475778,0.5549057610682058,0.4450942389317943,0.46947087004197674,0.5305291299580233,0.494896610097742,0.505103389902258,0.5514476352982958,0.44855236470170423
24,1.0,train,-0.2783505635818744,-0.058306635842140984,-1.8018719592304826,-0.4521513568667846,-0.054769346737774956,1.652433404727129,0.21545627530701347,0.0,0.0,0.18578542420370991,0.9846377120705442,0.015362287929455784,0.8668527969245348,0.1331472030754653,0.5352430504960128,0.4647569495039872,0.7253727790687896,0.2746272209312104,0.7577769099784462,0.24222309002155384,0.6056641845367563,0.3943358154632437
25,1.0,train,-0.3994895902857849,-0.035032409953142586,-1.5104491331798051,0.9323949577992564,0.03846976813737774,0.5055186205139579,1.6171210921399022,0.0,0.0,0.18163538763633028,0.9791357285863169,0.020864271413683067,0.7673912907079009,0.23260870929209912,0.9428954296172252,0.05710457038277488,0.5726051997613371,0.42739480023866294,0.6180254482646522,0.3819745517353478,0.5287086488484594,0.4712913511515407
26,1.0,train,0.7513311634013649,0.03972822227932818,-1.1357626425432197,-0.4521513568667846,0.9708609168889036,1.4373868826871592,0.23659080694632356,0.0,0.0,0.19890328849912325,0.951288623837879,0.048711376162120935,0.9008445440637306,0.09915545593626941,0.5061613953107975,0.49383860468920243,0.8804604315069667,0.1195395684930333,0.6751873228571934,0.32481267714280665,0.47652271993832274,0.5234772800616773
27,1.0,train,-0.4600591036377401,-0.062191159136837454,-0.9692353133714041,-0.27155835930164884,0.8776218020137513,1.5449101437071442,0.09081483443518183,0.0,0.0,0.2411978295569327,0.9696335520030097,0.030366447996990273,0.8261002171865902,0.17389978281340976,0.4483080762936168,0.5516919237063832,0.5110651280273377,0.48893487197266233,0.7539810721224361,0.24601892787756388,0.5129948191339894,0.48700518086601063
28,1.0,train,-0.2783505635818744,-0.10936508578976062,0.36298332000312206,-0.7531396861420109,1.2816579664727459,-0.13962094560595062,-0.18320993818844314,0.0,0.0,0.431899113211853,0.790594077269529,0.20940592273047093,0.33299306971738185,0.6670069302826181,0.40480213230214834,0.5951978676978517,0.414476525877423,0.585523474122577,0.590887259120495,0.409112740879505,0.5797391613140075,0.42026083868599245
29,1.0,train,-0.7023371570455612,-0.023477596529327554,-0.8859716487854962,0.029429969973577504,-0.21016787152969593,0.5772007945272811,0.40078672421311784,0.0,0.0,0.25072299149598976,0.9321715732834566,0.06782842671654349,0.6067890937054382,0.3932109062945618,0.7786043397819278,0.22139566021807217,0.6237968623273566,0.37620313767264335,0.6255583544765597,0.37444164552344034,0.49976379319220454,0.5002362068077955
30,1.0,train,0.2667750565857229,-0.11515895129409999,-0.17823049980527908,2.3771389383203427,-0.8939213806141484,0.7922473165672507,-0.23760787036000486,0.0,0.0,0.47927709921825556,0.45310413620996504,0.546895863790035,0.7028782778584648,0.2971217221415352,0.61499659934498,0.38500340065502003,0.6433203513549537,0.3566796486450463,0.3183579465808345,0.6816420534191655,0.3301889278908502,0.6698110721091498
31,1.0,train,-1.0051847238053373,-0.11285457212630969,-1.3439218040079894,0.8119996260891658,-0.7385228558222273,1.5449101437071442,0.7517203072188976,0.0,0.0,0.18076081666376914,0.9293015048141429,0.07069849518585716,0.9271828430904104,0.07281715690958956,0.7382253068212534,0.2617746931787466,0.5272439184142025,0.4727560815857975,0.7932613718243897,0.20673862817561034,0.5916142177202453,0.40838578227975475
32,1.0,train,-0.5206286169896954,0.1797686108657826,-1.635344630058667,1.052790289509347,0.9708609168889036,2.1542086228203914,-0.9898821114260682,0.0,0.0,0.155118381481178,0.9918284201974802,0.008171579802519847,0.9819346315409023,0.018065368459097696,0.7211286918337347,0.27887130816626526,0.5799540064847855,0.4200459935152145,0.6905416315581152,0.3094583684418848,0.6075797418862909,0.3924202581137091
