,fold,train/test,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6,ratio7,target,predict,total_proba,estm 0 proba 0,estm 0 proba 1,estm 1 proba 0,estm 1 proba 1,estm 2 proba 0,estm 2 proba 1,estm 3 proba 0,estm 3 proba 1,estm 4 proba 0,estm 4 proba 1,estm 5 proba 0,estm 5 proba 1,estm 6 proba 0,estm 6 proba 1,estm 7 proba 0,estm 7 proba 1,estm 8 proba 0,estm 8 proba 1,estm 9 proba 0,estm 9 proba 1,estm 10 proba 0,estm 10 proba 1,estm 11 proba 0,estm 11 proba 1,estm 12 proba 0,estm 12 proba 1,estm 13 proba 0,estm 13 proba 1,estm 14 proba 0,estm 14 proba 1,estm 15 proba 0,estm 15 proba 1,estm 16 proba 0,estm 16 proba 1,estm 17 proba 0,estm 17 proba 1
0,6.0,train,-0.6382015952818479,-0.10640842891726138,-0.41669772663302207,-0.08868998343315528,-0.27099605201456434,0.6650591529252219,0.06732080359070838,0.0,0.0,0.4625501804315442,0.7572961798134127,0.24270382018658734,0.7195290552278504,0.2804709447721496,0.467847950980522,0.532152049019478,0.29901467248020897,0.700985327519791,0.364821430219578,0.635178569780422,0.4379096616477388,0.5620903383522612,0.5131168645365114,0.48688313546348855,0.48946759716719335,0.5105324028328067,0.5203965052883085,0.4796034947116915,0.4464186631210654,0.5535813368789346,0.2953736483317536,0.7046263516682464,0.5564452582051704,0.4435547417948296,0.609812229186542,0.39018777081345796,0.44044375283277104,0.559556247167229,0.4911434750219501,0.5088565249780499,0.4123428005412826,0.5876571994587174,0.4880013870882113,0.5119986129117887,0.45660275895100044,0.5433972410489996
1,6.0,train,0.4287608240748016,-0.12364195922640595,-0.16715045771671744,-0.8159882530444517,-0.3029992598367801,0.13807091764374654,0.911002306396413,0.0,0.0,0.5009399729450528,0.5428876983889124,0.4571123016110877,0.6209019168905447,0.3790980831094552,0.6485273431129637,0.35147265688703627,0.4411724256783588,0.5588275743216412,0.30709124528142584,0.6929087547185742,0.5052785920526335,0.49472140794736646,0.5319251145251013,0.4680748854748987,0.37681337685844773,0.6231866231415523,0.49944570299623725,0.5005542970037627,0.4129477098919272,0.5870522901080728,0.5086851612387634,0.4913148387612366,0.4974775328762836,0.5025224671237164,0.4469037911776267,0.5530962088223733,0.2942666712039589,0.7057333287960411,0.4906057918910245,0.5093942081089755,0.41724987774016775,0.5827501222598322,0.49114250073118193,0.5088574992688181,0.5579897200980849,0.4420102799019151
2,6.0,train,-0.460374525389073,-0.08625845567737486,-0.5414713610911743,1.002257420983789,3.6013920944735642,1.2623124862442272,0.2892997331231664,0.0,0.0,0.273780843088266,0.9713764384828113,0.02862356151718865,0.7875079024485215,0.2124920975514785,0.6998468479027664,0.3001531520972336,0.3855038531714947,0.6144961468285053,0.9248846314458333,0.07511536855416671,0.420010114622273,0.579989885377727,0.5957065960736166,0.40429340392638335,0.7017883545987355,0.29821164540126455,0.3293990535795259,0.6706009464204741,0.4476998857182515,0.5523001142817485,0.7227947153831845,0.2772052846168155,0.6202497383747542,0.37975026162524583,0.7379051603610444,0.26209483963895563,0.3970392919305742,0.6029607080694258,0.6175803312795374,0.3824196687204626,0.8865487619333272,0.11345123806667282,0.35244356264098486,0.6475564373590151,0.7005218236575981,0.29947817634240187
3,6.0,train,-0.5196502153533313,0.7777047874258419,-1.331704379326138,1.6083393123265357,0.7851098061185617,1.5082403293755824,-0.7971961120129604,0.0,0.0,0.1702110195035146,0.9955563244954134,0.004443675504586598,0.9927537327879463,0.007246267212053706,0.8879186688857579,0.11208133111424207,0.8879765233683866,0.1120234766316134,0.8658488917094396,0.13415110829056037,0.8393919139377763,0.1606080860622236,0.7628592347472152,0.23714076525278477,0.8599836316603277,0.14001636833967232,0.6445629773507571,0.35543702264924293,0.7063649950358828,0.29363500496411726,0.7537201859092953,0.24627981409070465,0.6614792635445714,0.3385207364554285,0.2805735245263502,0.7194264754736498,0.8920379450723893,0.10796205492761066,0.544272205055621,0.45572779494437904,0.8031809501750101,0.1968190498249899,0.6864458843538522,0.31355411564614777,0.7555407330453869,0.24445926695461306
4,6.0,train,-0.5196502153533313,-0.10587816690536649,-0.250332880688819,0.6992164753124156,-0.3029992598367801,0.38399876077510164,0.05761921173166944,0.0,0.0,0.4344724584702973,0.8153403607264191,0.1846596392735808,0.7095959650453073,0.2904040349546927,0.6293631006961142,0.3706368993038857,0.3401298040635893,0.6598701959364107,0.3020100389473216,0.6979899610526784,0.39854094850398136,0.6014590514960186,0.529657699597348,0.470342300402652,0.4365618940870233,0.5634381059129767,0.5302952811656919,0.4697047188343081,0.46223457653224476,0.5377654234677552,0.37054144055704963,0.6294585594429504,0.4672144395563417,0.5327855604436583,0.5009919367299034,0.49900806327009667,0.39165272431812603,0.608347275681874,0.49304465000053976,0.5069553499994602,0.5267900741013004,0.4732099258986996,0.5584248716864371,0.441575128313563,0.6421949881180862,0.3578050118819139
5,6.0,train,-0.460374525389073,-0.11098194389948503,-0.707836207035377,1.4871229340579866,-0.36700567548121205,0.38399876077510164,0.11078182878040257,0.0,0.0,0.4246302065855424,0.9122779531929333,0.0877220468070668,0.5350085521012942,0.4649914478987058,0.7520691939063723,0.24793080609362772,0.3617303681181503,0.6382696318818497,0.2654185515773666,0.7345814484226334,0.3830423183204059,0.6169576816795941,0.5509478900272926,0.44905210997270745,0.4800246951670206,0.5199753048329794,0.5668514990927135,0.4331485009072865,0.47366588344342175,0.5263341165565782,0.38777593641794916,0.6122240635820508,0.4112045728154481,0.5887954271845519,0.3947826438976654,0.6052173561023346,0.39193679525506364,0.6080632047449364,0.5083936744302168,0.49160632556978323,0.740846139217513,0.259153860782487,0.5421554578349808,0.45784454216501924,0.6038751905842834,0.39612480941571665
6,6.0,train,-0.3418231454605564,0.012867481478474422,-1.1237483218958844,0.39617552964104213,-0.399008883303428,1.3325775842817573,-0.26467509456078947,0.0,0.0,0.30061815061600994,0.9565390320731972,0.04346096792680276,0.8684885403295715,0.13151145967042857,0.5925198684311279,0.4074801315688721,0.7823653460975681,0.21763465390243183,0.593544608566998,0.4064553914330021,0.5676921675525801,0.4323078324474199,0.5604229454898,0.43957705451019996,0.6485083457352248,0.3514916542647753,0.5586254451540051,0.4413745548459948,0.581882315346965,0.41811768465303495,0.3093296070993512,0.6906703929006488,0.5478346887359131,0.4521653112640869,0.6606735355683432,0.3393264644316568,0.6186701262141256,0.3813298737858743,0.5021363228894268,0.4978636771105732,0.7961805036783057,0.20381949632169427,0.6841360107715384,0.31586398922846154,0.4331026323578784,0.5668973676421216
7,6.0,train,-1.0531314250316561,0.30262277046274305,-1.789207705672696,1.9113802579979091,0.5930905591852663,1.6487705254506426,1.3853533235579663,0.0,0.0,0.2033064808207815,0.9956851135568302,0.004314886443169804,0.9556194848309384,0.04438051516906162,0.8733226364110829,0.12667736358891715,0.7222429385223224,0.2777570614776777,0.9535908912110296,0.04640910878897037,0.704630770682893,0.29536922931710696,0.7602480028414477,0.2397519971585523,0.5574736016094981,0.4425263983905019,0.6654443998056856,0.33455560019431446,0.5327587943777252,0.46724120562227484,0.7243772944663366,0.2756227055336634,0.6464391530373279,0.35356084696267204,0.29099337097784594,0.7090066290221541,0.4807797872385009,0.5192202127614991,0.611815758968512,0.388184241031488,0.7384445865317322,0.2615554134682678,0.6067356192960993,0.39326438070390074,0.7890744367530685,0.21092556324693143
8,6.0,train,-0.8160286651746228,-0.07180880372865864,-0.0007856117725148207,-0.7553800639101769,0.7211033904741297,0.4542638588126318,-0.8405393174703125,0.0,0.0,0.4334451159054994,0.7975083897025896,0.20249161029741036,0.47261377280153893,0.5273862271984611,0.37728197695043564,0.6227180230495644,0.8510273572265212,0.1489726427734788,0.30542609580823576,0.6945739041917642,0.6300501454480845,0.36994985455191554,0.48955001391278574,0.5104499860872143,0.5589542573770963,0.44104574262290375,0.5581132086918479,0.4418867913081521,0.5068701204099091,0.4931298795900909,0.6357723373850954,0.36422766261490463,0.502690405786398,0.497309594213602,0.5646476784612351,0.43535232153876496,0.638487140915653,0.3615128590843471,0.5989463996123051,0.4010536003876949,0.5141001651983728,0.4858998348016272,0.4361552034188332,0.5638447965811668,0.48603325152597987,0.5139667484740201
9,6.0,train,0.19165806421776832,-0.1130035685193293,-0.29192409217486975,0.15374277310394333,0.3050616887853226,-0.0024592784313135245,3.622536442242414,0.0,0.0,0.41078891510336996,0.7778268702915772,0.22217312970842287,0.6481874816896167,0.3518125183103833,0.5966753460652047,0.40332465393479533,0.5355841260140921,0.46441587398590795,0.4156483355134736,0.5843516644865264,0.6170632072278819,0.38293679277211806,0.7176205695363629,0.28237943046363706,0.599146857179366,0.400853142820634,0.48493921339148316,0.5150607866085168,0.6792487629329003,0.3207512370670998,0.40336920024698275,0.5966307997530172,0.4728441268310748,0.5271558731689252,0.598543322948814,0.40145667705118604,0.5184751317268232,0.4815248682731767,0.4745607176919826,0.5254392823080174,0.5222863048266004,0.4777136951733996,0.25211140935130893,0.7478885906486911,0.5595307521897952,0.44046924781020486
