,fold,train/test,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6,ratio7,target,predict,total_proba,estm 0 proba 0,estm 0 proba 1,estm 1 proba 0,estm 1 proba 1,estm 2 proba 0,estm 2 proba 1,estm 3 proba 0,estm 3 proba 1,estm 4 proba 0,estm 4 proba 1,estm 5 proba 0,estm 5 proba 1,estm 6 proba 0,estm 6 proba 1,estm 7 proba 0,estm 7 proba 1,estm 8 proba 0,estm 8 proba 1,estm 9 proba 0,estm 9 proba 1,estm 10 proba 0,estm 10 proba 1,estm 11 proba 0,estm 11 proba 1,estm 12 proba 0,estm 12 proba 1,estm 13 proba 0,estm 13 proba 1,estm 14 proba 0,estm 14 proba 1,estm 15 proba 0,estm 15 proba 1,estm 16 proba 0,estm 16 proba 1
0,5.0,train,-0.6600811412303021,-0.11033718382003195,-0.42537012126956936,-0.08861035875715331,-0.27856229596652055,0.6712591893312774,0.08211453724492136,0.0,0.0,0.42536278455614557,0.691041851422933,0.30895814857706705,0.6952875782880232,0.3047124217119767,0.4812060585432938,0.5187939414567062,0.33950566327176,0.66049433672824,0.6836253383810729,0.3163746616189272,0.6519663411999289,0.3480336588000711,0.5380174945537596,0.4619825054462404,0.6500798247700235,0.34992017522997654,0.5439548992650614,0.4560451007349387,0.4535553330202541,0.5464446669797459,0.4456660538823053,0.5543339461176947,0.3559911348915348,0.6440088651084652,0.5266076650050882,0.47339233499491185,0.6170711060145121,0.3829288939854879,0.6051041142032021,0.39489588579679796,0.42216796678077106,0.5778320332192289,0.5374844112016233,0.46251558879837673
1,5.0,train,0.4403937468967837,-0.12744133908910046,-0.17155811520816908,-0.8158078318401741,-0.30949838510396716,0.13001813002456747,0.953783788885389,0.0,1.0,0.5151357316738769,0.7008815097492248,0.2991184902507752,0.386830016503636,0.613169983496364,0.6185828790303012,0.38141712096969876,0.5755776417288758,0.42442235827112423,0.2652802899535829,0.7347197100464171,0.1311725144636131,0.8688274855363869,0.36912157294602177,0.6308784270539782,0.530391334171239,0.4696086658287611,0.5752341620911199,0.4247658379088802,0.5387822234859057,0.46121777651409435,0.5846607080660134,0.41533929193398655,0.3600343139208687,0.6399656860791313,0.2883919574365176,0.7116080425634824,0.35873378143219037,0.6412662185678096,0.5924835029558059,0.4075164970441941,0.5551579732252215,0.44484202677477847,0.45041840308819847,0.5495815969118015
2,5.0,train,-0.4766686598757879,-0.09033847985281782,-0.5522761243002695,1.0021858508673775,3.4647044896645354,1.2846657232122152,0.3114572533552567,0.0,0.0,0.2383270272703824,0.987150451782689,0.012849548217310961,0.8331564537625927,0.16684354623740724,0.7393063737262893,0.2606936262737107,0.6314025951181574,0.3685974048818426,0.9362464866402548,0.06375351335974519,0.5200104457411316,0.47998955425886836,0.6975364372118447,0.3024635627881553,0.810935231610441,0.18906476838955896,0.6371293975108305,0.3628706024891694,0.6764169038369836,0.3235830961630164,0.5727485155255645,0.42725148447443545,0.7298533939309703,0.27014660606902974,0.6484961238927374,0.3515038761072627,0.5677260361983172,0.4322739638016828,0.5459383555530153,0.45406164444698466,0.7137520492904879,0.2862479507095121,0.6357386749213445,0.36426132507865544
3,5.0,train,-0.537806153660626,0.7671388443936341,-1.3560141434947028,1.608183745103228,0.742328645569222,1.5372448842220134,-0.8110813078088477,0.0,0.0,0.1959033384966321,0.975492763475562,0.02450723652443801,0.9901525418903256,0.009847458109674388,0.9686313605753611,0.03136863942463891,0.9742284678855523,0.025771532114447767,0.973851966881168,0.026148033118832,0.635311987188629,0.3646880128113709,0.6158412314326462,0.3841587685673537,0.44993685569102826,0.5500631443089717,0.7430293872075672,0.25697061279243283,0.7316459302888586,0.2683540697111414,0.7709333336924123,0.22906666630758762,0.43023598950552877,0.5697640104944712,0.6278328067598327,0.3721671932401674,0.7359182972849024,0.26408170271509757,0.6836720290954563,0.3163279709045436,0.46910109382745036,0.5308989061725496,0.5419642590209804,0.45803574097901956
4,5.0,train,-0.537806153660626,-0.10981090257515398,-0.25616211722863585,0.6991869037494525,-0.30949838510396716,0.3825972910343654,0.07209111100247448,0.0,0.0,0.41741943959000305,0.8361669737986377,0.16383302620136228,0.5923468562911455,0.4076531437088545,0.6322235687074302,0.36777643129256976,0.32545840215313027,0.6745415978468697,0.43603901677081724,0.5639609832291828,0.6476338829382828,0.3523661170617171,0.406059278926417,0.593940721073583,0.4243286889585146,0.5756713110414854,0.45367077255308574,0.5463292274469143,0.5456763186189004,0.45432368138109963,0.39078872819144583,0.6092112718085542,0.3903554893512219,0.6096445106487781,0.6072576097730893,0.39274239022691065,0.553593927153597,0.446406072846403,0.5172041276851245,0.4827958723148756,0.34359299413691313,0.6564070058630869,0.5439798468771724,0.4560201531228277
5,5.0,train,-0.4766686598757879,-0.11487636464822568,-0.7214841283412026,1.4869841662560581,-0.3713705633788607,0.3825972910343654,0.1270173105979513,0.0,0.0,0.41175497518234455,0.8548913162908304,0.1451086837091696,0.5188299664302729,0.48117003356972704,0.7349267713767614,0.26507322862323857,0.40765423294157954,0.5923457670584205,0.26610159675776746,0.7338984032422325,0.7222127664918122,0.2777872335081878,0.523922867182225,0.476077132817775,0.46021565164931444,0.5397843483506856,0.4427892689604156,0.5572107310395844,0.5110511869957781,0.4889488130042218,0.42291927404275376,0.5770807259572462,0.26209675763891915,0.7379032423610808,0.42826130918921446,0.5717386908107855,0.5967873992899648,0.4032126007100351,0.40539675420887844,0.5946032457911216,0.461787953003975,0.538212046996025,0.4931624060342169,0.5068375939657831
6,5.0,train,-0.35439367230611174,0.00804330205091178,-1.1445041384435362,0.39618795663152706,-0.40230665251630743,1.3568311977864431,-0.2608947798101974,0.0,0.0,0.2709444542993079,0.968604325829092,0.03139567417090807,0.9018603789832068,0.0981396210167932,0.9253741041183126,0.0746258958816875,0.4747929268877311,0.5252070731122689,0.8313068149221933,0.16869318507780676,0.6654879789576988,0.3345120210423011,0.718697628573254,0.28130237142674597,0.5611002300244995,0.4388997699755005,0.5647593760929055,0.43524062390709445,0.4527899151518776,0.5472100848481224,0.5095664947417891,0.4904335052582109,0.4669530924607247,0.5330469075392753,0.40140268244950883,0.5985973175504912,0.7552453737373049,0.2447546262626951,0.5222902228525459,0.47770977714745405,0.35449524663161114,0.6455047533683889,0.5050431629752785,0.4949568370247215
7,5.0,train,-1.088043597724169,0.2956233488502002,-1.8213361546072695,1.9111826922211534,0.5567121107445416,1.6815758333704693,1.443870622327946,0.0,0.0,0.1942542526976923,0.9837786325874797,0.01622136741252037,0.9616951915456207,0.03830480845437928,0.9608865277283115,0.039113472271688536,0.5891330528918457,0.41086694710815425,0.6541970284016139,0.3458029715983862,0.9704386566036347,0.029561343396365312,0.8041722789600692,0.1958277210399309,0.5825007318905264,0.4174992681094735,0.5280235120551033,0.4719764879448967,0.6878516253659708,0.3121483746340292,0.5500010764886731,0.4499989235113269,0.6470121737815067,0.3529878262184934,0.5552801687837392,0.4447198312162608,0.838214575117467,0.16178542488253306,0.69206375667509,0.30793624332490993,0.424307419343643,0.575692580656357,0.4466742990312027,0.5533257009687973
8,5.0,train,-0.8434936225848165,-0.0759973038963339,-0.002350111167236023,-0.755208042416589,0.6804564672943284,0.45476276560859347,-0.8558623529533327,0.0,1.0,0.5088899662369272,0.4578517188561386,0.5421482811438614,0.6831829476246998,0.31681705237530017,0.09411368909273221,0.9058863109072678,0.7307298475956303,0.2692701524043697,0.6383515728876162,0.36164842711238376,0.5776428416193955,0.42235715838060456,0.5416360381675396,0.4583639618324604,0.4008154181829856,0.5991845818170144,0.6087326775471147,0.39126732245288537,0.5679939528805953,0.43200604711940466,0.42221380270720676,0.5777861972927932,0.5195406947054755,0.4804593052945245,0.4548244795633928,0.5451755204366072,0.3195211444052194,0.6804788555947806,0.5529825400186454,0.44701745998135456,0.38879864495851024,0.6112013550414898,0.5355683479496092,0.46443165205039083
9,5.0,train,0.1958437717574312,-0.11688281258856673,-0.2984641182388692,0.15378879893718678,0.27828730850752076,-0.014312819123888477,3.755268618326744,0.0,0.0,0.3823901776387718,0.8380023910061636,0.16199760899383644,0.6485753527907492,0.3514246472092509,0.36500124775032616,0.6349987522496738,0.7097502305401481,0.2902497694598519,0.8223023927062425,0.17769760729375755,0.549156032365788,0.45084396763421203,0.3461059628445593,0.6538940371554407,0.6706703125444342,0.32932968745556584,0.564894959741722,0.435105040258278,0.4261379514516548,0.5738620485483452,0.5356745154167428,0.4643254845832572,0.8648964310750974,0.1351035689249026,0.3456379842217565,0.6543620157782435,0.31582524783630883,0.6841747521636912,0.45916681106960855,0.5408331889303915,0.5562054561383802,0.4437945438616198,0.48672062542644623,0.5132793745735538
