,fold,train/test,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6,ratio7,target,predict,total_proba,estm 0 proba 0,estm 0 proba 1,estm 1 proba 0,estm 1 proba 1,estm 2 proba 0,estm 2 proba 1,estm 3 proba 0,estm 3 proba 1,estm 4 proba 0,estm 4 proba 1,estm 5 proba 0,estm 5 proba 1,estm 6 proba 0,estm 6 proba 1,estm 7 proba 0,estm 7 proba 1,estm 8 proba 0,estm 8 proba 1,estm 9 proba 0,estm 9 proba 1,estm 10 proba 0,estm 10 proba 1,estm 11 proba 0,estm 11 proba 1,estm 12 proba 0,estm 12 proba 1,estm 13 proba 0,estm 13 proba 1,estm 14 proba 0,estm 14 proba 1,estm 15 proba 0,estm 15 proba 1,estm 16 proba 0,estm 16 proba 1,estm 17 proba 0,estm 17 proba 1,estm 18 proba 0,estm 18 proba 1
0,17.0,train,-0.6385705148134199,-0.09714410552349075,-0.4497528331413051,-0.0871782374909145,-0.276823892208642,0.6904908789070986,0.09299138703192666,0.0,0.0,0.41833031448266766,0.738946315243209,0.261053684756791,0.6613334396611237,0.33866656033887627,0.5744701939339432,0.4255298060660568,0.4924185221388958,0.5075814778611042,0.4362202193969683,0.5637797806030317,0.635540702509579,0.36445929749042105,0.4028402485789099,0.5971597514210901,0.558319967507511,0.441680032492489,0.4417030599866789,0.5582969400133211,0.4401921526966205,0.5598078473033795,0.49586572396786155,0.5041342760321385,0.5114901100169348,0.4885098899830652,0.4547073008799958,0.5452926991200042,0.6725281251458315,0.32747187485416845,0.46954757165537675,0.5304524283446233,0.577262122938955,0.422737877061045,0.45928023281162833,0.5407197671883717,0.5687643949465255,0.43123560505347447,0.49343949614810034,0.5065605038518997
1,17.0,train,0.4437523916500034,-0.11514437519431263,-0.1969248819688036,-0.8142245424344483,-0.3081624460435825,0.1472092105747853,0.9781824149468502,0.0,0.0,0.49475680064052147,0.3923942808564942,0.6076057191435058,0.6610730337672142,0.33892696623278584,0.7237840991098733,0.2762159008901267,0.3150496369102861,0.6849503630897139,0.46881280541937576,0.5311871945806242,0.5630754550730195,0.4369245449269806,0.7156129837812458,0.2843870162187542,0.3956514727714666,0.6043485272285334,0.579160617251463,0.42083938274853705,0.3810497614293422,0.6189502385706578,0.4574930992516113,0.5425069007483887,0.4903047674573129,0.5096952325426871,0.5394610153571346,0.4605389846428653,0.5012998314589648,0.49870016854103516,0.4059677592349227,0.5940322407650773,0.6073598760744053,0.39264012392559466,0.47139402542692665,0.5286059745730733,0.5380354183180154,0.46196458168198457,0.5404258785617408,0.45957412143825915
2,17.0,train,-0.4581833637361826,-0.07609763705931653,-0.5761668087275559,1.003391219924386,3.5151411218191697,1.3062101030170534,0.32589178386988177,0.0,0.0,0.2607526887896404,0.996339609765326,0.003660390234674045,0.8390018356903326,0.16099816430966735,0.8177446731882856,0.18225532681171439,0.5197164394219291,0.4802835605780709,0.7357150235265855,0.2642849764734146,0.7515527281602576,0.24844727183974236,0.4996883970237612,0.5003116029762388,0.6267178867686118,0.37328211323138816,0.7575361882225526,0.24246381177744739,0.4237897263040563,0.5762102736959437,0.5824777640792698,0.41752223592073023,0.6240728316145697,0.3759271683854303,0.5336680017672262,0.4663319982327739,0.6279102677197013,0.3720897322802988,0.7540038517404837,0.2459961482595163,0.7300437351227008,0.2699562648772992,0.8624375159353005,0.13756248406469948,0.6556725165211209,0.3443274834788791,0.4311065609982442,0.5688934390017558
3,17.0,train,-0.5183124140952617,0.8263043132412362,-1.376788654107143,1.609263140710664,0.7573483843443976,1.5597415482387997,-0.8140601657497,0.0,0.0,0.23145909231343756,0.9980710489349284,0.0019289510650716706,0.9602002022822503,0.03979979771774966,0.8519279486470949,0.1480720513529051,0.8744814547145884,0.12551854528541162,0.9558727038563858,0.04412729614361418,0.8313648310560464,0.16863516894395364,0.684434490538437,0.31556550946156303,0.6817079163157496,0.31829208368425044,0.5499994837461781,0.4500005162538218,0.726848708931167,0.273151291068833,0.6394578166100954,0.3605421833899046,0.6214162724091502,0.3785837275908498,0.5810053514877287,0.41899464851227125,0.17207391646979076,0.8279260835302092,0.6021838820633982,0.3978161179366017,0.563392538078745,0.436607461921255,0.6864422822842924,0.31355771771570756,0.29586178467634094,0.7041382153236591,0.6319564765152146,0.3680435234847855
4,17.0,train,-0.5183124140952617,-0.09659025155166492,-0.28120086569297076,0.700455259531247,-0.3081624460435825,0.40074065579653145,0.08281247230930361,0.0,0.0,0.4404828384212985,0.8015611923825612,0.19843880761743882,0.41567432420981376,0.5843256757901862,0.563254627748708,0.4367453722512919,0.5686687543708164,0.4313312456291835,0.49554259981777504,0.504457400182225,0.5823079130552868,0.4176920869447132,0.3537807223031276,0.6462192776968724,0.573972793187577,0.426027206812423,0.4306465963204671,0.5693534036795329,0.3322661307095295,0.6677338692904705,0.48899738637549695,0.511002613624503,0.47905782644514827,0.5209421735548517,0.43879020467229624,0.5612097953277038,0.6197752776482786,0.38022472235172144,0.5095956162401356,0.49040438375986434,0.5701748813208811,0.4298251186791188,0.49857910756414514,0.5014208924358549,0.5772975937438535,0.4227024062561465,0.4565237506428159,0.5434762493571841
5,17.0,train,-0.4581833637361826,-0.10192110138834186,-0.7447187761758897,1.4880887565534084,-0.3708395537134637,0.40074065579653145,0.13859071501762216,0.0,0.0,0.4266119342295074,0.8603185089904118,0.13968149100958813,0.4234726014031849,0.5765273985968151,0.6185541124769198,0.38144588752308023,0.5817553634033364,0.41824463659666355,0.5909021355392874,0.4090978644607126,0.5033049212865337,0.49669507871346635,0.4585827523195254,0.5414172476804746,0.6014050381824341,0.3985949618175659,0.45489724368226647,0.5451027563177335,0.3239939989467837,0.6760060010532163,0.49178863298987785,0.5082113670101222,0.4892910673143954,0.5107089326856046,0.38373293350587634,0.6162670664941237,0.47404230659235,0.52595769340765,0.47905378296113377,0.5209462170388662,0.5538100168049991,0.4461899831950009,0.5996353363586862,0.40036466364131384,0.526827093547322,0.47317290645267795,0.43212678711747377,0.5678732128825262
6,17.0,train,-0.33792526301802456,0.02743852576806633,-1.1660986947967253,0.39751929913810785,-0.40217810754840433,1.3786476587946952,-0.2553388648118684,0.0,0.0,0.34437007837729683,0.9766830589047278,0.02331694109527214,0.56727675493222,0.43272324506778,0.7607546852572987,0.23924531474270125,0.49714520770224746,0.5028547922977525,0.5918700174782046,0.4081299825217955,0.6627914691257802,0.33720853087421976,0.6017013762640822,0.3982986237359178,0.6292517116897371,0.3707482883102629,0.5480058529385868,0.45199414706141317,0.5720521984282863,0.42794780157171375,0.5220016853843745,0.47799831461562553,0.6257850482891657,0.3742149517108343,0.5207968663076112,0.47920313369238876,0.3538336331510562,0.6461663668489438,0.4271645777016997,0.5728354222983003,0.5487826537007061,0.45121734629929383,0.6330008771029654,0.36699912289703457,0.5710850371494137,0.4289149628505863,0.613598726850669,0.38640127314933104
7,17.0,train,-1.0594738673269735,0.33008535707321024,-1.8403065645900618,1.9121991011038029,0.5693170613347542,1.7046166597940833,1.4758717243335744,0.0,0.0,0.18417576937608932,0.9974249381038212,0.002575061896178861,0.8194516174842381,0.1805483825157619,0.9028302333971331,0.0971697666028669,0.9525698344649439,0.04743016553505612,0.8689175765054908,0.13108242349450916,0.8267353580680412,0.17326464193195884,0.9281635203373941,0.07183647966260584,0.6723204788662269,0.327679521133773,0.8571383141122723,0.14286168588772777,0.6480224095404425,0.3519775904595574,0.5773648663313764,0.42263513366862354,0.6489045935877635,0.3510954064122364,0.7587568425270252,0.24124315747297476,0.7290494457743641,0.2709505542256359,0.5892610941053684,0.41073890589463163,0.6797884377991689,0.32021156220083113,0.8126486664387986,0.18735133356120137,0.2947997750613305,0.7052002249386695,0.3198227520314971,0.6801772479685029
8,17.0,train,-0.8189576658906571,-0.061005103663045755,-0.028372914520469736,-0.7536373503558205,0.6946712766745163,0.4731782115741733,-0.8595358772170367,0.0,0.0,0.480534146930157,0.49427907881212674,0.5057209211878733,0.5831657904622956,0.4168342095377045,0.7874025558497162,0.21259744415028384,0.45178422902222115,0.5482157709777788,0.6324618994412511,0.3675381005587489,0.5243027460349677,0.47569725396503226,0.2913703196553624,0.7086296803446376,0.5242789188839461,0.47572108111605393,0.5428947622263744,0.4571052377736255,0.5134353024945331,0.486564697505467,0.5293771275046663,0.47062287249533374,0.49808693597509934,0.5019130640249007,0.6227168865564846,0.3772831134435154,0.46555120678145956,0.5344487932185404,0.5038125185591114,0.4961874814408887,0.39550849329488713,0.6044915067051129,0.4387324644613234,0.5612675355386766,0.5072464896985831,0.49275351030141695,0.6361758579738579,0.36382414202614205
9,17.0,train,0.20323619021368708,-0.10403267038654418,-0.3233388575550543,0.1551705308235966,0.2872700768202886,0.0023340990195018013,3.8231253003293744,0.0,0.0,0.35367389696170115,0.9331692600945583,0.06683073990544178,0.5983819440617334,0.4016180559382666,0.8048239698875699,0.19517603011243015,0.6254165703269683,0.3745834296730317,0.6288502593496723,0.37114974065032774,0.704713202706145,0.295286797293855,0.5824924723546003,0.4175075276453997,0.37485367929321134,0.6251463207067887,0.5447450451798959,0.4552549548201042,0.6445485997269413,0.35545140027305866,0.4401625801717435,0.5598374198282565,0.49436354580708686,0.5056364541929131,0.4930494968567426,0.5069505031432574,0.44170109341463515,0.5582989065853649,0.27183832156634513,0.7281616784336549,0.661668327116964,0.338331672883036,0.3520763025383321,0.6479236974616679,0.2845442838377811,0.7154557161622189,0.8766778994798483,0.12332210052015169
