,fold,train/test,ratio1,ratio2,ratio3,ratio4,ratio5,ratio6,ratio7,target,predict,total_proba,estm 0 proba 0,estm 0 proba 1,estm 1 proba 0,estm 1 proba 1,estm 2 proba 0,estm 2 proba 1,estm 3 proba 0,estm 3 proba 1,estm 4 proba 0,estm 4 proba 1,estm 5 proba 0,estm 5 proba 1,estm 6 proba 0,estm 6 proba 1,estm 7 proba 0,estm 7 proba 1,estm 8 proba 0,estm 8 proba 1,estm 9 proba 0,estm 9 proba 1
0,7.0,train,-0.6385705148134199,-0.09714410552349075,-0.4497528331413051,-0.0871782374909145,-0.276823892208642,0.6904908789070986,0.09299138703192666,0.0,0.0,0.41029649840906984,0.8247234708633402,0.17527652913665984,0.6077090964390874,0.3922909035609126,0.45456432000525726,0.5454356799947427,0.4374228419338628,0.5625771580661372,0.4424030056649666,0.5575969943350334,0.45518848077548457,0.5448115192245154,0.5750467376829858,0.4249532623170143,0.5293942630783961,0.4706057369216039,0.3708698214727846,0.6291301785272154,0.5349768501193624,0.46502314988063764
1,7.0,train,0.4437523916500034,-0.11514437519431263,-0.1969248819688036,-0.8142245424344483,-0.3081624460435825,0.1472092105747853,0.9781824149468502,0.0,0.0,0.479475194836588,0.5484919870318358,0.45150801296816423,0.7811141015859694,0.21888589841403064,0.41696111008044023,0.5830388899195598,0.30503822396922287,0.6949617760307771,0.5653220616472395,0.4346779383527605,0.391967452398723,0.608032547601277,0.623598460342609,0.3764015396573909,0.5427817400109074,0.45721825998909255,0.38943688005249355,0.6105631199475064,0.5887597609889088,0.41124023901109114
2,7.0,train,-0.4581833637361826,-0.07609763705931653,-0.5761668087275559,1.003391219924386,3.5151411218191697,1.3062101030170534,0.32589178386988177,0.0,0.0,0.21821578578815082,0.9829359574481732,0.017064042551826808,0.6445272768111321,0.35547272318886786,0.9178012508176353,0.08219874918236474,0.7446157464239738,0.2553842535760262,0.6962362175842693,0.30376378241573065,0.5948055609084724,0.40519443909152764,0.8898118857965324,0.11018811420346761,0.2944856612478539,0.7055143387521461,0.5974242889953565,0.4025757110046435,0.5557453630097471,0.4442546369902529
3,7.0,train,-0.5183124140952617,0.8263043132412362,-1.376788654107143,1.609263140710664,0.7573483843443976,1.5597415482387997,-0.8140601657497,0.0,0.0,0.13884437527128587,0.9892465160518271,0.010753483948172906,0.9679876794142604,0.032012320585739544,0.9851102258390357,0.014889774160964287,0.8709185282292037,0.1290814717707963,0.7211740744825723,0.2788259255174277,0.7275604891081495,0.2724395108918504,0.8076852651823865,0.19231473481761355,0.531821398277728,0.46817860172227205,0.5917490197463275,0.4082509802536725,0.579858209706797,0.4201417902932029
4,7.0,train,-0.5183124140952617,-0.09659025155166492,-0.28120086569297076,0.700455259531247,-0.3081624460435825,0.40074065579653145,0.08281247230930361,0.0,0.0,0.4160494236690403,0.8006136295484121,0.1993863704515879,0.5629037826432797,0.43709621735672033,0.3502403680681625,0.6497596319318375,0.555078075008832,0.44492192499116795,0.40040260237838277,0.5995973976216172,0.37965087153273624,0.6203491284672638,0.5898304778417623,0.41016952215823765,0.5658534833073565,0.4341465166926434,0.58758893383614,0.41241106616386,0.4856848228288647,0.5143151771711353
5,7.0,train,-0.4581833637361826,-0.10192110138834186,-0.7447187761758897,1.4880887565534084,-0.3708395537134637,0.40074065579653145,0.13859071501762216,0.0,0.0,0.4025108749254121,0.8456578270554929,0.15434217294450708,0.5437079364648989,0.45629206353510104,0.3973247433231015,0.6026752566768985,0.45969374396173157,0.5403062560382684,0.4051109239027312,0.5948890760972688,0.36551059678805464,0.6344894032119454,0.7077801490625182,0.29221985093748176,0.545263576306771,0.4547364236932289,0.5883271451170193,0.4116728548829807,0.46619680863218704,0.533803191367813
6,7.0,train,-0.33792526301802456,0.02743852576806633,-1.1660986947967253,0.39751929913810785,-0.40217810754840433,1.3786476587946952,-0.2553388648118684,0.0,0.0,0.305161291759712,0.9288979126846897,0.07110208731531026,0.7544946749040482,0.24550532509595174,0.7294441911186373,0.2705558088813626,0.6741981579623679,0.3258018420376321,0.4442665642078424,0.5557334357921576,0.5421326723101747,0.4578673276898253,0.447883309228046,0.552116690771954,0.6262921280135297,0.37370787198647026,0.43408588622396993,0.5659141137760301,0.5748609222027552,0.42513907779724486
7,7.0,train,-1.0594738673269735,0.33008535707321024,-1.8403065645900618,1.9121991011038029,0.5693170613347542,1.7046166597940833,1.4758717243335744,0.0,0.0,0.1342029719695762,0.9894273475907219,0.010572652409278117,0.7435157473105967,0.2564842526894034,0.9918268276087114,0.008173172391288517,0.8158728838685037,0.1841271161314964,0.7434362541775575,0.25656374582244246,0.9259916965351487,0.07400830346485138,0.8160804197166671,0.1839195802833329,0.4877324426675347,0.5122675573324653,0.8158523039041101,0.18414769609588988,0.5537819522845693,0.44621804771543067
8,7.0,train,-0.8189576658906571,-0.061005103663045755,-0.028372914520469736,-0.7536373503558205,0.6946712766745163,0.4731782115741733,-0.8595358772170367,0.0,0.0,0.40845357059632964,0.6934877464918323,0.30651225350816774,0.5805089972931328,0.4194910027068673,0.6412336356012176,0.35876636439878246,0.3966248300717109,0.6033751699282891,0.48047079329546394,0.5195292067045361,0.6507444430485044,0.34925555695149557,0.5432201390765403,0.4567798609234597,0.5372567434088789,0.46274325659112114,0.5063093746745123,0.4936906253254877,0.525406524386237,0.47459347561376297
9,7.0,train,0.20323619021368708,-0.10403267038654418,-0.3233388575550543,0.1551705308235966,0.2872700768202886,0.0023340990195018013,3.8231253003293744,0.0,0.0,0.4410773774840578,0.2874012375064753,0.7125987624935247,0.8289093746654085,0.17109062533459155,0.8131855037195505,0.18681449628044958,0.7547424008166719,0.24525759918332812,0.7575665319015443,0.24243346809845567,0.46166163617048284,0.5383383638295172,0.4103712580460873,0.5896287419539127,0.43003322288138013,0.5699667771186199,0.8817191887792403,0.11828081122075976,0.5089792074343409,0.49102079256565906
